DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(DC3);10(DD1);11(DD2);12(TAFGA);13(TAFBA);14(TAFBB);15(TAFGC);16(TAFBC);17(TAFBDRES)
2020-06-15 00:00:00;2;3;3;3;3;2;3;5;5;1;0;0;0;0;0;0;0
2020-06-15 00:15:00;2;5;5;4;4;1;3;5;4;3;1;0;0;0;0;0;0
2020-06-15 00:30:00;2;5;2;0;2;0;5;1;3;0;0;0;0;0;0;0;0
2020-06-15 00:45:00;2;1;2;1;2;2;3;3;3;1;1;0;0;0;0;0;0
2020-06-15 01:00:00;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-15 01:15:00;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
2020-06-15 01:30:00;1;1;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0
2020-06-15 01:45:00;1;0;1;0;1;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-15 02:00:00;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-06-15 02:15:00;2;0;2;1;1;0;2;2;2;2;0;0;0;0;0;0;0
2020-06-15 02:30:00;0;1;2;0;2;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-15 03:00:00;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
2020-06-15 03:15:00;0;2;0;1;1;0;2;3;3;2;2;0;0;0;0;0;0
2020-06-15 03:30:00;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
2020-06-15 03:45:00;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0
2020-06-15 04:00:00;1;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-15 04:15:00;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0
2020-06-15 04:30:00;3;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
2020-06-15 04:45:00;2;3;1;1;0;0;5;7;8;0;0;0;0;0;0;0;0
2020-06-15 05:00:00;0;1;1;1;1;1;13;18;20;0;0;0;0;0;0;0;0
2020-06-15 05:15:00;4;4;2;1;2;0;21;27;28;0;0;0;0;0;0;0;0
2020-06-15 05:30:00;8;7;1;0;1;0;12;28;30;0;0;0;0;0;0;0;0
2020-06-15 05:45:00;16;15;2;1;1;1;16;19;22;0;0;0;0;0;0;0;0
2020-06-15 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 06:15:00;19;4;1;3;1;1;14;20;21;0;0;0;0;0;0;0;0
2020-06-15 06:30:00;12;7;0;2;1;0;8;24;23;0;0;0;0;0;0;0;0
2020-06-15 06:45:00;25;13;6;5;6;5;20;28;28;1;0;0;0;0;0;0;0
2020-06-15 07:00:00;33;20;5;6;0;4;20;24;26;0;1;0;0;0;0;0;0
2020-06-15 07:15:00;40;20;6;7;3;2;23;32;35;5;5;0;0;0;0;0;0
2020-06-15 07:30:00;48;25;11;5;7;3;32;45;45;1;2;0;0;0;0;0;0
2020-06-15 07:45:00;52;27;4;5;6;0;23;42;43;2;2;1;0;0;0;0;0
2020-06-15 08:00:00;49;29;3;3;2;4;27;35;36;2;2;0;0;0;0;0;0
2020-06-15 08:15:00;49;38;3;6;2;3;19;25;27;1;2;0;0;0;0;0;0
2020-06-15 08:30:00;50;38;11;12;6;6;23;38;38;4;4;0;0;0;0;0;0
2020-06-15 08:45:00;41;49;14;8;12;10;31;41;42;2;3;0;0;0;0;0;0
2020-06-15 09:00:00;42;44;14;5;9;4;33;29;32;4;2;0;0;0;0;0;0
2020-06-15 09:15:00;48;48;13;9;10;5;29;33;34;7;5;0;0;0;1;0;0
2020-06-15 09:30:00;48;39;14;9;10;8;32;42;43;8;4;0;0;0;2;0;0
2020-06-15 09:45:00;68;51;28;13;10;15;40;53;52;3;3;0;0;0;1;0;0
2020-06-15 10:00:00;60;47;31;13;12;7;40;53;57;16;5;0;0;0;0;0;0
2020-06-15 10:15:00;61;54;44;20;13;13;38;44;44;24;15;1;0;0;0;0;0
2020-06-15 10:30:00;68;45;46;21;15;12;38;61;55;14;8;0;0;0;1;0;0
2020-06-15 10:45:00;71;69;41;14;14;14;54;59;56;16;11;1;0;0;1;0;0
2020-06-15 11:00:00;54;51;47;21;18;12;55;65;69;23;6;4;0;0;1;0;0
2020-06-15 11:15:00;44;41;52;30;13;17;61;70;63;28;12;5;0;0;2;0;0
2020-06-15 11:45:00;57;63;58;28;19;21;48;57;53;18;9;0;0;0;0;0;0
2020-06-15 12:00:00;60;57;54;29;13;16;58;72;72;21;9;0;0;0;0;0;0
2020-06-15 12:15:00;64;61;52;31;16;20;55;65;70;23;10;1;0;0;2;0;0
2020-06-15 12:30:00;53;52;45;23;14;11;58;75;72;20;4;0;0;0;0;0;0
2020-06-15 12:45:00;51;49;49;30;16;19;51;45;51;25;19;0;0;0;3;0;0
2020-06-15 13:00:00;56;47;66;31;18;18;52;65;57;16;8;0;0;0;3;0;0
2020-06-15 13:15:00;47;44;57;20;20;10;60;64;65;17;8;0;0;0;1;0;0
2020-06-15 13:30:00;46;52;56;26;11;16;48;58;56;21;10;1;0;0;0;0;0
2020-06-15 13:45:00;65;71;54;29;12;18;28;43;44;18;12;1;0;0;0;0;0
2020-06-15 14:00:00;64;59;51;33;12;19;36;49;47;18;10;0;0;0;0;0;0
2020-06-15 14:30:00;73;73;57;39;15;25;41;51;54;22;6;0;0;0;0;0;0
2020-06-15 14:45:00;90;70;65;37;20;22;42;48;40;28;10;0;0;0;0;0;0
2020-06-15 15:00:00;69;62;68;39;18;23;46;58;62;24;5;1;0;0;1;0;0
2020-06-15 15:15:00;71;69;62;40;18;24;52;66;63;19;8;1;0;0;0;0;0
2020-06-15 15:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 15:45:00;81;72;67;31;14;22;50;70;70;18;12;0;0;0;0;0;0
2020-06-15 16:00:00;74;75;67;32;16;15;50;51;49;13;7;0;0;0;1;0;0
2020-06-15 16:15:00;82;75;58;32;13;19;47;72;66;25;14;4;0;0;0;0;0
2020-06-15 16:30:00;69;68;65;30;15;22;51;65;63;25;16;2;0;0;1;0;0
2020-06-15 16:45:00;73;60;56;25;16;15;55;65;68;20;10;3;0;0;1;0;0
2020-06-15 17:00:00;63;52;61;36;17;22;69;77;76;16;11;0;0;0;0;0;0
2020-06-15 17:15:00;71;64;55;24;14;15;51;68;56;27;11;0;0;0;1;0;0
2020-06-15 17:30:00;63;73;64;26;10;18;55;65;64;21;9;1;0;0;0;0;0
2020-06-15 17:45:00;62;62;62;39;17;15;44;56;56;27;13;3;0;0;0;0;0
2020-06-15 18:00:00;56;53;57;31;14;17;43;66;63;29;12;1;0;0;2;0;0
2020-06-15 18:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-15 18:30:00;49;42;52;31;11;18;36;48;47;24;13;1;0;0;0;0;0
2020-06-15 18:45:00;49;59;40;31;11;15;49;60;58;17;9;4;0;0;0;0;0
2020-06-15 19:00:00;40;55;51;40;13;19;35;41;42;22;12;0;0;0;0;0;0
2020-06-15 19:15:00;43;43;51;23;11;18;34;41;42;12;5;0;0;0;0;0;0
2020-06-15 19:30:00;24;35;54;29;18;24;24;28;29;13;9;0;0;0;0;0;0
2020-06-15 19:45:00;25;29;57;28;15;16;38;29;36;11;3;0;0;0;0;0;0
2020-06-15 20:00:00;29;28;55;34;18;20;18;19;18;10;6;0;0;0;0;0;0
2020-06-15 20:15:00;26;29;42;25;15;17;13;23;24;6;1;0;0;0;0;0;0
2020-06-15 20:30:00;16;22;28;17;13;11;13;14;13;0;0;0;0;0;0;0;0
2020-06-15 20:45:00;10;15;18;11;12;11;8;14;15;0;0;0;0;0;0;0;0
2020-06-15 21:00:00;16;19;25;15;16;9;22;30;31;0;0;1;0;0;0;0;0
2020-06-15 21:15:00;12;13;17;13;12;7;26;35;37;0;0;0;0;0;0;0;0
2020-06-15 21:30:00;7;18;20;13;12;7;19;22;23;1;0;0;0;0;0;0;0
2020-06-15 21:45:00;21;27;20;14;14;6;6;15;16;5;2;0;0;0;0;0;0
2020-06-15 22:00:00;23;28;17;10;16;4;13;13;14;1;1;0;0;0;0;0;0
2020-06-15 22:15:00;13;14;13;10;15;10;9;6;8;0;0;0;0;0;0;0;0
2020-06-15 22:30:00;10;12;8;4;8;4;6;11;11;5;2;0;0;0;0;0;0
2020-06-15 22:45:00;5;11;9;3;9;3;6;7;9;1;1;0;0;0;0;0;0
2020-06-15 23:00:00;4;5;6;5;5;3;9;11;12;0;0;0;0;0;0;0;0
2020-06-15 23:15:00;1;4;10;8;9;4;8;6;9;0;0;0;0;0;0;0;0
2020-06-15 23:30:00;3;4;9;1;5;0;3;2;3;0;0;0;0;0;0;0;0
2020-06-15 23:45:00;2;4;4;1;4;1;5;4;4;1;1;0;0;0;0;0;0
