DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-07-17 00:00:00;15;4;2;1;1;4;14;5;0;1;0
2020-07-17 00:15:00;17;2;1;1;0;2;13;6;0;4;0
2020-07-17 00:30:00;6;3;1;2;1;4;18;3;0;1;0
2020-07-17 00:45:00;8;3;2;0;0;2;9;1;0;1;0
2020-07-17 01:00:00;5;7;1;2;0;1;13;9;0;5;0
2020-07-17 01:15:00;12;4;5;2;2;1;16;3;0;1;0
2020-07-17 01:30:00;2;5;2;0;0;2;7;1;0;0;0
2020-07-17 01:45:00;4;3;0;1;0;2;5;2;0;1;0
2020-07-17 02:00:00;9;6;2;2;0;3;6;2;0;1;0
2020-07-17 02:15:00;3;2;1;1;1;3;10;2;0;1;0
2020-07-17 02:30:00;6;4;1;3;0;3;8;1;0;0;0
2020-07-17 02:45:00;5;1;2;1;0;3;3;0;0;0;0
2020-07-17 03:00:00;4;6;0;1;0;2;6;3;0;1;0
2020-07-17 03:15:00;4;3;0;1;0;2;16;1;0;1;0
2020-07-17 03:30:00;3;4;2;0;0;1;5;0;0;0;0
2020-07-17 03:45:00;4;4;0;0;0;2;11;2;0;1;0
2020-07-17 04:00:00;9;5;1;2;0;3;11;1;0;1;0
2020-07-17 04:15:00;4;5;4;0;1;2;25;1;1;0;0
2020-07-17 04:30:00;10;6;3;3;1;4;21;2;0;0;0
2020-07-17 04:45:00;17;12;7;0;0;0;39;15;0;0;0
2020-07-17 05:00:00;19;17;8;1;0;2;82;69;0;2;0
2020-07-17 05:15:00;37;20;9;8;0;11;126;117;1;6;0
2020-07-17 05:30:00;39;20;18;7;0;11;98;91;0;3;0
2020-07-17 05:45:00;100;39;31;16;2;26;89;90;0;4;0
2020-07-17 06:00:00;144;49;42;12;2;20;91;73;1;5;0
2020-07-17 06:15:00;107;53;50;23;2;31;108;103;0;7;0
2020-07-17 06:30:00;85;41;33;28;4;36;121;120;1;7;3
2020-07-17 06:45:00;73;56;46;23;9;36;103;119;0;8;1
2020-07-17 07:00:00;55;38;39;47;13;62;110;112;1;11;1
2020-07-17 07:15:00;71;44;35;43;16;61;88;116;1;13;2
2020-07-17 07:30:00;90;39;40;49;15;64;114;119;1;9;0
2020-07-17 07:45:00;84;38;40;41;13;56;115;120;4;10;1
2020-07-17 08:00:00;65;33;26;23;16;48;99;91;2;15;1
2020-07-17 08:15:00;82;33;27;35;7;40;103;71;1;9;2
2020-07-17 08:30:00;80;35;30;26;6;34;97;88;4;10;1
2020-07-17 08:45:00;88;42;34;23;7;27;88;78;1;11;1
2020-07-17 09:00:00;94;39;32;24;7;34;80;72;0;11;0
2020-07-17 09:15:00;90;36;26;32;8;38;96;78;0;12;4
2020-07-17 09:30:00;105;44;38;23;11;35;93;90;2;16;0
2020-07-17 09:45:00;104;42;26;22;7;35;85;80;3;5;3
2020-07-17 10:00:00;110;35;39;18;3;26;86;65;0;10;1
2020-07-17 10:15:00;82;31;27;25;10;33;76;79;3;10;0
2020-07-17 10:30:00;101;43;29;25;9;32;72;63;0;15;1
2020-07-17 10:45:00;106;39;31;24;11;33;82;77;3;14;0
2020-07-17 11:00:00;118;39;34;20;5;27;83;79;3;10;2
2020-07-17 11:15:00;106;42;26;19;6;22;109;72;0;9;0
2020-07-17 11:30:00;109;51;40;20;9;30;98;79;3;11;1
2020-07-17 11:45:00;121;44;39;21;7;33;95;64;0;12;2
2020-07-17 12:00:00;156;57;63;15;10;24;97;95;1;14;0
2020-07-17 12:15:00;149;69;68;20;6;24;94;82;0;10;0
2020-07-17 12:30:00;134;69;68;26;6;31;95;76;0;15;4
2020-07-17 12:45:00;158;53;56;30;2;37;112;82;0;9;1
2020-07-17 13:00:00;165;62;61;18;9;29;117;108;1;11;0
2020-07-17 13:15:00;134;52;50;24;8;34;116;110;0;9;3
2020-07-17 13:30:00;145;57;61;29;11;45;116;103;1;10;2
2020-07-17 13:45:00;166;64;69;34;12;43;121;116;1;12;0
2020-07-17 14:00:00;167;60;65;22;7;30;112;97;1;7;2
2020-07-17 14:15:00;246;102;92;38;8;47;115;100;0;13;1
2020-07-17 14:30:00;233;95;102;27;3;29;87;78;0;15;0
2020-07-17 14:45:00;211;90;85;19;8;27;102;87;3;13;3
2020-07-17 15:00:00;215;71;70;20;4;23;103;71;0;17;1
2020-07-17 15:15:00;195;82;68;21;13;35;90;88;2;19;1
2020-07-17 15:30:00;172;59;61;18;5;22;101;77;2;16;1
2020-07-17 15:45:00;179;69;67;31;10;47;111;87;1;13;1
2020-07-17 16:00:00;150;68;58;24;5;30;103;83;1;13;2
2020-07-17 16:15:00;123;59;54;22;12;30;85;99;1;14;0
2020-07-17 16:30:00;147;56;48;19;6;24;111;94;2;17;0
