DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-10-25 00:00:00;8;10;8;2;0;5;7;0;1
2019-10-25 00:15:00;11;13;14;3;0;11;8;1;0
2019-10-25 00:30:00;13;13;11;2;1;14;9;3;5
2019-10-25 00:45:00;10;9;11;1;0;10;11;2;4
2019-10-25 01:00:00;11;11;6;5;3;8;6;0;0
2019-10-25 01:15:00;7;5;6;1;1;12;6;0;0
2019-10-25 01:30:00;8;3;3;0;1;13;8;1;2
2019-10-25 01:45:00;12;10;9;4;1;17;7;1;1
2019-10-25 02:00:00;4;6;7;4;1;9;8;0;1
2019-10-25 02:15:00;4;6;5;1;0;8;6;0;0
2019-10-25 02:30:00;5;4;6;2;0;9;5;0;1
2019-10-25 02:45:00;15;4;9;3;0;3;9;1;5
2019-10-25 03:00:00;4;7;8;3;0;5;7;18;11
2019-10-25 03:15:00;7;5;0;0;0;13;4;0;0
2019-10-25 03:30:00;7;4;3;1;0;6;4;0;0
2019-10-25 03:45:00;10;5;3;0;0;4;5;1;1
2019-10-25 04:00:00;8;4;4;2;0;20;7;0;0
2019-10-25 04:15:00;10;7;6;2;2;13;5;1;3
2019-10-25 04:30:00;9;5;6;4;0;15;5;0;0
2019-10-25 04:45:00;13;6;11;3;1;23;13;1;1
2019-10-25 05:00:00;33;15;15;2;2;26;20;1;1
2019-10-25 05:15:00;38;18;20;6;2;28;21;1;3
2019-10-25 05:30:00;38;15;34;8;3;43;35;7;9
2019-10-25 05:45:00;65;43;64;15;3;76;74;5;14
2019-10-25 06:00:00;51;43;54;13;5;67;56;5;5
2019-10-25 06:15:00;56;46;76;16;12;79;82;5;12
2019-10-25 06:30:00;86;82;96;21;8;105;96;11;23
2019-10-25 06:45:00;94;124;101;16;9;100;125;3;14
2019-10-25 07:00:00;138;163;99;23;10;88;95;3;17
2019-10-25 07:15:00;149;205;104;29;11;87;88;20;29
2019-10-25 07:30:00;120;160;77;31;12;96;96;14;19
