DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-01-21 00:00:00;10;2;0;2;0;3;9;2;0;3;0
2020-01-21 00:15:00;11;2;1;0;0;2;8;2;0;2;0
2020-01-21 00:30:00;4;3;0;1;0;1;8;7;0;1;0
2020-01-21 00:45:00;2;2;0;0;0;1;7;2;2;1;0
2020-01-21 01:00:00;7;2;0;0;0;1;12;2;0;1;0
2020-01-21 01:15:00;2;1;0;1;0;4;5;0;0;1;0
2020-01-21 01:30:00;3;2;0;0;0;1;9;0;0;0;0
2020-01-21 01:45:00;3;4;0;1;0;4;5;0;0;0;0
2020-01-21 02:00:00;4;8;1;0;0;0;5;0;0;2;0
2020-01-21 02:15:00;5;1;1;0;1;1;7;2;0;0;0
2020-01-21 02:30:00;5;4;0;1;1;1;12;4;0;0;0
2020-01-21 02:45:00;3;2;0;0;0;2;6;0;0;0;0
2020-01-21 03:00:00;4;0;0;1;0;1;9;3;0;0;0
2020-01-21 03:15:00;6;7;0;0;0;3;3;1;0;0;0
2020-01-21 03:30:00;2;2;2;1;0;4;8;2;0;3;0
2020-01-21 03:45:00;5;4;0;1;0;3;10;2;0;1;0
2020-01-21 04:00:00;6;6;4;1;1;2;11;2;1;3;0
2020-01-21 04:15:00;7;10;3;2;0;3;13;2;0;1;0
2020-01-21 04:30:00;12;11;3;0;0;1;25;8;0;2;0
2020-01-21 04:45:00;9;11;9;2;1;3;49;26;0;3;0
2020-01-21 05:00:00;21;13;11;4;0;6;89;65;0;3;0
2020-01-21 05:15:00;37;23;16;3;1;10;123;116;0;3;0
2020-01-21 05:30:00;61;33;21;9;1;14;121;119;1;5;1
2020-01-21 05:45:00;97;39;35;16;6;24;124;138;0;4;0
2020-01-21 06:00:00;142;49;49;16;4;27;139;131;3;4;1
2020-01-21 06:15:00;133;64;59;28;13;45;131;151;0;8;1
2020-01-21 06:30:00;95;52;50;39;12;52;141;149;0;5;1
