DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2019-08-09 00:00:00;5;0;0;6;6;4;4;0;10;0;0;0;0;0;0
2019-08-09 00:15:00;9;0;0;8;9;7;5;0;5;0;0;0;0;0;0
2019-08-09 00:30:00;2;0;0;17;16;4;5;0;7;0;0;0;0;0;0
2019-08-09 00:45:00;4;0;0;6;6;6;5;0;9;0;0;0;0;0;0
2019-08-09 01:00:00;5;0;0;6;6;5;4;0;9;0;0;0;0;0;0
2019-08-09 01:15:00;9;0;0;4;4;1;0;1;9;0;0;0;0;0;0
2019-08-09 01:30:00;3;0;0;2;2;2;1;2;4;0;0;0;0;0;0
2019-08-09 01:45:00;6;0;0;1;1;0;1;0;3;0;0;0;0;0;0
2019-08-09 02:00:00;8;0;0;2;1;2;1;0;4;0;0;0;0;0;0
2019-08-09 02:15:00;2;0;0;6;5;3;3;0;0;0;0;0;0;0;0
2019-08-09 02:30:00;6;0;0;4;4;3;3;0;1;0;0;0;0;0;0
2019-08-09 02:45:00;2;0;0;2;2;0;0;1;5;0;0;0;0;0;0
2019-08-09 03:00:00;7;0;0;2;2;0;0;0;5;0;0;0;0;0;0
2019-08-09 03:15:00;6;0;0;3;3;2;2;0;3;0;0;0;0;0;0
2019-08-09 03:30:00;2;0;0;2;2;2;1;0;6;0;0;0;0;0;0
2019-08-09 03:45:00;4;0;0;4;3;3;4;0;6;0;0;0;0;0;0
2019-08-09 04:00:00;2;0;0;4;4;3;2;0;3;0;0;0;0;0;0
2019-08-09 04:15:00;5;0;0;3;3;3;2;0;4;0;0;0;0;0;0
2019-08-09 04:30:00;4;0;0;9;9;5;3;0;5;0;0;0;0;0;0
2019-08-09 04:45:00;11;0;0;8;7;4;4;2;3;0;0;0;0;0;0
2019-08-09 05:00:00;17;0;0;9;9;5;2;0;7;0;0;0;0;0;0
2019-08-09 05:15:00;23;0;0;10;11;2;3;4;11;0;0;0;0;0;0
2019-08-09 05:30:00;24;0;0;21;23;5;6;1;41;0;0;0;0;0;0
2019-08-09 05:45:00;30;0;0;66;72;13;13;2;65;0;0;0;0;0;0
2019-08-09 06:00:00;42;0;0;40;45;17;13;1;49;0;0;0;0;0;0
2019-08-09 06:15:00;52;0;0;35;36;13;9;1;77;0;0;0;0;0;0
2019-08-09 06:30:00;58;0;0;28;27;9;8;1;83;0;0;1;0;0;0
2019-08-09 06:45:00;58;0;0;28;30;8;7;3;120;0;0;0;0;0;0
2019-08-09 07:00:00;77;0;0;20;19;7;6;2;106;0;0;0;1;0;0
2019-08-09 07:15:00;75;0;0;28;32;9;7;6;111;0;0;0;0;0;0
2019-08-09 07:30:00;82;0;0;22;25;15;12;8;113;0;0;0;1;0;0
2019-08-09 07:45:00;81;0;0;30;30;12;13;10;132;0;0;0;1;0;0
2019-08-09 08:00:00;92;0;0;41;41;15;14;4;78;0;0;1;1;0;0
2019-08-09 08:15:00;94;0;0;36;37;14;10;6;84;0;0;3;1;0;0
2019-08-09 08:30:00;91;0;0;41;40;14;13;6;86;0;0;0;1;0;0
2019-08-09 08:45:00;99;0;0;29;35;17;19;4;83;0;0;2;4;0;0
2019-08-09 09:00:00;79;0;0;31;30;13;13;4;83;0;0;1;1;0;0
2019-08-09 09:15:00;68;0;0;24;25;25;26;8;78;0;0;0;0;0;0
