DATUM;1(DA1);2(DA2);3(DA3);4(DC4);5(DC1);6(DC2);7(DD1);8(DD2);9(DE1);10(DE2);11(DF1);12(DH1);13(DB1)
2020-07-17 00:00:00;3;1;0;0;8;7;7;4;4;2;4;0;0
2020-07-17 00:15:00;3;6;0;0;5;8;6;1;2;2;442;0;0
2020-07-17 00:30:00;1;3;0;1;4;6;4;1;2;1;0;0;0
2020-07-17 00:45:00;2;0;0;0;3;2;1;3;1;0;25;0;0
2020-07-17 01:00:00;2;2;1;0;4;6;2;2;0;0;0;0;0
2020-07-17 01:15:00;3;1;0;0;1;1;6;5;3;2;2;0;0
2020-07-17 01:30:00;1;0;0;0;0;3;1;1;0;0;0;0;0
2020-07-17 01:45:00;2;3;0;1;3;2;3;0;3;1;0;0;0
2020-07-17 02:00:00;4;1;0;0;1;2;2;1;0;0;1;0;0
2020-07-17 02:15:00;5;2;0;0;4;3;1;1;1;0;0;0;0
2020-07-17 02:30:00;1;0;0;1;6;2;3;4;0;2;2;0;0
2020-07-17 02:45:00;4;3;0;0;1;1;0;1;1;1;0;0;0
2020-07-17 03:00:00;2;1;0;0;2;2;2;1;0;0;0;0;0
2020-07-17 03:15:00;1;0;0;0;2;3;0;0;1;0;0;0;0
2020-07-17 03:30:00;3;0;0;0;2;1;0;0;3;0;0;0;0
2020-07-17 03:45:00;0;0;0;0;2;3;0;0;2;0;0;0;0
2020-07-17 04:00:00;1;1;0;0;0;1;0;0;0;0;0;0;0
2020-07-17 04:15:00;1;1;0;0;6;3;0;1;1;2;2;0;0
2020-07-17 04:30:00;0;2;0;0;3;7;4;1;6;0;0;0;0
2020-07-17 04:45:00;3;1;1;1;9;7;9;2;4;0;0;0;0
2020-07-17 05:00:00;5;6;1;0;7;10;20;15;3;4;2;2;0
2020-07-17 05:15:00;5;3;0;0;14;11;46;46;1;2;3;0;0
2020-07-17 05:30:00;7;3;0;0;24;17;51;42;11;6;3;0;0
2020-07-17 05:45:00;6;4;0;1;35;36;48;42;23;6;9;1;1
2020-07-17 06:00:00;11;10;1;0;44;47;30;24;17;5;2;1;1
2020-07-17 06:15:00;14;10;0;0;37;32;43;48;39;13;3;1;1
