DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-03-07 00:00:00;19;8;4;2;0;3;14;7;0;0;0
2020-03-07 00:15:00;15;7;2;3;0;5;10;5;0;4;0
2020-03-07 00:30:00;11;9;3;4;1;5;15;4;0;2;0
2020-03-07 00:45:00;23;4;4;1;1;4;22;5;1;2;0
2020-03-07 01:00:00;12;4;1;3;0;6;14;3;0;2;0
2020-03-07 01:15:00;12;5;5;1;0;6;12;4;0;2;0
2020-03-07 01:30:00;8;6;4;2;0;4;10;5;0;2;0
2020-03-07 01:45:00;10;14;4;2;0;3;10;6;1;1;0
2020-03-07 02:00:00;14;9;2;3;1;3;11;3;0;2;0
2020-03-07 02:15:00;12;9;2;0;0;1;8;3;0;1;0
2020-03-07 02:30:00;9;6;0;1;0;0;7;1;0;0;0
2020-03-07 02:45:00;12;3;0;0;0;1;8;1;0;1;0
2020-03-07 03:00:00;4;5;0;3;0;4;5;3;0;0;0
2020-03-07 03:15:00;11;3;0;1;0;3;9;3;0;1;0
2020-03-07 03:30:00;6;2;0;2;1;4;9;1;0;2;0
2020-03-07 03:45:00;5;4;1;0;0;1;7;1;0;0;0
2020-03-07 04:00:00;6;4;3;2;0;1;9;1;0;0;0
2020-03-07 04:15:00;5;8;1;2;1;3;4;2;0;0;0
2020-03-07 04:30:00;10;9;0;1;0;1;12;5;0;2;0
2020-03-07 04:45:00;10;6;1;4;1;6;11;6;0;3;0
2020-03-07 05:00:00;7;8;3;2;0;3;34;7;0;2;1
2020-03-07 05:15:00;18;10;7;2;1;2;27;10;0;1;0
2020-03-07 05:30:00;30;15;11;3;0;3;38;23;1;5;0
2020-03-07 05:45:00;82;23;15;6;0;6;30;15;1;3;1
2020-03-07 06:00:00;114;36;29;5;2;7;29;18;0;5;0
2020-03-07 06:15:00;78;20;13;4;0;4;30;14;0;6;0
2020-03-07 06:30:00;38;22;6;7;0;7;31;9;0;0;0
2020-03-07 06:45:00;24;20;13;2;0;1;39;16;0;4;0
2020-03-07 07:00:00;28;15;8;3;0;3;36;28;0;6;0
2020-03-07 07:15:00;28;20;10;11;3;15;38;26;0;1;0
2020-03-07 07:30:00;37;19;19;17;2;20;45;33;1;5;0
2020-03-07 07:45:00;44;23;11;12;3;13;47;36;1;3;0
2020-03-07 08:00:00;46;23;18;11;3;14;41;24;0;4;0
2020-03-07 08:15:00;46;30;15;12;2;14;50;27;0;3;0
2020-03-07 08:30:00;53;22;11;17;5;21;51;30;0;3;0
2020-03-07 08:45:00;56;29;16;17;3;20;64;39;2;6;1
2020-03-07 09:00:00;58;25;22;13;4;16;72;43;0;8;0
2020-03-07 09:15:00;85;32;28;20;4;22;74;50;1;2;1
2020-03-07 09:30:00;60;35;20;17;4;20;71;52;0;10;0
2020-03-07 09:45:00;94;39;19;22;4;23;71;53;0;5;0
2020-03-07 10:00:00;79;31;19;21;6;26;87;56;3;10;1
2020-03-07 10:15:00;97;45;31;21;10;27;76;55;0;10;1
2020-03-07 10:30:00;107;34;24;21;8;28;87;58;2;10;1
