DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-02-17 00:00:00;0;3;1;1;0;1;0;3;0;0;0;0;0
2020-02-17 00:15:00;0;4;3;3;0;0;0;2;0;0;0;0;0
2020-02-17 00:30:00;0;0;1;1;1;0;1;1;0;0;0;0;0
2020-02-17 00:45:00;1;4;1;1;0;0;0;7;0;0;0;0;0
2020-02-17 01:00:00;0;3;1;1;0;0;0;0;0;0;0;0;0
2020-02-17 01:15:00;1;3;2;2;0;0;0;0;0;0;0;0;0
2020-02-17 01:30:00;0;3;1;1;0;1;0;1;0;0;0;0;0
2020-02-17 01:45:00;0;0;0;0;1;1;1;1;0;0;0;0;0
2020-02-17 02:00:00;0;1;0;0;0;1;0;0;0;0;0;0;0
2020-02-17 02:15:00;1;2;1;1;0;1;0;1;0;0;0;0;0
2020-02-17 02:30:00;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-17 02:45:00;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-02-17 03:00:00;1;2;2;2;0;0;0;0;0;0;0;0;0
2020-02-17 03:15:00;0;0;0;0;0;0;0;3;0;0;0;0;0
2020-02-17 03:30:00;0;0;3;3;0;0;0;0;0;0;0;0;0
2020-02-17 03:45:00;2;2;1;1;0;0;0;1;0;0;0;0;0
2020-02-17 04:00:00;1;2;0;0;2;0;1;4;0;0;0;0;0
2020-02-17 04:15:00;1;5;3;3;0;0;0;6;0;0;0;0;0
2020-02-17 04:30:00;2;9;11;12;0;0;0;9;0;0;0;0;0
2020-02-17 04:45:00;1;12;25;24;4;1;4;16;0;0;0;0;0
2020-02-17 05:00:00;3;31;50;50;10;13;9;36;0;0;0;0;0
2020-02-17 05:15:00;20;82;106;113;18;11;20;70;0;0;0;0;0
2020-02-17 05:30:00;21;104;123;120;17;18;17;61;0;0;0;0;0
2020-02-17 05:45:00;6;79;64;61;12;10;12;63;0;0;0;0;0
2020-02-17 06:00:00;6;60;35;40;12;16;12;59;0;0;0;0;0
2020-02-17 06:15:00;10;81;38;38;20;15;21;81;0;0;0;0;0
2020-02-17 06:30:00;9;96;54;53;22;20;22;110;0;0;0;0;0
2020-02-17 06:45:00;16;88;46;48;18;33;15;121;0;0;0;0;0
2020-02-17 07:00:00;7;79;57;58;24;22;26;115;0;0;0;0;0
2020-02-17 07:15:00;6;80;58;57;14;31;16;103;0;0;0;0;0
2020-02-17 07:30:00;7;94;44;44;34;35;33;111;0;0;0;0;0
2020-02-17 07:45:00;11;93;54;55;35;43;36;105;0;0;0;0;0
2020-02-17 08:00:00;3;80;45;45;34;33;32;112;0;0;0;0;0
2020-02-17 08:15:00;9;89;33;35;15;38;14;107;0;0;0;0;0
2020-02-17 08:30:00;1;65;37;40;17;23;17;91;0;0;0;0;0
2020-02-17 08:45:00;9;51;31;33;17;23;16;71;0;0;0;0;0
2020-02-17 09:00:00;3;50;22;24;13;23;11;55;0;0;0;0;0
2020-02-17 09:15:00;9;33;30;31;18;17;16;82;0;0;0;0;0
2020-02-17 09:30:00;6;41;37;37;21;21;21;50;0;0;0;0;0
2020-02-17 09:45:00;3;44;26;25;10;19;10;67;0;0;0;0;0
2020-02-17 10:00:00;10;47;24;24;16;27;14;47;0;0;0;0;0
2020-02-17 10:15:00;5;55;22;22;12;20;13;38;0;0;0;0;0
2020-02-17 10:30:00;1;53;23;26;9;24;8;55;0;0;0;0;0
2020-02-17 10:45:00;2;57;27;28;17;23;19;44;0;0;0;0;0
2020-02-17 11:00:00;2;50;16;16;18;21;17;54;0;0;0;0;0
2020-02-17 11:15:00;6;37;25;26;21;23;21;53;0;0;0;0;0
2020-02-17 11:30:00;1;56;26;26;12;31;11;44;0;0;0;0;0
2020-02-17 11:45:00;1;38;27;27;20;24;16;48;0;0;0;0;0
2020-02-17 12:00:00;4;60;33;33;21;30;20;54;0;0;0;0;0
2020-02-17 12:15:00;5;66;27;27;18;38;19;41;0;0;0;0;0
2020-02-17 12:30:00;5;62;37;38;16;24;17;58;0;0;0;0;0
2020-02-17 12:45:00;1;59;37;37;21;35;21;58;0;0;0;0;0
2020-02-17 13:00:00;2;60;39;38;24;21;25;57;0;0;0;0;0
2020-02-17 13:15:00;10;133;59;64;25;24;24;58;0;0;0;0;0
2020-02-17 13:30:00;14;99;70;74;44;50;45;71;0;0;0;0;0
2020-02-17 13:45:00;19;119;67;68;34;56;35;82;0;0;0;0;0
2020-02-17 14:00:00;6;90;41;41;36;126;35;94;0;0;0;0;0
2020-02-17 14:15:00;6;78;49;52;49;160;56;45;0;0;0;0;0
2020-02-17 14:30:00;4;77;31;32;46;88;40;80;0;0;0;0;0
2020-02-17 14:45:00;1;66;30;35;38;51;40;70;0;0;0;0;0
2020-02-17 15:00:00;3;87;29;30;36;47;37;103;0;0;0;0;0
2020-02-17 15:15:00;0;126;38;40;27;56;25;81;0;0;0;0;0
2020-02-17 15:30:00;4;100;33;32;28;61;27;82;0;0;0;0;0
2020-02-17 15:45:00;2;93;25;24;25;49;31;70;0;0;0;0;0
2020-02-17 16:00:00;4;103;26;31;31;48;31;63;0;0;0;0;0
2020-02-17 16:15:00;2;102;34;33;36;61;34;71;0;0;0;0;0
2020-02-17 16:30:00;2;125;34;38;25;42;24;76;0;0;0;0;0
2020-02-17 16:45:00;1;111;30;32;23;48;20;85;0;0;0;0;0
2020-02-17 17:00:00;3;101;25;26;20;38;21;83;0;0;0;0;0
2020-02-17 17:15:00;1;83;25;26;22;38;20;95;0;0;0;0;0
2020-02-17 17:30:00;0;79;16;18;16;37;15;70;0;0;0;0;0
2020-02-17 17:45:00;2;54;13;14;19;23;18;52;0;0;0;0;0
2020-02-17 18:00:00;1;57;16;17;21;37;21;62;0;0;0;0;0
2020-02-17 18:15:00;3;61;27;27;10;7;10;66;0;0;0;0;0
2020-02-17 18:30:00;0;61;13;13;13;13;14;52;0;0;0;0;0
2020-02-17 18:45:00;0;39;24;25;10;20;10;53;0;0;0;0;0
2020-02-17 19:00:00;2;53;11;14;6;7;6;37;0;0;0;0;0
2020-02-17 19:15:00;2;36;8;8;10;15;10;30;0;0;0;0;0
2020-02-17 19:30:00;2;28;4;4;10;8;8;24;0;0;0;0;0
2020-02-17 19:45:00;3;31;11;12;9;13;8;17;0;0;0;0;0
2020-02-17 20:00:00;0;27;15;15;12;9;12;27;0;0;0;0;0
2020-02-17 20:15:00;0;31;11;15;11;10;7;18;0;0;0;0;0
2020-02-17 20:30:00;2;31;19;21;7;11;9;25;0;0;0;0;0
2020-02-17 20:45:00;0;37;45;44;8;10;5;32;0;0;0;0;0
2020-02-17 21:00:00;4;42;67;73;10;7;9;66;0;0;0;0;0
2020-02-17 21:15:00;5;63;95;95;10;4;9;55;0;0;0;0;0
