DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2019-11-28 00:00:00;18;17;0;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 00:15:00;18;16;1;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 00:30:00;16;8;0;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 00:45:00;9;7;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 01:00:00;26;15;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 01:15:00;8;5;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 01:30:00;11;3;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 01:45:00;11;8;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 02:00:00;4;7;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 02:15:00;6;3;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 02:30:00;6;3;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 02:45:00;7;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 03:00:00;8;4;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 03:15:00;11;7;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 03:30:00;7;6;0;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 03:45:00;10;4;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 04:00:00;10;4;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 04:15:00;21;11;0;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 04:30:00;23;20;0;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 04:45:00;36;30;0;11;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 05:00:00;65;80;0;15;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 05:15:00;82;80;0;16;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 05:30:00;100;105;0;34;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 05:45:00;108;106;0;41;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 06:00:00;86;81;0;55;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 06:15:00;141;159;0;56;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 06:30:00;109;138;0;55;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 06:45:00;142;197;2;70;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 07:00:00;125;168;1;50;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 07:15:00;138;185;1;76;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 07:30:00;177;221;0;116;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 07:45:00;158;213;1;111;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 08:00:00;172;226;1;111;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 08:15:00;130;174;0;88;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 08:30:00;156;212;0;91;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 08:45:00;122;133;0;85;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 09:00:00;126;118;2;70;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 09:15:00;108;107;0;67;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 09:30:00;120;106;1;76;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 09:45:00;148;141;1;94;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 10:00:00;125;113;0;85;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 10:15:00;141;135;1;91;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 10:30:00;139;113;1;82;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 10:45:00;149;159;0;107;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 11:00:00;124;117;3;75;149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 11:15:00;117;106;1;79;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 11:30:00;135;137;1;94;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 11:45:00;122;118;1;88;137;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 12:00:00;139;137;1;109;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 12:15:00;93;103;0;92;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 12:30:00;112;132;0;108;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 12:45:00;119;134;3;122;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 13:00:00;141;164;5;107;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 13:15:00;147;162;2;101;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 13:30:00;140;152;1;72;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 13:45:00;158;167;1;99;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 14:00:00;126;133;3;105;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 14:15:00;120;156;0;136;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 14:30:00;98;184;2;143;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 14:45:00;134;242;3;146;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 15:00:00;112;176;3;134;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 15:15:00;116;174;2;135;209;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 15:30:00;148;147;1;168;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 15:45:00;143;167;8;150;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 16:00:00;164;169;6;185;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 16:15:00;138;149;4;160;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 16:30:00;180;184;2;204;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 16:45:00;157;161;5;172;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 17:00:00;168;217;10;189;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 17:15:00;135;158;2;193;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 17:30:00;124;160;3;151;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 17:45:00;145;152;5;162;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 18:00:00;160;139;5;123;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 18:15:00;150;159;2;135;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 18:30:00;130;115;2;95;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 18:45:00;135;134;0;93;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 19:00:00;103;105;1;80;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 19:15:00;85;77;8;84;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 19:30:00;95;75;5;74;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 19:45:00;90;84;1;61;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 20:00:00;100;74;1;61;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 20:15:00;70;68;5;63;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 20:30:00;80;74;2;61;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 20:45:00;89;63;0;48;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 21:00:00;106;98;1;58;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 21:15:00;76;66;6;49;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 21:30:00;59;49;14;54;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 21:45:00;56;33;7;69;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-28 22:00:00;46;44;6;59;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0
