DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-01-17 00:00:00;7;5;1;5;1;2
2020-01-17 00:15:00;17;7;5;9;1;2
2020-01-17 00:30:00;12;4;11;10;1;1
2020-01-17 00:45:00;9;2;5;10;2;1
2020-01-17 01:00:00;7;3;1;5;1;0
2020-01-17 01:15:00;13;1;3;8;1;0
2020-01-17 01:30:00;8;2;1;10;0;0
2020-01-17 01:45:00;7;2;5;3;3;1
2020-01-17 02:00:00;8;2;3;6;2;3
2020-01-17 02:15:00;6;3;6;7;1;2
2020-01-17 02:30:00;9;1;3;7;2;1
2020-01-17 02:45:00;5;4;5;1;0;2
2020-01-17 03:00:00;8;2;5;10;1;1
2020-01-17 03:15:00;8;0;6;3;0;2
2020-01-17 03:30:00;8;2;2;3;0;1
2020-01-17 03:45:00;13;1;3;6;2;0
2020-01-17 04:00:00;8;2;3;9;3;2
2020-01-17 04:15:00;18;1;3;7;1;2
2020-01-17 04:30:00;24;5;8;18;1;8
2020-01-17 04:45:00;27;17;12;15;0;3
2020-01-17 05:00:00;66;45;9;26;2;7
2020-01-17 05:15:00;81;58;14;29;1;12
2020-01-17 05:30:00;107;91;29;51;2;15
2020-01-17 05:45:00;91;83;31;67;3;11
2020-01-17 06:00:00;83;77;39;75;3;11
2020-01-17 06:15:00;104;95;40;91;5;23
2020-01-17 06:30:00;130;141;37;94;1;23
2020-01-17 06:45:00;123;114;45;94;4;19
2020-01-17 07:00:00;121;133;55;97;11;30
2020-01-17 07:15:00;160;175;56;117;15;49
2020-01-17 07:30:00;156;175;75;128;13;67
2020-01-17 07:45:00;156;176;85;131;11;44
2020-01-17 08:00:00;130;144;63;112;9;36
2020-01-17 08:15:00;131;145;62;121;13;37
2020-01-17 08:30:00;134;126;77;101;14;35
2020-01-17 08:45:00;139;113;69;123;14;28
2020-01-17 09:00:00;113;90;62;107;14;27
2020-01-17 09:15:00;118;99;61;112;8;40
2020-01-17 09:30:00;111;87;75;124;11;26
2020-01-17 09:45:00;116;94;68;99;13;33
2020-01-17 10:00:00;108;83;67;118;15;31
2020-01-17 10:15:00;140;89;88;121;10;40
2020-01-17 10:30:00;122;99;62;126;10;32
2020-01-17 10:45:00;139;118;75;127;11;34
2020-01-17 11:00:00;135;126;76;120;15;39
2020-01-17 11:15:00;138;106;82;166;19;50
2020-01-17 11:30:00;142;97;73;135;15;40
2020-01-17 11:45:00;146;124;89;160;14;51
2020-01-17 12:00:00;128;119;104;182;23;52
2020-01-17 12:15:00;142;126;99;183;16;42
2020-01-17 12:30:00;154;118;113;218;21;51
2020-01-17 12:45:00;150;142;109;183;20;65
2020-01-17 13:00:00;177;146;129;200;29;59
2020-01-17 13:15:00;144;156;128;231;23;47
2020-01-17 13:30:00;161;158;122;207;26;53
2020-01-17 13:45:00;144;128;126;216;18;52
2020-01-17 14:00:00;154;149;124;188;13;54
2020-01-17 14:15:00;161;132;126;257;27;33
2020-01-17 14:30:00;156;151;133;239;20;55
2020-01-17 14:45:00;154;140;183;226;23;43
2020-01-17 15:00:00;135;129;185;236;21;54
2020-01-17 15:15:00;151;140;193;207;11;57
2020-01-17 15:30:00;148;128;184;207;19;49
2020-01-17 15:45:00;158;148;183;223;31;42
2020-01-17 16:00:00;162;139;191;204;22;53
2020-01-17 16:15:00;156;128;217;184;27;54
2020-01-17 16:30:00;156;150;201;209;21;47
2020-01-17 16:45:00;141;132;175;208;24;66
2020-01-17 17:00:00;147;123;161;177;20;50
2020-01-17 17:15:00;159;117;172;205;16;50
2020-01-17 17:30:00;162;145;132;179;20;49
2020-01-17 17:45:00;159;143;138;206;30;43
2020-01-17 18:00:00;140;118;85;147;14;64
2020-01-17 18:15:00;135;106;91;155;25;56
2020-01-17 18:30:00;132;113;81;154;20;53
2020-01-17 18:45:00;144;85;66;110;11;42
2020-01-17 19:00:00;131;94;71;110;16;41
2020-01-17 19:15:00;123;76;85;103;12;35
2020-01-17 19:30:00;104;66;59;87;11;33
2020-01-17 19:45:00;84;56;70;78;5;27
2020-01-17 20:00:00;75;55;49;77;7;20
2020-01-17 20:15:00;89;59;49;67;8;17
2020-01-17 20:30:00;88;44;50;72;5;16
2020-01-17 20:45:00;69;59;49;66;5;11
2020-01-17 21:00:00;90;57;30;70;6;8
2020-01-17 21:15:00;72;59;46;54;2;10
2020-01-17 21:30:00;85;42;42;54;5;13
2020-01-17 21:45:00;71;29;52;92;4;10
2020-01-17 22:00:00;63;35;52;87;10;13
2020-01-17 22:15:00;49;29;53;94;4;9
2020-01-17 22:30:00;58;33;33;60;7;14
2020-01-17 22:45:00;63;38;29;43;2;6
2020-01-17 23:00:00;42;21;30;42;4;5
2020-01-17 23:15:00;47;23;23;39;1;2
2020-01-17 23:30:00;44;19;20;24;2;12
2020-01-17 23:45:00;39;18;21;19;0;2
