DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2019-10-29 00:00:00;2;0;3;0;0;0;0;0;0
2019-10-29 00:15:00;1;0;0;0;0;0;0;0;0
2019-10-29 00:30:00;8;0;0;0;0;0;0;0;0
2019-10-29 00:45:00;0;0;0;0;0;0;0;0;0
2019-10-29 01:00:00;2;0;0;0;0;0;0;0;0
2019-10-29 01:15:00;2;0;0;0;0;0;0;0;0
2019-10-29 01:30:00;0;0;0;0;0;0;0;0;0
2019-10-29 01:45:00;0;0;0;0;0;0;0;0;0
2019-10-29 02:00:00;0;0;0;0;0;0;0;0;0
2019-10-29 02:15:00;0;0;0;0;0;0;0;0;0
2019-10-29 02:30:00;0;0;0;0;0;0;0;0;0
2019-10-29 02:45:00;1;0;0;0;0;0;0;0;0
2019-10-29 03:00:00;1;0;0;0;0;0;0;0;0
2019-10-29 03:15:00;0;0;0;0;0;0;0;0;0
2019-10-29 03:30:00;0;0;1;0;0;0;0;0;0
2019-10-29 03:45:00;1;0;1;0;0;0;0;0;0
2019-10-29 04:00:00;0;0;0;0;0;0;0;0;0
2019-10-29 04:15:00;0;1;3;0;0;0;0;0;0
2019-10-29 04:30:00;1;0;0;0;0;0;0;0;0
2019-10-29 04:45:00;1;0;4;0;0;0;0;0;0
2019-10-29 05:00:00;2;0;2;0;0;0;0;0;0
2019-10-29 05:15:00;1;1;3;0;0;0;0;0;0
2019-10-29 05:30:00;0;0;4;0;0;0;0;0;0
2019-10-29 05:45:00;4;0;1;1;0;0;0;0;0
2019-10-29 06:00:00;6;1;4;1;0;0;0;0;0
2019-10-29 06:15:00;4;1;3;1;0;0;0;0;0
2019-10-29 06:30:00;3;9;6;3;0;0;0;0;0
2019-10-29 06:45:00;4;9;11;5;0;1;1;0;0
2019-10-29 07:00:00;4;4;7;3;0;0;0;0;0
2019-10-29 07:15:00;5;17;16;2;1;0;0;0;1
2019-10-29 07:30:00;8;5;9;4;1;3;1;0;0
2019-10-29 07:45:00;14;6;8;2;3;2;0;2;0
2019-10-29 08:00:00;17;15;10;3;3;1;3;1;0
2019-10-29 08:15:00;27;5;8;4;2;2;1;0;0
2019-10-29 08:30:00;26;7;11;7;7;1;0;0;1
2019-10-29 08:45:00;29;4;5;7;3;3;4;0;0
2019-10-29 09:00:00;47;7;7;5;7;0;2;1;1
2019-10-29 09:15:00;37;10;13;8;6;2;1;3;0
2019-10-29 09:30:00;55;5;9;8;4;1;2;0;0
2019-10-29 09:45:00;48;9;26;7;7;0;3;8;0
2019-10-29 10:00:00;53;12;12;6;3;0;0;6;0
2019-10-29 10:15:00;46;12;12;5;1;2;2;3;0
2019-10-29 10:30:00;52;6;14;5;2;0;5;1;1
2019-10-29 10:45:00;64;23;16;3;9;2;4;0;6
