DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2019-09-09 00:00:00;1;2;3;1;0;4;6;0;0;0;0;0
2019-09-09 00:15:00;2;6;5;0;3;4;11;0;0;0;0;0
2019-09-09 00:30:00;0;0;1;0;2;2;4;0;0;0;0;0
2019-09-09 00:45:00;0;3;3;0;2;0;2;0;0;0;0;0
2019-09-09 01:00:00;0;0;1;0;1;0;4;0;0;0;0;0
2019-09-09 01:15:00;2;5;2;0;0;3;4;0;0;0;0;0
2019-09-09 01:30:00;0;3;3;1;3;4;4;0;0;0;0;0
2019-09-09 01:45:00;0;0;0;0;0;2;4;0;0;0;0;0
2019-09-09 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 02:15:00;0;0;0;0;0;1;1;0;0;0;0;0
2019-09-09 02:30:00;0;1;1;0;0;0;2;0;0;0;0;0
2019-09-09 02:45:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-09 03:00:00;0;0;1;0;0;0;2;0;0;0;0;0
2019-09-09 03:15:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-09 03:30:00;0;1;1;0;0;0;0;0;0;0;0;0
2019-09-09 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-09-09 04:00:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-09-09 04:15:00;0;0;0;1;0;0;3;0;0;0;0;0
2019-09-09 04:30:00;0;1;1;0;0;0;1;0;0;0;0;0
2019-09-09 04:45:00;4;3;5;0;1;3;11;1;3;1;0;0
2019-09-09 05:00:00;3;1;6;1;1;1;19;0;0;1;0;0
2019-09-09 05:15:00;5;7;10;0;2;9;35;0;0;4;0;0
2019-09-09 05:30:00;9;9;18;0;0;6;43;0;2;0;254;0
2019-09-09 05:45:00;19;16;19;0;1;5;30;0;0;0;0;0
2019-09-09 06:00:00;16;10;18;0;1;9;30;0;4;0;0;0
2019-09-09 06:15:00;17;9;15;0;0;4;30;0;1;1;0;0
2019-09-09 06:30:00;8;17;17;0;1;9;46;0;3;0;0;0
2019-09-09 06:45:00;24;18;29;0;2;14;50;0;1;4;0;0
2019-09-09 07:00:00;28;25;33;5;2;13;53;0;1;3;0;0
2019-09-09 07:15:00;41;35;50;0;1;14;52;0;1;1;0;0
2019-09-09 07:30:00;45;46;58;1;7;8;59;0;3;6;0;3
2019-09-09 07:45:00;40;36;49;0;1;16;49;0;4;2;0;0
2019-09-09 08:00:00;35;42;40;1;1;12;56;0;5;3;0;1
2019-09-09 08:15:00;52;53;68;0;3;11;45;0;7;1;0;2
2019-09-09 08:30:00;39;43;56;2;5;15;42;39;7;1;0;2
2019-09-09 08:45:00;57;54;65;1;8;20;50;2;11;0;0;0
2019-09-09 09:00:00;56;69;83;10;13;16;39;0;10;1;0;4
2019-09-09 09:15:00;63;71;90;4;20;18;33;0;7;0;0;0
2019-09-09 09:30:00;63;91;114;5;24;19;44;2;25;1;0;0
2019-09-09 09:45:00;68;97;110;10;18;17;67;5;18;2;0;0
2019-09-09 10:00:00;77;84;85;13;21;33;69;5;19;1;0;1
2019-09-09 10:15:00;82;102;108;16;28;22;72;5;16;1;0;0
2019-09-09 10:30:00;70;83;98;19;20;28;85;6;18;1;0;1
2019-09-09 10:45:00;74;76;83;22;29;45;100;4;21;2;0;1
2019-09-09 11:00:00;85;80;81;23;27;51;83;5;15;2;0;2
2019-09-09 11:15:00;70;84;92;31;32;44;85;4;27;0;0;4
2019-09-09 11:30:00;95;87;98;35;22;42;96;8;30;0;0;4
2019-09-09 11:45:00;84;104;94;30;31;64;94;6;19;0;0;3
2019-09-09 12:00:00;76;97;93;30;27;55;111;8;20;0;0;0
2019-09-09 12:15:00;57;74;88;44;31;50;89;7;20;2;0;4
2019-09-09 12:30:00;56;77;73;45;25;61;114;5;15;2;0;0
2019-09-09 12:45:00;69;71;69;51;30;42;85;3;27;2;0;1
2019-09-09 13:00:00;64;85;101;42;29;54;122;4;23;0;0;5
2019-09-09 13:15:00;70;72;79;36;28;40;112;6;23;2;0;6
2019-09-09 13:30:00;52;64;68;37;27;42;89;5;13;3;0;9
2019-09-09 13:45:00;72;78;89;35;36;47;88;5;14;2;0;5
2019-09-09 14:00:00;90;93;98;26;24;52;92;12;17;0;0;3
2019-09-09 14:15:00;78;89;103;28;28;33;69;4;18;2;0;3
2019-09-09 14:30:00;130;119;145;38;34;40;102;8;30;4;0;5
2019-09-09 14:45:00;88;99;109;33;33;38;87;3;21;1;0;6
2019-09-09 15:00:00;83;94;98;38;34;44;97;8;30;1;0;2
2019-09-09 15:15:00;79;95;103;35;26;41;75;6;22;0;0;3
2019-09-09 15:30:00;125;128;138;42;32;44;96;7;32;0;0;8
2019-09-09 15:45:00;125;116;117;29;27;47;110;4;22;2;0;0
2019-09-09 16:00:00;115;100;117;33;22;52;101;12;31;2;0;3
2019-09-09 16:15:00;115;112;127;34;27;55;117;8;27;0;0;0
2019-09-09 16:30:00;112;106;125;32;25;47;106;4;21;0;0;3
2019-09-09 16:45:00;122;109;121;29;26;53;106;8;25;1;0;3
