DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-07-02 00:00:00;9;2;3;2;4;5;16;0;0;0;0;0;0;0
2020-07-02 00:15:00;10;1;0;0;5;7;12;0;0;0;0;0;0;0
2020-07-02 00:30:00;8;2;0;0;3;9;16;0;0;0;0;0;0;0
2020-07-02 00:45:00;5;1;0;1;5;9;10;0;0;0;0;0;0;0
2020-07-02 01:00:00;5;2;0;5;1;4;14;0;0;0;0;0;0;0
2020-07-02 01:15:00;6;1;0;3;2;7;5;0;0;0;0;0;0;0
2020-07-02 01:30:00;4;2;1;1;9;15;6;0;0;0;0;0;0;0
2020-07-02 01:45:00;7;1;0;0;1;7;5;0;0;0;0;0;0;0
2020-07-02 02:00:00;7;0;0;0;3;9;11;0;0;0;0;0;0;0
2020-07-02 02:15:00;3;0;0;0;2;9;8;0;0;0;0;0;0;0
2020-07-02 02:30:00;7;3;0;1;5;4;4;0;0;0;0;0;0;0
2020-07-02 02:45:00;2;2;0;0;2;6;9;0;0;0;0;0;0;0
2020-07-02 03:00:00;3;2;0;1;3;9;9;0;0;0;0;0;0;0
2020-07-02 03:15:00;3;1;0;0;2;6;5;0;0;0;0;0;0;0
2020-07-02 03:30:00;5;1;0;1;4;8;2;0;0;0;0;0;0;0
2020-07-02 03:45:00;3;0;1;1;1;13;10;0;0;0;0;0;0;0
2020-07-02 04:00:00;9;0;1;0;2;8;9;0;0;0;0;0;0;0
2020-07-02 04:15:00;7;0;2;1;7;19;7;0;0;0;0;0;0;0
2020-07-02 04:30:00;10;0;1;0;10;21;9;0;0;0;0;0;0;0
2020-07-02 04:45:00;18;2;2;2;8;21;17;0;0;0;0;0;0;0
2020-07-02 05:00:00;57;6;0;1;12;33;63;0;0;0;0;0;0;0
2020-07-02 05:15:00;102;7;7;5;16;52;130;0;0;0;0;0;0;0
2020-07-02 05:30:00;104;12;19;3;18;70;118;0;0;0;0;0;0;0
2020-07-02 05:45:00;87;10;19;12;45;89;125;0;0;0;0;0;0;0
2020-07-02 06:00:00;67;8;14;6;58;106;93;1;0;0;0;0;0;0
2020-07-02 06:15:00;91;16;8;4;67;125;115;3;0;0;0;0;0;0
2020-07-02 06:30:00;126;17;25;14;64;113;161;0;0;1;0;0;0;0
2020-07-02 06:45:00;136;22;30;14;53;95;167;0;0;0;0;0;0;0
2020-07-02 07:00:00;128;26;24;14;49;99;161;0;0;0;0;0;0;0
2020-07-02 07:15:00;137;19;21;15;76;126;163;4;0;1;0;0;0;0
2020-07-02 07:30:00;160;47;38;22;80;113;171;27;0;2;1;1;1;0
2020-07-02 07:45:00;148;47;32;15;79;120;170;4;0;0;0;0;0;0
2020-07-02 08:00:00;121;24;29;23;72;109;141;8;0;4;0;0;0;0
2020-07-02 08:15:00;101;17;11;15;64;113;123;30;1;2;0;0;0;0
2020-07-02 08:30:00;116;28;24;12;56;124;140;5;0;1;4;4;4;0
2020-07-02 08:45:00;101;16;17;14;57;116;147;7;0;0;0;0;0;0
2020-07-02 09:00:00;90;25;15;20;52;89;143;6;0;0;0;0;0;0
2020-07-02 09:15:00;79;20;21;10;44;115;112;0;0;0;0;0;0;0
2020-07-02 09:30:00;99;23;23;18;62;103;143;4;8;0;0;0;0;0
2020-07-02 09:45:00;82;32;23;25;60;107;129;1;0;0;0;0;0;0
2020-07-02 10:00:00;84;25;20;11;66;124;115;0;0;0;0;0;0;0
2020-07-02 10:15:00;92;25;29;13;61;112;134;3;0;0;1;1;1;0
2020-07-02 10:30:00;99;17;32;23;78;118;120;1;0;4;0;0;0;0
2020-07-02 10:45:00;96;25;30;20;65;129;130;0;0;0;0;0;0;0
2020-07-02 11:00:00;94;23;23;18;63;112;134;0;0;11;0;0;0;0
2020-07-02 11:15:00;114;27;24;20;64;123;145;2;0;7;0;0;0;0
2020-07-02 11:30:00;92;25;31;24;78;128;139;0;0;4;0;0;0;0
2020-07-02 11:45:00;84;21;41;27;78;118;129;0;0;3;0;0;0;1
