DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-01-28 00:00:00;7;7;12;3;2;1;2
2020-01-28 00:15:00;22;6;16;6;1;4;2
2020-01-28 00:30:00;13;8;10;2;4;3;2
2020-01-28 00:45:00;12;1;9;3;2;3;3
2020-01-28 01:00:00;10;5;3;1;1;0;4
2020-01-28 01:15:00;10;4;4;2;3;2;2
2020-01-28 01:30:00;4;1;6;6;3;0;3
2020-01-28 01:45:00;4;2;6;2;3;0;5
2020-01-28 02:00:00;4;0;9;0;4;3;0
2020-01-28 02:15:00;3;0;8;1;1;6;3
2020-01-28 02:30:00;9;6;10;0;1;5;1
2020-01-28 02:45:00;4;0;7;1;3;2;4
2020-01-28 03:00:00;6;1;6;0;1;7;1
2020-01-28 03:15:00;8;1;6;0;2;3;3
2020-01-28 03:30:00;9;3;5;1;2;8;5
2020-01-28 03:45:00;9;4;8;4;3;8;1
2020-01-28 04:00:00;7;1;8;3;5;10;8
2020-01-28 04:15:00;4;1;21;4;2;4;0
2020-01-28 04:30:00;13;7;20;6;4;2;4
2020-01-28 04:45:00;16;13;42;10;3;3;2
2020-01-28 05:00:00;31;21;80;19;3;1;0
2020-01-28 05:15:00;37;24;111;40;1;0;0
2020-01-28 05:30:00;45;21;125;70;1;0;1
2020-01-28 05:45:00;72;48;121;59;1;2;0
2020-01-28 06:00:00;70;58;130;73;3;0;0
2020-01-28 06:15:00;100;56;178;93;3;0;0
2020-01-28 06:30:00;87;54;167;99;5;1;0
2020-01-28 06:45:00;138;79;203;114;7;2;1
2020-01-28 07:00:00;169;89;176;121;7;1;1
2020-01-28 07:15:00;190;127;214;116;15;2;1
2020-01-28 07:30:00;214;136;197;117;20;0;1
2020-01-28 07:45:00;196;134;199;126;20;0;0
2020-01-28 08:00:00;181;93;215;123;12;1;2
2020-01-28 08:15:00;123;108;158;102;9;2;2
2020-01-28 08:30:00;125;90;163;109;8;0;1
2020-01-28 08:45:00;142;108;156;101;14;1;1
2020-01-28 09:00:00;125;75;168;82;15;2;3
2020-01-28 09:15:00;127;83;133;75;11;1;1
2020-01-28 09:30:00;129;104;145;66;11;3;0
2020-01-28 09:45:00;124;86;171;78;8;2;1
2020-01-28 10:00:00;120;88;134;74;9;2;0
2020-01-28 10:15:00;121;89;130;69;10;0;0
2020-01-28 10:30:00;144;99;154;82;10;0;3
2020-01-28 10:45:00;114;105;149;78;15;1;1
2020-01-28 11:00:00;128;86;166;84;9;2;0
2020-01-28 11:15:00;131;104;150;80;14;0;1
2020-01-28 11:30:00;112;90;146;86;8;1;0
2020-01-28 11:45:00;136;108;140;86;11;1;2
2020-01-28 12:00:00;143;93;135;68;6;2;3
2020-01-28 12:15:00;149;104;159;80;4;4;6
2020-01-28 12:30:00;150;87;124;59;8;5;6
2020-01-28 12:45:00;144;106;135;78;6;5;1
2020-01-28 13:00:00;154;98;161;86;12;3;3
2020-01-28 13:15:00;134;89;177;102;7;4;5
2020-01-28 13:30:00;151;95;186;100;10;8;3
2020-01-28 13:45:00;130;104;162;95;6;3;3
2020-01-28 14:00:00;139;117;160;84;7;0;4
2020-01-28 14:15:00;170;113;151;74;8;2;0
2020-01-28 14:30:00;141;100;134;66;14;4;1
2020-01-28 14:45:00;162;113;137;74;6;2;1
2020-01-28 15:00:00;172;124;171;110;8;4;6
2020-01-28 15:15:00;229;133;175;99;17;2;3
2020-01-28 15:30:00;175;137;143;72;11;2;4
2020-01-28 15:45:00;186;150;157;96;9;1;4
2020-01-28 16:00:00;204;151;201;116;12;6;6
2020-01-28 16:15:00;211;158;178;103;10;6;2
2020-01-28 16:30:00;219;137;169;92;16;4;9
2020-01-28 16:45:00;220;167;159;100;12;5;11
2020-01-28 17:00:00;220;167;198;109;22;10;5
2020-01-28 17:15:00;229;142;194;96;9;3;5
2020-01-28 17:30:00;180;147;207;95;8;3;4
2020-01-28 17:45:00;191;142;176;83;7;6;3
2020-01-28 18:00:00;200;130;187;90;7;7;8
2020-01-28 18:15:00;191;125;146;79;5;3;2
2020-01-28 18:30:00;147;112;151;69;5;7;5
2020-01-28 18:45:00;140;109;147;76;6;2;2
2020-01-28 19:00:00;141;83;127;68;4;1;4
2020-01-28 19:15:00;123;90;141;49;5;5;0
2020-01-28 19:30:00;67;49;91;44;2;1;2
2020-01-28 19:45:00;99;70;88;38;6;0;0
2020-01-28 20:00:00;78;49;109;43;3;1;0
2020-01-28 20:15:00;87;51;94;43;2;0;1
2020-01-28 20:30:00;75;56;101;51;1;2;1
2020-01-28 20:45:00;74;53;89;32;0;0;1
2020-01-28 21:00:00;78;47;99;51;1;1;0
2020-01-28 21:15:00;73;50;89;34;2;0;1
2020-01-28 21:30:00;62;29;74;30;3;1;0
2020-01-28 21:45:00;92;44;62;31;5;0;3
2020-01-28 22:00:00;66;68;59;23;6;3;1
2020-01-28 22:15:00;74;63;78;29;2;3;1
2020-01-28 22:30:00;36;42;40;25;2;0;0
2020-01-28 22:45:00;37;18;52;17;0;0;2
2020-01-28 23:00:00;27;9;32;12;2;1;3
2020-01-28 23:15:00;29;14;38;7;2;0;1
2020-01-28 23:30:00;19;13;27;4;0;0;3
