DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-12-16 00:00:00;0;1;3;0;0;0;0;0;0;0
2019-12-16 00:15:00;5;3;5;3;0;0;0;0;0;0
2019-12-16 00:30:00;0;2;1;0;0;0;0;0;0;0
2019-12-16 00:45:00;7;6;1;1;0;0;0;1;0;0
2019-12-16 01:00:00;1;3;4;2;0;0;1;4;0;0
2019-12-16 01:15:00;2;2;1;1;1;2;0;1;0;0
2019-12-16 01:30:00;1;3;1;1;0;0;0;2;0;0
2019-12-16 01:45:00;2;2;0;1;0;0;0;1;0;0
2019-12-16 02:00:00;0;0;2;0;0;0;0;1;0;0
2019-12-16 02:15:00;0;0;3;0;0;0;1;0;0;0
2019-12-16 02:30:00;3;3;1;1;0;0;0;0;0;0
2019-12-16 02:45:00;2;4;3;1;0;0;0;0;0;0
2019-12-16 03:00:00;3;3;6;3;0;0;0;1;0;0
2019-12-16 03:15:00;1;2;1;1;0;0;1;0;0;0
2019-12-16 03:30:00;3;4;2;1;0;0;0;0;0;0
2019-12-16 03:45:00;3;4;2;2;0;0;0;1;0;0
2019-12-16 04:00:00;3;7;2;1;0;0;0;1;0;0
2019-12-16 04:15:00;8;4;10;1;1;0;0;0;0;0
2019-12-16 04:30:00;16;8;17;0;0;1;2;1;0;0
2019-12-16 04:45:00;28;9;25;3;1;3;2;1;0;0
2019-12-16 05:00:00;26;3;26;0;3;0;2;4;0;0
2019-12-16 05:15:00;64;10;74;8;1;6;1;4;0;0
2019-12-16 05:30:00;112;24;95;8;1;11;2;12;0;0
2019-12-16 05:45:00;89;17;60;5;0;3;2;3;1;0
2019-12-16 06:00:00;57;20;68;4;2;2;8;4;0;0
2019-12-16 06:15:00;59;30;63;3;0;1;5;1;0;0
2019-12-16 06:30:00;63;36;98;5;1;3;4;5;2;0
2019-12-16 06:45:00;79;41;95;5;1;5;2;3;0;0
2019-12-16 07:00:00;70;33;83;4;3;6;4;12;0;0
2019-12-16 07:15:00;59;33;82;1;3;4;4;4;0;0
2019-12-16 07:30:00;14;15;31;1;1;2;4;1;1;11
2019-12-16 07:45:00;
2019-12-16 08:00:00;
2019-12-16 08:15:00;
2019-12-16 08:30:00;
2019-12-16 08:45:00;
2019-12-16 09:00:00;4;7;13;0;3;2;4;2;0;0
2019-12-16 09:15:00;32;50;54;8;3;5;18;11;0;0
2019-12-16 09:30:00;42;46;60;1;4;5;12;10;3;3
2019-12-16 09:45:00;31;69;75;3;3;1;12;4;2;9
2019-12-16 10:00:00;33;56;51;3;8;7;26;11;1;3
2019-12-16 10:15:00;36;52;59;4;8;4;8;14;3;0
2019-12-16 10:30:00;42;58;63;3;4;3;18;9;2;0
2019-12-16 10:45:00;36;66;62;0;5;1;14;9;1;0
2019-12-16 11:00:00;29;64;77;4;6;1;18;3;1;22
2019-12-16 11:15:00;30;46;102;3;8;5;16;14;1;0
2019-12-16 11:30:00;41;56;98;5;17;8;22;17;1;0
2019-12-16 11:45:00;42;62;74;2;13;4;20;10;0;1
2019-12-16 12:00:00;56;64;80;2;10;6;23;20;5;0
2019-12-16 12:15:00;40;62;94;7;12;5;26;18;1;1
2019-12-16 12:30:00;45;66;82;6;15;3;17;10;3;4
2019-12-16 12:45:00;34;57;94;6;11;3;22;14;4;3
2019-12-16 13:00:00;48;46;102;2;7;8;17;11;3;0
2019-12-16 13:15:00;68;53;113;5;10;5;26;14;1;0
2019-12-16 13:30:00;77;54;125;7;7;9;17;14;0;0
2019-12-16 13:45:00;72;66;122;7;11;9;26;21;2;0
2019-12-16 14:00:00;56;64;95;6;55;4;76;60;1;0
2019-12-16 14:15:00;27;70;78;4;41;4;125;46;1;6
2019-12-16 14:30:00;41;101;74;8;23;8;62;31;0;0
2019-12-16 14:45:00;29;77;90;9;15;3;50;24;0;0
2019-12-16 15:00:00;30;82;95;12;11;3;57;32;1;0
2019-12-16 15:15:00;48;94;84;8;18;1;57;32;2;4
2019-12-16 15:30:00;42;92;107;2;16;5;44;30;3;21
2019-12-16 15:45:00;35;91;83;4;13;3;49;28;4;4
2019-12-16 16:00:00;35;113;121;6;18;2;54;26;1;0
2019-12-16 16:15:00;36;80;93;7;12;2;44;27;3;16
2019-12-16 16:30:00;40;85;111;4;24;3;51;33;6;1
2019-12-16 16:45:00;28;68;79;5;14;5;32;24;2;3
2019-12-16 17:00:00;36;71;93;4;25;4;43;35;1;1
2019-12-16 17:15:00;33;67;74;4;21;6;37;18;0;0
2019-12-16 17:30:00;40;71;98;6;7;3;33;25;1;52
2019-12-16 17:45:00;32;50;89;3;5;4;21;8;8;2
2019-12-16 18:00:00;28;49;68;7;8;2;29;9;3;11
2019-12-16 18:15:00;19;34;63;3;6;5;10;8;0;4
2019-12-16 18:30:00;26;34;48;4;11;8;13;16;1;0
2019-12-16 18:45:00;26;47;54;3;11;2;5;13;2;6
2019-12-16 19:00:00;25;42;46;2;4;7;9;15;3;3
2019-12-16 19:15:00;25;45;50;3;4;3;12;5;0;0
2019-12-16 19:30:00;19;26;41;1;7;5;4;7;0;0
2019-12-16 19:45:00;18;23;46;2;2;0;4;6;0;0
2019-12-16 20:00:00;17;21;37;2;0;0;2;5;0;0
2019-12-16 20:15:00;19;27;26;1;1;0;5;6;0;0
2019-12-16 20:30:00;22;18;18;0;1;0;2;3;0;0
2019-12-16 20:45:00;14;8;31;1;1;0;2;9;0;0
2019-12-16 21:00:00;49;16;40;1;0;1;3;5;0;0
2019-12-16 21:15:00;78;17;73;2;1;2;5;4;0;0
2019-12-16 21:30:00;69;19;47;4;4;0;7;14;0;0
2019-12-16 21:45:00;45;29;16;2;24;5;50;29;0;0
2019-12-16 22:00:00;24;47;8;12;49;1;68;40;1;0
2019-12-16 22:15:00;16;20;11;7;18;1;15;23;0;0
2019-12-16 22:30:00;11;11;2;1;3;0;2;6;0;0
2019-12-16 22:45:00;6;9;8;0;2;0;1;1;0;0
2019-12-16 23:00:00;8;8;6;1;0;1;2;4;0;0
2019-12-16 23:15:00;3;6;2;2;0;0;4;3;0;0
2019-12-16 23:30:00;3;4;2;0;0;0;2;1;0;0
2019-12-16 23:45:00;2;3;2;4;1;0;0;1;0;0
