DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-07-02 00:00:00;15;6;8;12;0;3
2020-07-02 00:15:00;8;4;5;9;1;2
2020-07-02 00:30:00;14;3;6;7;1;1
2020-07-02 00:45:00;11;2;5;4;0;0
2020-07-02 01:00:00;7;1;2;4;0;1
2020-07-02 01:15:00;9;2;2;5;0;1
2020-07-02 01:30:00;9;3;2;3;0;0
2020-07-02 01:45:00;7;0;1;6;3;0
2020-07-02 02:00:00;3;1;5;7;0;3
2020-07-02 02:15:00;7;3;2;5;1;1
2020-07-02 02:30:00;12;4;4;3;1;0
2020-07-02 02:45:00;6;1;3;7;0;0
2020-07-02 03:00:00;7;3;2;6;0;1
2020-07-02 03:15:00;9;1;2;3;1;1
2020-07-02 03:30:00;7;1;4;6;2;1
2020-07-02 03:45:00;4;1;2;4;0;0
2020-07-02 04:00:00;6;0;2;2;0;2
2020-07-02 04:15:00;8;5;4;12;1;5
2020-07-02 04:30:00;19;11;4;8;0;3
2020-07-02 04:45:00;28;13;6;12;0;5
2020-07-02 05:00:00;58;45;7;23;3;12
2020-07-02 05:15:00;85;80;11;41;2;13
2020-07-02 05:30:00;94;98;22;57;3;9
2020-07-02 05:45:00;81;70;36;65;0;13
2020-07-02 06:00:00;68;59;31;87;4;12
2020-07-02 06:15:00;86;77;52;80;8;11
2020-07-02 06:30:00;126;126;38;73;2;21
2020-07-02 06:45:00;104;112;48;95;6;21
2020-07-02 07:00:00;137;137;56;74;7;24
2020-07-02 07:15:00;162;149;53;104;10;43
2020-07-02 07:30:00;149;153;82;134;16;39
2020-07-02 07:45:00;167;157;81;123;11;43
2020-07-02 08:00:00;122;108;87;131;13;37
2020-07-02 08:15:00;117;107;68;106;9;35
2020-07-02 08:30:00;117;130;65;128;13;33
2020-07-02 08:45:00;115;95;76;112;16;41
2020-07-02 09:00:00;116;71;54;101;11;40
2020-07-02 09:15:00;117;97;46;89;12;28
2020-07-02 09:30:00;126;102;57;116;12;29
2020-07-02 09:45:00;130;95;83;116;11;31
2020-07-02 10:00:00;109;108;73;118;15;30
2020-07-02 10:15:00;123;86;75;115;10;31
2020-07-02 10:30:00;132;86;85;135;15;32
2020-07-02 10:45:00;149;115;109;135;9;39
2020-07-02 11:00:00;136;102;74;99;18;32
2020-07-02 11:15:00;124;95;94;130;8;35
2020-07-02 11:30:00;129;109;78;134;18;39
2020-07-02 11:45:00;144;105;87;127;10;47
2020-07-02 12:00:00;118;92;60;120;16;26
2020-07-02 12:15:00;152;106;87;139;18;34
2020-07-02 12:30:00;134;120;71;129;16;43
2020-07-02 12:45:00;123;107;85;150;19;25
2020-07-02 13:00:00;110;93;66;120;13;35
2020-07-02 13:15:00;140;130;78;135;14;38
2020-07-02 13:30:00;156;139;76;145;17;37
2020-07-02 13:45:00;134;138;84;147;12;47
2020-07-02 14:00:00;142;108;88;151;14;32
2020-07-02 14:15:00;136;129;118;182;16;44
2020-07-02 14:30:00;146;128;123;202;24;51
2020-07-02 14:45:00;161;129;115;210;23;45
2020-07-02 15:00:00;146;136;119;221;23;50
2020-07-02 15:15:00;147;130;120;199;13;49
2020-07-02 15:30:00;164;133;126;217;17;45
2020-07-02 15:45:00;167;146;130;208;11;43
2020-07-02 16:00:00;141;117;111;186;14;52
2020-07-02 16:15:00;156;142;138;216;25;44
2020-07-02 16:30:00;155;139;138;202;21;47
2020-07-02 16:45:00;161;137;142;227;21;48
2020-07-02 17:00:00;149;136;106;225;22;35
2020-07-02 17:15:00;166;155;134;190;21;56
2020-07-02 17:30:00;166;127;123;189;24;41
2020-07-02 17:45:00;141;127;120;190;22;51
2020-07-02 18:00:00;124;110;90;157;10;41
2020-07-02 18:15:00;142;114;105;173;17;48
2020-07-02 18:30:00;137;102;102;174;26;46
2020-07-02 18:45:00;118;93;88;140;18;50
2020-07-02 19:00:00;120;80;72;139;23;38
2020-07-02 19:15:00;109;91;69;101;12;41
2020-07-02 19:30:00;118;82;55;81;12;28
2020-07-02 19:45:00;88;71;54;86;6;30
2020-07-02 20:00:00;84;43;50;72;5;13
2020-07-02 20:15:00;74;44;56;88;2;9
2020-07-02 20:30:00;76;41;35;61;4;12
2020-07-02 20:45:00;84;62;35;59;6;18
2020-07-02 21:00:00;103;70;31;51;2;11
2020-07-02 21:15:00;76;66;42;63;3;15
2020-07-02 21:30:00;82;43;43;56;6;9
2020-07-02 21:45:00;41;21;51;69;3;4
2020-07-02 22:00:00;46;16;50;78;5;9
2020-07-02 22:15:00;53;33;38;87;9;12
2020-07-02 22:30:00;52;29;19;40;3;15
2020-07-02 22:45:00;39;18;19;40;4;6
2020-07-02 23:00:00;47;21;14;34;4;5
2020-07-02 23:15:00;26;13;9;31;2;4
2020-07-02 23:30:00;26;12;9;19;1;2
2020-07-02 23:45:00;21;10;6;13;4;5
