DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-07-11 00:00:00;9;3;5;7;2;6;9;0;12;4;0;0;0;1;1;0;0
2020-07-11 00:15:00;6;5;9;10;1;6;5;7;10;5;0;0;2;0;0;0;0
2020-07-11 00:30:00;15;9;15;16;4;12;5;5;8;2;0;0;0;0;0;0;0
2020-07-11 00:45:00;12;4;7;6;1;4;2;6;13;7;0;0;0;0;0;0;0
2020-07-11 01:00:00;4;3;6;2;0;3;7;3;7;5;0;0;0;0;0;0;0
2020-07-11 01:15:00;5;5;7;3;0;0;3;3;4;5;0;0;0;0;0;0;0
2020-07-11 01:30:00;7;7;0;7;3;4;6;3;5;6;0;0;0;0;0;0;0
2020-07-11 01:45:00;6;1;2;3;3;1;2;3;4;4;0;0;0;0;0;0;0
2020-07-11 02:00:00;5;1;3;4;1;3;2;5;4;6;0;0;0;0;0;0;0
2020-07-11 02:15:00;2;3;2;2;0;0;3;5;4;1;0;0;0;0;0;0;0
2020-07-11 02:30:00;3;1;1;4;1;0;2;3;0;4;0;0;0;0;0;0;0
2020-07-11 02:45:00;6;1;3;0;0;0;2;3;3;4;0;0;2;0;0;0;0
2020-07-11 03:00:00;6;11;1;1;0;2;3;3;6;2;0;0;0;0;0;0;0
2020-07-11 03:15:00;4;1;2;2;3;1;0;2;3;4;0;0;0;0;0;0;0
2020-07-11 03:30:00;4;1;1;2;1;1;1;2;8;5;0;0;0;0;0;1;0
2020-07-11 03:45:00;1;1;2;2;1;2;2;4;3;3;0;0;0;0;0;0;0
2020-07-11 04:00:00;1;2;1;0;0;1;1;6;7;3;0;0;0;0;0;0;0
2020-07-11 04:15:00;2;0;1;0;0;0;3;0;1;1;0;0;0;0;0;0;0
2020-07-11 04:30:00;1;1;1;0;0;0;5;2;3;5;0;0;0;0;0;0;0
2020-07-11 04:45:00;2;5;1;1;0;0;0;3;2;4;0;0;0;0;0;0;0
2020-07-11 05:00:00;14;1;1;3;2;3;3;3;8;6;0;0;0;0;0;0;0
2020-07-11 05:15:00;18;5;6;3;0;2;2;5;5;3;0;0;0;0;0;0;0
2020-07-11 05:30:00;14;5;6;8;2;6;11;12;16;9;0;0;0;0;0;0;0
2020-07-11 05:45:00;11;2;6;3;2;3;7;45;41;42;0;0;0;0;0;0;0
2020-07-11 06:00:00;11;3;7;1;1;2;8;68;66;85;0;0;0;0;0;0;0
2020-07-11 06:15:00;8;1;1;2;2;3;5;17;30;28;0;0;0;0;0;0;0
2020-07-11 06:30:00;13;2;7;12;5;3;2;16;14;18;0;0;0;0;0;0;0
2020-07-11 06:45:00;11;2;5;4;2;3;3;6;10;14;0;0;0;0;0;0;0
2020-07-11 07:00:00;13;8;10;5;1;0;5;10;9;8;0;0;0;0;0;0;0
2020-07-11 07:15:00;4;3;5;3;0;3;5;12;10;9;0;0;0;0;0;0;0
2020-07-11 07:30:00;11;8;12;5;4;5;10;12;13;15;0;0;1;0;0;0;0
2020-07-11 07:45:00;8;11;3;5;0;7;5;14;12;13;0;0;0;0;0;0;0
2020-07-11 08:00:00;13;10;5;10;3;3;11;6;11;9;0;0;0;0;0;0;0
2020-07-11 08:15:00;14;10;4;6;7;6;6;11;9;6;0;0;0;0;0;1;0
2020-07-11 08:30:00;8;16;12;11;7;12;10;12;7;13;0;0;0;0;0;0;0
2020-07-11 08:45:00;7;16;9;6;7;8;12;17;20;14;0;0;0;0;0;0;0
2020-07-11 09:00:00;15;15;13;7;7;16;9;19;18;19;0;0;1;0;0;0;0
2020-07-11 09:15:00;9;13;13;12;9;11;7;19;23;14;3;0;0;0;0;0;0
2020-07-11 09:30:00;19;29;8;10;8;14;22;18;28;15;0;0;1;0;0;0;0
2020-07-11 09:45:00;30;25;17;17;10;15;18;28;37;32;0;0;0;0;1;2;0
2020-07-11 10:00:00;22;18;22;11;7;9;20;29;22;11;0;0;0;0;0;2;0
2020-07-11 10:15:00;22;25;18;19;12;21;20;36;36;27;0;0;0;0;0;0;0
2020-07-11 10:30:00;33;32;15;15;14;20;26;14;19;23;0;0;0;0;1;0;0
2020-07-11 10:45:00;43;31;14;20;21;17;22;23;19;40;0;0;0;0;0;0;0
2020-07-11 11:00:00;43;26;19;23;14;27;30;20;29;23;2;0;0;0;1;1;10
