DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-07-02 00:00:00;4;11;11;2;3;0;7;2
2020-07-02 00:15:00;4;8;8;3;3;0;8;8
2020-07-02 00:30:00;7;10;12;1;2;0;6;3
2020-07-02 00:45:00;2;4;4;0;1;0;3;0
2020-07-02 01:00:00;2;6;6;1;1;0;2;4
2020-07-02 01:15:00;4;1;1;0;0;0;5;1
2020-07-02 01:30:00;2;3;3;1;1;0;5;2
2020-07-02 01:45:00;1;2;2;1;1;0;4;2
2020-07-02 02:00:00;3;4;4;2;3;0;5;4
2020-07-02 02:15:00;1;5;5;3;1;0;2;0
2020-07-02 02:30:00;4;1;1;0;0;0;2;2
2020-07-02 02:45:00;2;5;5;3;3;0;1;2
2020-07-02 03:00:00;2;3;3;0;3;0;3;3
2020-07-02 03:15:00;5;2;3;2;4;0;2;2
2020-07-02 03:30:00;4;3;4;2;5;0;3;3
2020-07-02 03:45:00;4;3;5;3;4;0;1;1
2020-07-02 04:00:00;4;2;2;0;2;0;3;2
2020-07-02 04:15:00;6;6;6;3;3;0;6;2
2020-07-02 04:30:00;4;11;11;5;5;0;10;2
2020-07-02 04:45:00;6;23;21;1;2;0;9;2
2020-07-02 05:00:00;28;61;61;9;14;0;20;7
2020-07-02 05:15:00;66;99;98;1;10;0;25;16
2020-07-02 05:30:00;97;119;121;15;29;0;65;16
2020-07-02 05:45:00;75;68;71;28;36;0;58;36
2020-07-02 06:00:00;57;60;64;30;45;0;49;33
2020-07-02 06:15:00;78;75;65;19;35;0;44;31
2020-07-02 06:30:00;107;86;87;13;23;0;69;32
2020-07-02 06:45:00;109;81;87;7;12;0;43;29
2020-07-02 07:00:00;104;84;82;12;15;0;61;39
2020-07-02 07:15:00;149;110;108;22;36;0;66;42
2020-07-02 07:30:00;163;121;119;14;30;0;76;63
2020-07-02 07:45:00;164;107;106;19;29;0;87;63
2020-07-02 08:00:00;126;90;91;19;47;0;70;44
2020-07-02 08:15:00;84;75;75;15;29;0;66;47
2020-07-02 08:30:00;104;65;64;17;26;0;70;48
2020-07-02 08:45:00;84;81;80;13;23;0;60;40
2020-07-02 09:00:00;61;71;70;8;15;0;58;27
2020-07-02 09:15:00;66;55;52;13;20;0;58;44
2020-07-02 09:30:00;71;62;67;17;25;0;61;39
2020-07-02 09:45:00;56;47;43;17;20;0;62;37
2020-07-02 10:00:00;68;60;59;16;22;0;71;51
2020-07-02 10:15:00;71;65;66;8;18;0;72;49
2020-07-02 10:30:00;58;69;66;18;23;0;72;48
2020-07-02 10:45:00;58;61;63;18;20;0;75;57
2020-07-02 11:00:00;68;56;55;13;27;0;61;39
2020-07-02 11:15:00;85;74;72;19;33;0;72;44
2020-07-02 11:30:00;85;73;69;17;17;0;92;60
2020-07-02 11:45:00;71;56;57;19;26;0;74;58
2020-07-02 12:00:00;84;49;50;15;22;0;74;45
2020-07-02 12:15:00;74;53;51;24;29;0;88;63
2020-07-02 12:30:00;76;67;63;21;31;0;82;59
2020-07-02 12:45:00;85;79;74;21;35;0;84;67
2020-07-02 13:00:00;103;75;77;16;25;0;84;55
2020-07-02 13:15:00;100;101;98;13;28;0;76;53
2020-07-02 13:30:00;75;78;70;18;23;0;50;44
2020-07-02 13:45:00;105;93;96;15;42;0;74;49
2020-07-02 14:00:00;94;84;85;21;40;0;93;69
2020-07-02 14:15:00;74;54;52;33;45;0;95;76
2020-07-02 14:30:00;84;70;66;33;57;0;101;71
2020-07-02 14:45:00;83;65;63;30;48;0;99;74
2020-07-02 15:00:00;65;69;60;24;109;0;101;64
2020-07-02 15:15:00;88;53;47;28;62;0;103;83
2020-07-02 15:30:00;89;60;59;28;38;0;105;79
2020-07-02 15:45:00;73;66;64;19;56;0;111;83
2020-07-02 16:00:00;95;56;54;27;40;0;113;90
2020-07-02 16:15:00;95;74;73;29;46;0;101;76
2020-07-02 16:30:00;92;66;59;27;26;0;118;91
2020-07-02 16:45:00;101;68;68;16;22;0;113;86
2020-07-02 17:00:00;98;67;64;24;34;0;99;89
2020-07-02 17:15:00;107;61;60;18;26;0;103;84
2020-07-02 17:30:00;87;64;63;20;28;0;100;81
2020-07-02 17:45:00;84;68;70;22;39;0;95;70
2020-07-02 18:00:00;83;68;58;14;18;0;90;72
2020-07-02 18:15:00;78;60;57;25;58;0;93;67
2020-07-02 18:30:00;67;53;53;14;21;0;83;59
2020-07-02 18:45:00;67;60;56;16;28;0;76;54
2020-07-02 19:00:00;71;52;53;11;18;0;62;49
2020-07-02 19:15:00;53;51;51;14;22;0;52;44
2020-07-02 19:30:00;47;50;47;14;10;0;54;41
2020-07-02 19:45:00;46;37;39;11;14;0;59;34
