DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-04-10 00:00:00;0;1;0;4;3;5;1;0;0;1;1
2020-04-10 00:15:00;0;1;0;5;5;7;2;9;4;1;1
2020-04-10 00:30:00;0;0;0;0;3;5;1;3;2;0;0
2020-04-10 00:45:00;0;3;1;1;1;8;1;3;6;3;3
2020-04-10 01:00:00;1;1;0;4;2;4;1;1;3;2;2
2020-04-10 01:15:00;0;0;0;3;0;4;0;1;1;0;0
2020-04-10 01:30:00;1;1;1;1;0;4;0;8;4;0;0
2020-04-10 01:45:00;0;1;0;0;2;4;1;0;0;0;0
2020-04-10 02:00:00;0;0;0;2;0;3;0;2;1;0;0
2020-04-10 02:15:00;0;0;0;0;1;5;3;0;0;0;0
2020-04-10 02:30:00;0;0;0;0;0;10;0;0;1;1;1
2020-04-10 02:45:00;0;0;0;1;3;14;0;0;0;0;0
2020-04-10 03:00:00;0;0;0;1;1;17;1;0;0;0;0
2020-04-10 03:15:00;0;0;0;1;1;43;1;1;2;0;0
2020-04-10 03:30:00;0;2;0;0;0;22;1;0;0;0;0
2020-04-10 03:45:00;0;0;0;4;2;26;0;5;3;0;0
2020-04-10 04:00:00;0;0;0;0;0;42;0;3;3;0;0
2020-04-10 04:15:00;0;1;0;5;2;20;0;0;2;0;1
2020-04-10 04:30:00;0;0;0;2;1;7;0;3;3;0;0
2020-04-10 04:45:00;0;0;0;1;1;10;0;2;2;0;0
2020-04-10 05:00:00;0;1;0;2;0;13;0;1;1;1;0
2020-04-10 05:15:00;0;2;0;2;2;12;0;3;9;5;6
2020-04-10 05:30:00;0;5;0;5;4;2;2;12;16;5;2
2020-04-10 05:45:00;1;0;0;4;5;17;6;14;10;2;2
2020-04-10 06:00:00;0;0;0;6;4;3;3;4;2;0;0
2020-04-10 06:15:00;0;1;1;6;5;3;0;13;6;1;0
2020-04-10 06:30:00;0;3;1;5;0;1;0;7;9;2;1
2020-04-10 06:45:00;0;1;0;6;1;1;3;6;5;3;2
2020-04-10 07:00:00;1;1;0;13;8;3;1;5;5;2;2
2020-04-10 07:15:00;1;4;1;10;6;3;3;11;7;1;1
2020-04-10 07:30:00;2;1;0;5;5;1;1;1;4;3;3
2020-04-10 07:45:00;3;3;1;7;6;2;4;9;13;2;2
2020-04-10 08:00:00;0;0;0;5;3;3;3;6;8;5;4
2020-04-10 08:15:00;3;1;0;12;3;0;2;9;8;1;1
