DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-08-03 00:00:00;2;2;0;2;0;1;0;0;0;0
2020-08-03 00:15:00;8;10;4;4;1;2;0;0;0;0
2020-08-03 00:30:00;3;1;2;3;3;3;0;0;0;0
2020-08-03 00:45:00;1;4;0;2;1;1;0;0;0;0
2020-08-03 01:00:00;1;1;0;3;1;1;0;0;0;0
2020-08-03 01:15:00;0;1;1;1;0;1;0;0;0;0
2020-08-03 01:30:00;1;1;0;1;0;0;0;0;0;0
2020-08-03 01:45:00;3;2;0;1;1;3;0;0;0;0
2020-08-03 02:00:00;0;0;0;1;0;0;0;0;0;0
2020-08-03 02:15:00;1;4;1;0;0;0;0;0;0;0
2020-08-03 02:30:00;1;4;0;0;1;0;0;0;0;0
2020-08-03 02:45:00;1;1;0;0;0;0;0;0;0;0
2020-08-03 03:00:00;1;1;0;0;0;1;0;0;0;0
2020-08-03 03:15:00;1;1;0;0;1;3;0;0;0;0
2020-08-03 03:30:00;1;0;0;1;0;0;0;0;0;0
2020-08-03 03:45:00;0;0;0;0;1;0;0;0;0;0
2020-08-03 04:00:00;0;0;0;0;1;0;0;0;0;0
2020-08-03 04:15:00;1;1;2;0;0;1;0;0;0;0
2020-08-03 04:30:00;1;2;1;3;0;1;0;0;0;0
2020-08-03 04:45:00;0;0;0;1;0;4;0;0;0;0
2020-08-03 05:00:00;0;2;0;1;3;6;0;0;0;0
2020-08-03 05:15:00;0;3;2;2;4;5;0;0;0;0
2020-08-03 05:30:00;5;10;1;4;4;8;0;0;0;0
2020-08-03 05:45:00;11;19;5;8;11;17;0;0;0;0
2020-08-03 06:00:00;13;16;11;3;9;17;0;0;0;0
2020-08-03 06:15:00;7;30;20;9;14;34;0;0;0;0
2020-08-03 06:30:00;20;23;19;13;22;25;0;0;0;0
2020-08-03 06:45:00;4;16;19;14;36;44;0;0;0;0
2020-08-03 07:00:00;17;22;26;14;27;42;0;0;0;0
2020-08-03 07:15:00;16;32;35;18;28;64;0;0;0;0
2020-08-03 07:30:00;11;39;37;29;35;41;0;0;0;0
2020-08-03 07:45:00;12;44;37;24;45;60;0;0;0;0
2020-08-03 08:00:00;25;41;35;21;31;54;0;0;0;0
2020-08-03 08:15:00;28;33;24;27;36;42;0;0;0;0
2020-08-03 08:30:00;25;32;36;29;34;58;0;0;0;0
2020-08-03 08:45:00;22;42;46;38;39;62;0;0;0;0
2020-08-03 09:00:00;45;47;33;23;26;27;0;0;0;0
2020-08-03 09:15:00;34;37;24;30;26;41;0;0;0;0
2020-08-03 09:30:00;32;47;42;33;36;32;0;0;0;0
2020-08-03 09:45:00;34;41;30;54;22;42;0;0;0;0
2020-08-03 10:00:00;34;41;25;34;31;36;0;0;0;0
2020-08-03 10:15:00;34;34;39;48;33;41;0;0;0;0
2020-08-03 10:30:00;51;32;37;44;33;47;0;0;0;0
2020-08-03 10:45:00;36;38;36;52;47;50;0;0;0;0
2020-08-03 11:00:00;42;38;29;54;37;26;0;0;0;0
2020-08-03 11:15:00;47;44;28;58;36;27;0;0;0;0
2020-08-03 11:30:00;34;63;31;48;27;33;0;0;0;0
2020-08-03 11:45:00;45;50;32;61;34;27;0;0;0;0
2020-08-03 12:00:00;40;35;25;42;28;29;0;0;0;0
2020-08-03 12:15:00;45;61;23;64;32;38;0;0;0;0
