DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-07-04 00:00:00;30;21;26;12;2;2;2
2020-07-04 00:15:00;32;20;37;14;3;8;2
2020-07-04 00:30:00;28;7;32;8;3;4;0
2020-07-04 00:45:00;30;21;21;8;4;0;6
2020-07-04 01:00:00;18;8;26;5;0;3;4
2020-07-04 01:15:00;25;16;19;9;3;0;5
2020-07-04 01:30:00;25;2;24;5;5;2;1
2020-07-04 01:45:00;19;12;22;5;11;2;6
2020-07-04 02:00:00;17;6;13;3;2;7;1
2020-07-04 02:15:00;10;5;17;4;3;5;3
2020-07-04 02:30:00;11;5;14;4;0;2;2
2020-07-04 02:45:00;11;6;10;5;2;7;4
2020-07-04 03:00:00;6;2;5;7;6;4;4
2020-07-04 03:15:00;10;3;13;4;3;8;2
2020-07-04 03:30:00;7;3;7;3;2;7;1
2020-07-04 03:45:00;8;4;12;4;4;1;3
2020-07-04 04:00:00;4;3;14;5;1;4;3
2020-07-04 04:15:00;11;4;11;1;2;3;2
2020-07-04 04:30:00;12;3;11;4;2;1;3
2020-07-04 04:45:00;8;10;10;2;5;2;2
2020-07-04 05:00:00;9;11;12;4;2;1;0
2020-07-04 05:15:00;9;9;30;7;4;4;0
2020-07-04 05:30:00;18;10;18;8;0;2;2
2020-07-04 05:45:00;21;38;21;11;3;0;1
2020-07-04 06:00:00;20;14;27;8;3;0;1
2020-07-04 06:15:00;27;18;48;10;1;1;0
2020-07-04 06:30:00;30;15;31;6;2;1;0
2020-07-04 06:45:00;41;31;45;15;3;0;0
2020-07-04 07:00:00;36;28;55;14;6;2;0
2020-07-04 07:15:00;49;23;53;26;2;2;0
2020-07-04 07:30:00;50;34;42;22;5;1;2
2020-07-04 07:45:00;59;33;84;40;5;0;2
2020-07-04 08:00:00;46;43;69;24;5;2;2
2020-07-04 08:15:00;50;37;85;34;4;1;0
2020-07-04 08:30:00;70;57;99;39;4;5;5
2020-07-04 08:45:00;96;83;117;71;4;0;2
2020-07-04 09:00:00;80;73;98;47;7;1;0
2020-07-04 09:15:00;125;81;126;65;2;0;1
2020-07-04 09:30:00;105;65;115;62;3;0;0
2020-07-04 09:45:00;133;83;159;95;10;1;0
2020-07-04 10:00:00;119;97;147;70;3;0;0
2020-07-04 10:15:00;117;80;174;82;5;0;1
2020-07-04 10:30:00;123;84;143;72;7;1;0
2020-07-04 10:45:00;131;102;175;98;9;2;0
2020-07-04 11:00:00;131;108;171;74;10;3;2
2020-07-04 11:15:00;137;98;163;95;7;1;0
2020-07-04 11:30:00;122;103;148;84;6;2;1
2020-07-04 11:45:00;149;119;192;102;9;1;0
2020-07-04 12:00:00;127;107;156;79;4;1;1
2020-07-04 12:15:00;144;97;172;98;9;3;3
2020-07-04 12:30:00;131;100;146;71;9;2;0
2020-07-04 12:45:00;162;109;183;82;10;1;0
2020-07-04 13:00:00;125;107;144;93;4;0;1
2020-07-04 13:15:00;147;106;176;92;9;2;2
2020-07-04 13:30:00;137;94;156;76;5;1;0
2020-07-04 13:45:00;148;105;189;98;8;1;0
2020-07-04 14:00:00;119;95;155;85;7;3;0
2020-07-04 14:15:00;128;112;186;106;6;2;1
2020-07-04 14:30:00;130;117;155;74;16;0;1
2020-07-04 14:45:00;126;103;152;78;8;1;0
2020-07-04 15:00:00;129;98;147;81;5;0;0
2020-07-04 15:15:00;147;93;164;71;4;1;0
2020-07-04 15:30:00;124;92;131;67;1;0;0
2020-07-04 15:45:00;135;100;158;64;6;1;2
2020-07-04 16:00:00;122;83;150;67;8;0;1
2020-07-04 16:15:00;144;97;162;93;3;0;0
2020-07-04 16:30:00;127;79;146;72;6;0;1
2020-07-04 16:45:00;136;77;152;99;2;0;0
2020-07-04 17:00:00;115;86;134;69;4;0;0
2020-07-04 17:15:00;132;92;146;73;5;2;0
2020-07-04 17:30:00;147;79;119;61;6;2;0
2020-07-04 17:45:00;120;88;148;62;2;1;1
2020-07-04 18:00:00;133;99;150;61;3;1;0
2020-07-04 18:15:00;130;94;152;73;6;0;0
2020-07-04 18:30:00;105;72;115;63;4;2;0
2020-07-04 18:45:00;133;86;136;58;3;0;0
2020-07-04 19:00:00;95;71;110;59;3;0;0
2020-07-04 19:15:00;89;94;122;62;12;0;0
2020-07-04 19:30:00;89;63;106;39;9;3;0
2020-07-04 19:45:00;108;71;132;57;3;0;0
2020-07-04 20:00:00;102;63;123;46;6;1;0
2020-07-04 20:15:00;90;54;120;47;3;2;1
2020-07-04 20:30:00;88;45;82;30;6;0;0
2020-07-04 20:45:00;86;39;84;36;5;0;0
2020-07-04 21:00:00;84;47;85;40;3;1;1
2020-07-04 21:15:00;70;38;80;27;3;0;0
2020-07-04 21:30:00;67;45;82;31;1;0;3
2020-07-04 21:45:00;75;48;67;23;0;1;0
2020-07-04 22:00:00;60;46;70;28;2;1;0
2020-07-04 22:15:00;67;34;75;37;2;0;0
2020-07-04 22:30:00;57;43;64;24;3;0;0
2020-07-04 22:45:00;59;37;66;29;5;0;0
2020-07-04 23:00:00;39;37;49;18;1;0;0
2020-07-04 23:15:00;56;25;70;23;1;1;0
2020-07-04 23:30:00;41;31;48;27;3;1;0
2020-07-04 23:45:00;36;27;62;13;1;0;0
