DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2019-10-25 00:00:00;2;0;1;2;1
2019-10-25 00:15:00;10;2;4;4;4
2019-10-25 00:30:00;3;0;0;1;0
2019-10-25 00:45:00;2;0;1;2;2
2019-10-25 01:00:00;1;0;2;3;1
2019-10-25 01:15:00;1;0;0;3;6
2019-10-25 01:30:00;1;0;1;3;1
2019-10-25 01:45:00;3;1;1;1;0
2019-10-25 02:00:00;3;0;0;0;0
2019-10-25 02:15:00;1;0;0;2;2
2019-10-25 02:30:00;0;0;0;2;0
2019-10-25 02:45:00;1;0;1;0;0
2019-10-25 03:00:00;1;1;0;0;0
2019-10-25 03:15:00;2;1;0;0;1
2019-10-25 03:30:00;0;0;0;0;1
2019-10-25 03:45:00;1;0;2;256;4
2019-10-25 04:00:00;4;0;0;0;0
2019-10-25 04:15:00;1;0;1;0;1
2019-10-25 04:30:00;2;1;0;0;0
2019-10-25 04:45:00;0;0;1;0;1
2019-10-25 05:00:00;2;0;4;4;3
2019-10-25 05:15:00;5;0;3;1;5
2019-10-25 05:30:00;8;3;2;7;14
2019-10-25 05:45:00;14;2;3;10;12
2019-10-25 06:00:00;20;3;2;4;9
2019-10-25 06:15:00;15;3;10;14;29
2019-10-25 06:30:00;26;7;4;21;37
2019-10-25 06:45:00;39;4;14;17;44
2019-10-25 07:00:00;47;13;8;16;54
2019-10-25 07:15:00;49;10;15;30;88
2019-10-25 07:30:00;68;18;18;41;124
2019-10-25 07:45:00;80;18;30;69;73
2019-10-25 08:00:00;72;19;10;24;62
2019-10-25 08:15:00;56;10;18;37;64
2019-10-25 08:30:00;47;11;17;28;65
2019-10-25 08:45:00;31;11;24;28;57
2019-10-25 09:00:00;29;15;18;26;47
2019-10-25 09:15:00;36;13;24;28;57
2019-10-25 09:30:00;46;13;18;33;63
2019-10-25 09:45:00;41;13;19;32;67
2019-10-25 10:00:00;48;16;16;23;51
2019-10-25 10:15:00;44;12;18;35;56
2019-10-25 10:30:00;37;17;17;28;68
2019-10-25 10:45:00;45;13;24;34;62
2019-10-25 11:00:00;44;15;25;27;66
2019-10-25 11:15:00;48;15;20;28;67
2019-10-25 11:30:00;66;8;28;32;72
2019-10-25 11:45:00;53;14;32;38;64
2019-10-25 12:00:00;36;7;21;34;79
2019-10-25 12:15:00;54;12;25;34;73
2019-10-25 12:30:00;57;12;28;46;83
2019-10-25 12:45:00;63;8;31;48;105
2019-10-25 13:00:00;83;14;22;29;60
2019-10-25 13:15:00;78;13;35;53;67
2019-10-25 13:30:00;62;11;35;34;81
2019-10-25 13:45:00;74;18;32;52;69
2019-10-25 14:00:00;73;20;25;36;63
2019-10-25 14:15:00;62;15;25;48;71
2019-10-25 14:30:00;64;8;23;41;71
2019-10-25 14:45:00;60;17;20;26;82
2019-10-25 15:00:00;57;15;21;36;88
2019-10-25 15:15:00;71;11;29;39;92
2019-10-25 15:30:00;59;10;25;37;76
2019-10-25 15:45:00;58;11;23;40;103
2019-10-25 16:00:00;57;9;28;35;104
2019-10-25 16:15:00;62;8;20;29;78
2019-10-25 16:30:00;62;13;37;44;79
2019-10-25 16:45:00;48;12;28;32;87
2019-10-25 17:00:00;68;12;25;34;102
2019-10-25 17:15:00;61;14;23;43;101
2019-10-25 17:30:00;52;8;19;30;87
2019-10-25 17:45:00;54;10;18;36;86
2019-10-25 18:00:00;56;13;14;34;86
2019-10-25 18:15:00;59;13;23;33;73
2019-10-25 18:30:00;58;17;20;28;78
2019-10-25 18:45:00;59;21;19;23;94
2019-10-25 19:00:00;54;32;20;28;58
2019-10-25 19:15:00;45;19;20;23;71
2019-10-25 19:30:00;21;12;13;15;31
2019-10-25 19:45:00;28;11;13;14;53
2019-10-25 20:00:00;33;8;11;7;46
2019-10-25 20:15:00;25;7;10;264;42
2019-10-25 20:30:00;24;6;10;9;38
2019-10-25 20:45:00;23;4;8;8;33
2019-10-25 21:00:00;24;6;9;21;19
2019-10-25 21:15:00;17;3;9;10;30
2019-10-25 21:30:00;23;1;10;22;24
2019-10-25 21:45:00;31;2;18;266;38
2019-10-25 22:00:00;29;4;27;9;62
2019-10-25 22:15:00;22;5;9;18;40
2019-10-25 22:30:00;23;0;9;11;20
2019-10-25 22:45:00;13;2;10;11;17
2019-10-25 23:00:00;23;5;15;18;29
2019-10-25 23:15:00;13;0;10;14;10
2019-10-25 23:30:00;13;1;7;10;11
2019-10-25 23:45:00;6;2;2;6;12
