DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2019-12-03 00:00:00;13;2;6;3;0;0;0;0;0;0;0;0
2019-12-03 00:15:00;12;5;4;2;0;0;0;0;0;0;0;0
2019-12-03 00:30:00;5;3;5;6;0;0;0;0;0;0;0;0
2019-12-03 00:45:00;7;1;7;6;0;0;0;0;0;0;0;0
2019-12-03 01:00:00;4;4;5;1;0;0;0;0;0;0;0;0
2019-12-03 01:15:00;16;9;4;4;0;0;0;0;0;0;0;0
2019-12-03 01:30:00;4;1;3;4;0;0;0;0;0;0;0;0
2019-12-03 01:45:00;3;3;6;4;0;0;0;0;0;0;0;0
2019-12-03 02:00:00;4;1;7;4;0;0;0;0;0;0;0;0
2019-12-03 02:15:00;9;3;8;6;0;0;0;0;0;0;0;0
2019-12-03 02:30:00;4;3;5;4;0;0;0;0;0;0;0;0
2019-12-03 02:45:00;3;3;4;3;0;0;0;0;0;0;0;0
2019-12-03 03:00:00;3;1;6;8;0;0;0;0;0;0;0;0
2019-12-03 03:15:00;7;1;3;1;0;0;0;0;0;0;0;0
2019-12-03 03:30:00;11;3;4;0;0;0;0;0;0;0;0;0
2019-12-03 03:45:00;12;1;3;2;0;0;0;0;0;0;0;0
2019-12-03 04:00:00;4;1;5;3;0;0;0;0;0;0;0;0
2019-12-03 04:15:00;4;2;8;4;0;0;0;0;0;0;0;0
2019-12-03 04:30:00;14;4;10;5;0;0;0;0;0;0;0;0
2019-12-03 04:45:00;16;4;19;14;0;0;0;0;0;0;0;0
2019-12-03 05:00:00;27;8;20;16;0;0;0;0;0;0;0;0
2019-12-03 05:15:00;27;11;20;29;0;0;0;0;0;0;0;0
2019-12-03 05:30:00;62;20;36;46;0;0;0;0;0;0;0;0
2019-12-03 05:45:00;96;42;38;55;0;0;0;0;0;0;0;0
2019-12-03 06:00:00;80;48;43;74;0;0;0;0;0;0;0;0
2019-12-03 06:15:00;93;45;57;88;0;0;0;0;1;0;0;0
2019-12-03 06:30:00;109;45;70;73;0;1;0;0;0;0;0;0
2019-12-03 06:45:00;129;54;74;106;0;1;0;0;5;0;0;0
2019-12-03 07:00:00;136;58;70;92;21;54;0;0;19;6;0;0
2019-12-03 07:15:00;126;73;104;132;0;23;0;0;18;21;0;0
2019-12-03 07:30:00;155;90;109;143;0;42;0;23;63;0;32;0
2019-12-03 07:45:00;149;89;106;133;19;6;0;3;16;10;1;0
2019-12-03 08:00:00;155;77;94;122;102;8;2;0;13;43;0;2
2019-12-03 08:15:00;157;72;86;106;16;14;0;3;43;46;1;1
2019-12-03 08:30:00;144;100;89;104;18;2;4;0;6;10;0;0
2019-12-03 08:45:00;130;88;72;78;21;8;1;4;42;11;4;2
2019-12-03 09:00:00;134;71;70;73;29;5;0;0;3;7;0;0
2019-12-03 09:15:00;121;80;64;85;1;3;0;0;1;3;0;0
2019-12-03 09:30:00;136;78;75;78;7;0;0;0;0;6;0;0
2019-12-03 09:45:00;136;75;67;78;4;0;0;0;0;10;0;0
