DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-09-24 00:00:00;2;3;4;7;2;0;2;6;3;2
2020-09-24 00:15:00;6;4;0;6;10;2;10;4;4;5
2020-09-24 00:30:00;3;3;0;7;1;1;1;6;3;3
2020-09-24 00:45:00;7;4;0;4;3;0;3;5;4;6
2020-09-24 01:00:00;4;2;0;4;5;2;6;2;2;4
2020-09-24 01:15:00;5;4;1;4;5;0;5;2;5;5
2020-09-24 01:30:00;0;2;0;1;0;0;0;1;2;0
2020-09-24 01:45:00;4;3;0;5;4;2;5;2;3;2
2020-09-24 02:00:00;2;1;1;1;1;0;1;1;1;2
2020-09-24 02:15:00;2;1;0;3;1;1;2;2;1;2
2020-09-24 02:30:00;5;3;1;3;1;0;1;2;1;3
2020-09-24 02:45:00;0;1;0;0;2;0;2;0;1;0
2020-09-24 03:00:00;3;4;0;0;0;0;0;0;3;3
2020-09-24 03:15:00;5;1;0;3;1;3;1;1;1;2
2020-09-24 03:30:00;2;1;0;1;3;1;3;1;1;2
2020-09-24 03:45:00;4;3;0;4;4;1;4;5;5;4
2020-09-24 04:00:00;3;1;2;4;4;0;4;4;2;3
2020-09-24 04:15:00;1;6;1;3;5;1;5;4;6;1
2020-09-24 04:30:00;3;2;0;6;6;2;7;6;2;5
2020-09-24 04:45:00;11;5;0;7;15;3;16;2;7;11
2020-09-24 05:00:00;20;10;4;21;25;7;27;22;12;21
2020-09-24 05:15:00;23;14;2;43;59;10;61;42;19;20
2020-09-24 05:30:00;34;23;1;40;47;19;59;42;32;29
2020-09-24 05:45:00;49;32;2;58;58;11;62;57;36;36
2020-09-24 06:00:00;52;32;2;71;51;14;51;61;42;39
2020-09-24 06:15:00;69;55;0;53;70;14;73;52;60;53
2020-09-24 06:30:00;44;33;6;123;129;25;135;120;40;45
2020-09-24 06:45:00;55;34;4;103;90;18;92;103;37;45
2020-09-24 07:00:00;45;34;9;144;119;22;122;136;35;45
2020-09-24 07:15:00;64;52;8;188;146;26;153;180;54;47
2020-09-24 07:30:00;77;59;14;153;157;27;170;147;59;64
2020-09-24 07:45:00;94;65;15;130;128;53;149;130;68;76
2020-09-24 08:00:00;66;49;17;113;97;22;115;112;53;69
2020-09-24 08:15:00;69;32;11;110;84;24;42;175;34;53
2020-09-24 08:30:00;62;39;10;90;77;18;33;152;38;55
2020-09-24 08:45:00;62;38;9;80;78;25;35;135;48;66
2020-09-24 09:00:00;60;46;13;76;74;13;34;123;50;56
2020-09-24 09:15:00;59;47;18;77;70;17;39;127;56;54
2020-09-24 09:30:00;60;51;14;82;85;12;37;147;59;51
2020-09-24 09:45:00;61;57;14;87;76;13;37;146;54;60
2020-09-24 10:00:00;68;60;12;60;71;22;44;106;60;60
2020-09-24 10:15:00;59;39;12;66;71;17;85;58;43;49
2020-09-24 10:30:00;70;76;11;116;35;14;80;75;74;63
