DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-04-24 00:00:00;1;3;4;0;1;0;4;4
2020-04-24 00:15:00;2;4;4;0;3;0;3;3
2020-04-24 00:30:00;4;2;2;2;4;0;8;2
2020-04-24 00:45:00;0;4;4;1;2;0;3;5
2020-04-24 01:00:00;2;2;3;3;1;0;3;9
2020-04-24 01:15:00;2;1;1;0;1;0;1;1
2020-04-24 01:30:00;2;4;4;0;1;0;3;2
2020-04-24 01:45:00;2;3;4;0;0;0;2;1
2020-04-24 02:00:00;2;5;5;3;2;0;7;3
2020-04-24 02:15:00;0;2;2;1;3;0;3;2
2020-04-24 02:30:00;1;3;3;2;2;0;3;2
2020-04-24 02:45:00;3;5;4;1;2;0;0;2
2020-04-24 03:00:00;2;2;3;0;1;0;2;1
2020-04-24 03:15:00;1;3;3;0;0;0;3;1
2020-04-24 03:30:00;1;2;2;1;2;0;1;0
2020-04-24 03:45:00;2;3;3;2;4;0;0;0
2020-04-24 04:00:00;0;1;1;1;2;0;1;1
2020-04-24 04:15:00;2;3;3;1;4;0;0;0
2020-04-24 04:30:00;3;4;4;1;3;0;1;2
2020-04-24 04:45:00;2;7;7;3;1;0;3;1
2020-04-24 05:00:00;7;8;9;6;9;0;6;6
2020-04-24 05:15:00;16;22;24;10;15;0;14;5
2020-04-24 05:30:00;42;47;47;7;13;0;31;14
2020-04-24 05:45:00;49;37;40;4;6;0;19;5
2020-04-24 06:00:00;23;30;29;4;7;0;18;10
2020-04-24 06:15:00;42;49;51;8;8;0;20;10
2020-04-24 06:30:00;66;58;60;11;21;0;39;17
2020-04-24 06:45:00;66;69;67;4;14;0;44;19
2020-04-24 07:00:00;63;61;61;10;15;0;46;28
2020-04-24 07:15:00;64;64;65;5;11;0;31;27
2020-04-24 07:30:00;65;75;71;12;22;0;48;29
2020-04-24 07:45:00;68;64;68;8;16;0;45;30
2020-04-24 08:00:00;68;63;65;11;38;0;44;27
2020-04-24 08:15:00;55;42;45;9;15;0;36;25
2020-04-24 08:30:00;41;35;36;16;24;0;52;28
2020-04-24 08:45:00;40;52;48;9;9;0;58;34
2020-04-24 09:00:00;42;43;40;14;21;0;36;21
2020-04-24 09:15:00;51;47;48;10;12;0;43;17
2020-04-24 09:30:00;52;58;59;16;19;0;53;35
2020-04-24 09:45:00;59;53;51;15;21;0;53;32
2020-04-24 10:00:00;53;45;46;11;15;0;44;28
2020-04-24 10:15:00;52;47;47;18;22;0;59;23
2020-04-24 10:30:00;42;60;61;16;22;0;57;31
2020-04-24 10:45:00;47;56;56;19;25;0;58;34
2020-04-24 11:00:00;55;71;70;15;29;0;56;37
2020-04-24 11:15:00;62;56;55;16;22;0;64;40
2020-04-24 11:30:00;65;59;60;16;32;0;62;43
2020-04-24 11:45:00;68;49;48;12;24;0;62;44
2020-04-24 12:00:00;72;54;51;22;24;0;68;43
2020-04-24 12:15:00;76;58;59;18;20;0;82;46
2020-04-24 12:30:00;71;49;42;27;29;0;87;64
2020-04-24 12:45:00;61;57;58;16;26;0;71;49
2020-04-24 13:00:00;64;63;65;18;26;0;86;48
2020-04-24 13:15:00;44;48;46;14;17;0;78;39
2020-04-24 13:30:00;57;66;64;18;26;0;64;45
2020-04-24 13:45:00;54;55;56;23;34;0;76;49
2020-04-24 14:00:00;54;62;56;29;99;0;57;40
2020-04-24 14:15:00;67;63;64;16;21;0;70;51
2020-04-24 14:30:00;70;64;66;26;22;0;80;47
2020-04-24 14:45:00;56;55;58;27;33;0;71;41
2020-04-24 15:00:00;60;54;53;20;32;0;58;48
2020-04-24 15:15:00;59;47;46;17;30;0;58;33
2020-04-24 15:30:00;66;46;52;16;28;0;56;43
2020-04-24 15:45:00;67;53;53;18;12;0;59;47
2020-04-24 16:00:00;55;40;41;12;22;0;46;41
2020-04-24 16:15:00;53;47;45;19;24;0;72;49
2020-04-24 16:30:00;61;54;53;13;24;0;50;37
2020-04-24 16:45:00;69;44;42;20;25;0;70;56
2020-04-24 17:00:00;57;49;53;12;24;0;63;41
2020-04-24 17:15:00;53;47;44;15;24;0;44;41
2020-04-24 17:30:00;63;51;51;18;25;0;65;30
2020-04-24 17:45:00;59;50;48;9;18;0;60;42
2020-04-24 18:00:00;63;52;51;15;24;0;74;47
2020-04-24 18:15:00;56;50;50;15;23;0;52;33
2020-04-24 18:30:00;50;53;52;11;17;0;46;31
2020-04-24 18:45:00;35;45;47;15;24;0;45;26
2020-04-24 19:00:00;50;41;38;8;19;0;33;24
2020-04-24 19:15:00;38;40;41;12;24;0;34;17
2020-04-24 19:30:00;33;35;35;7;8;0;33;22
2020-04-24 19:45:00;42;45;45;12;8;0;37;25
2020-04-24 20:00:00;27;31;30;8;19;0;37;24
2020-04-24 20:15:00;24;26;24;6;6;0;30;16
2020-04-24 20:30:00;23;22;22;9;16;0;24;11
2020-04-24 20:45:00;21;34;34;9;10;0;25;11
2020-04-24 21:00:00;18;16;17;1;4;0;18;8
2020-04-24 21:15:00;16;26;26;3;7;0;20;17
2020-04-24 21:30:00;11;18;18;7;10;0;21;11
2020-04-24 21:45:00;11;13;12;3;7;0;21;4
2020-04-24 22:00:00;11;12;12;4;5;0;10;6
2020-04-24 22:15:00;3;22;22;6;4;0;17;7
2020-04-24 22:30:00;8;12;12;6;4;0;9;6
2020-04-24 22:45:00;7;10;11;4;8;0;7;4
2020-04-24 23:00:00;2;17;17;1;9;0;6;4
2020-04-24 23:15:00;3;8;8;3;7;0;5;6
2020-04-24 23:30:00;3;11;11;2;3;0;4;4
2020-04-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
