DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-01-13 00:00:00;3;0;0;0;0;0;0;0;0;0;3
2020-01-13 00:15:00;8;0;0;0;0;0;0;0;0;0;2
2020-01-13 00:30:00;1;0;0;0;0;0;0;0;0;0;1
2020-01-13 00:45:00;3;0;0;0;0;0;0;0;0;0;0
2020-01-13 01:00:00;2;1;0;0;0;0;0;0;0;0;0
2020-01-13 01:15:00;1;1;0;0;0;0;0;0;0;0;3
2020-01-13 01:30:00;3;0;0;0;0;0;0;0;0;0;0
2020-01-13 01:45:00;1;0;0;0;0;0;0;0;0;0;1
2020-01-13 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-01-13 02:15:00;1;0;0;0;0;0;0;0;0;0;3
2020-01-13 02:30:00;1;0;0;0;0;0;0;0;0;0;3
2020-01-13 02:45:00;2;0;0;0;0;0;0;0;0;1;3
2020-01-13 03:00:00;1;0;0;0;0;0;0;0;0;0;3
2020-01-13 03:15:00;2;0;1;1;0;0;0;0;0;0;2
2020-01-13 03:30:00;1;1;0;0;0;0;0;0;1;0;0
2020-01-13 03:45:00;3;0;0;0;0;0;0;0;0;0;2
2020-01-13 04:00:00;3;1;0;0;0;0;0;0;0;0;1
2020-01-13 04:15:00;3;2;1;1;0;0;0;0;0;1;3
2020-01-13 04:30:00;10;2;2;2;0;1;0;1;0;2;6
2020-01-13 04:45:00;28;3;10;10;0;1;0;0;0;3;14
2020-01-13 05:00:00;40;4;13;13;0;2;0;1;1;4;48
2020-01-13 05:15:00;83;21;35;37;3;3;4;2;2;27;89
2020-01-13 05:30:00;61;14;53;52;1;2;1;1;3;50;47
2020-01-13 05:45:00;45;19;72;73;6;5;7;0;5;82;47
2020-01-13 06:00:00;53;13;67;64;8;4;9;1;3;68;37
2020-01-13 06:15:00;49;17;62;62;7;5;7;2;5;39;40
2020-01-13 06:30:00;71;19;46;46;7;4;8;5;3;40;47
2020-01-13 06:45:00;56;19;34;35;9;3;12;4;4;41;42
2020-01-13 07:00:00;72;15;39;39;9;6;9;6;6;41;51
2020-01-13 07:15:00;53;22;17;17;10;5;10;3;3;24;39
2020-01-13 07:30:00;57;19;33;33;11;2;10;2;4;32;55
2020-01-13 07:45:00;65;13;14;13;12;3;13;4;7;39;44
2020-01-13 08:00:00;55;13;25;26;7;2;10;2;9;31;52
2020-01-13 08:15:00;72;13;19;18;13;4;13;4;5;25;41
2020-01-13 08:30:00;72;26;10;8;13;8;15;6;8;13;35
2020-01-13 08:45:00;60;12;5;6;9;3;9;3;3;6;35
2020-01-13 09:00:00;62;16;14;14;9;7;12;7;8;7;23
2020-01-13 09:15:00;60;9;7;9;11;4;12;4;6;8;30
2020-01-13 09:30:00;79;17;11;10;10;6;11;6;3;6;36
2020-01-13 09:45:00;54;12;4;4;9;6;10;4;3;5;34
2020-01-13 10:00:00;63;4;5;5;8;5;10;4;9;8;39
2020-01-13 10:15:00;62;13;3;3;8;2;10;3;5;5;41
2020-01-13 10:30:00;61;18;3;3;9;3;12;3;2;7;38
2020-01-13 10:45:00;44;12;9;9;8;6;8;5;5;9;41
2020-01-13 11:00:00;46;5;5;5;12;4;12;3;3;5;41
2020-01-13 11:15:00;47;8;3;3;9;7;11;7;2;7;39
2020-01-13 11:30:00;48;13;8;8;15;5;15;6;7;8;34
2020-01-13 11:45:00;48;8;6;6;13;6;14;4;1;6;46
2020-01-13 12:00:00;48;7;6;7;16;11;18;11;16;7;56
2020-01-13 12:15:00;39;5;11;11;19;3;19;2;8;8;57
2020-01-13 12:30:00;53;8;10;10;19;8;18;8;9;10;42
2020-01-13 12:45:00;52;9;6;7;15;6;19;6;13;12;60
2020-01-13 13:00:00;64;9;9;9;18;8;17;8;8;7;54
2020-01-13 13:15:00;88;19;9;9;14;9;19;8;18;5;59
2020-01-13 13:30:00;74;9;11;11;16;9;17;9;13;6;66
2020-01-13 13:45:00;74;10;11;11;32;26;34;26;44;15;96
2020-01-13 14:00:00;99;24;8;8;36;32;37;33;30;10;73
2020-01-13 14:15:00;123;17;7;6;32;29;32;29;39;5;108
2020-01-13 14:30:00;85;15;10;10;38;30;41;30;38;9;78
2020-01-13 14:45:00;64;13;6;7;38;39;38;41;41;7;47
2020-01-13 15:00:00;82;18;2;3;65;51;64;49;50;9;63
2020-01-13 15:15:00;86;20;5;5;61;48;64;48;60;9;83
2020-01-13 15:30:00;85;13;4;4;66;46;68;48;43;11;75
2020-01-13 15:45:00;76;15;7;7;57;45;59;42;33;11;64
2020-01-13 16:00:00;67;12;3;2;58;52;58;56;34;9;80
2020-01-13 16:15:00;82;20;9;5;57;47;54;47;57;10;66
2020-01-13 16:30:00;75;8;4;4;54;38;59;38;38;6;82
2020-01-13 16:45:00;102;20;3;3;51;42;51;43;26;8;76
2020-01-13 17:00:00;84;13;2;1;50;33;52;33;29;9;73
2020-01-13 17:15:00;77;16;2;2;58;34;57;33;24;7;70
2020-01-13 17:30:00;68;18;3;3;56;32;57;31;15;7;64
2020-01-13 17:45:00;57;12;1;1;35;31;37;32;16;5;70
2020-01-13 18:00:00;55;12;4;5;38;19;37;18;10;6;57
2020-01-13 18:15:00;44;9;1;1;28;17;29;16;19;2;57
2020-01-13 18:30:00;44;10;0;0;27;9;26;9;10;3;39
2020-01-13 18:45:00;45;5;1;1;24;13;24;12;10;3;47
2020-01-13 19:00:00;35;3;0;0;18;7;18;7;4;2;43
2020-01-13 19:15:00;27;6;0;1;10;2;11;2;1;1;39
2020-01-13 19:30:00;19;3;0;0;7;3;7;3;1;2;30
2020-01-13 19:45:00;23;1;0;0;9;2;9;2;1;2;28
2020-01-13 20:00:00;11;2;0;0;4;2;4;2;0;2;36
2020-01-13 20:15:00;14;4;0;0;3;1;3;1;2;2;26
2020-01-13 20:30:00;21;3;0;1;4;0;3;0;1;1;27
2020-01-13 20:45:00;26;5;3;3;4;0;4;0;2;5;32
2020-01-13 21:00:00;49;4;3;2;0;0;0;1;0;3;57
2020-01-13 21:15:00;53;12;7;7;1;0;1;0;3;3;54
2020-01-13 21:30:00;59;13;3;3;5;1;5;0;1;2;29
2020-01-13 21:45:00;87;17;1;1;6;3;9;3;10;5;49
2020-01-13 22:00:00;33;5;1;1;11;1;11;3;10;0;87
2020-01-13 22:15:00;15;1;0;0;2;0;2;0;0;0;25
2020-01-13 22:30:00;6;0;0;0;1;0;3;0;5;0;19
