DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-05-30 00:00:00;14;15;3;0;11;9;4;4;0;0;0;0;0;0
2020-05-30 00:15:00;14;12;7;5;16;15;5;6;0;0;0;0;0;0
2020-05-30 00:30:00;19;14;8;2;13;11;5;3;0;0;0;0;0;0
2020-05-30 00:45:00;13;12;5;4;10;14;5;6;0;0;0;0;0;0
2020-05-30 01:00:00;16;13;5;2;10;9;10;3;0;0;0;0;0;0
2020-05-30 01:15:00;14;14;1;1;9;9;4;6;0;0;0;0;0;0
2020-05-30 01:30:00;5;8;3;1;7;4;4;3;0;0;0;0;0;0
2020-05-30 01:45:00;10;11;2;2;11;10;3;0;0;0;0;0;0;0
2020-05-30 02:00:00;18;7;5;1;6;10;9;10;0;0;0;0;0;0
2020-05-30 02:15:00;7;3;3;2;3;9;4;7;0;0;0;0;0;0
2020-05-30 02:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-30 02:45:00;6;4;2;1;3;6;2;0;0;0;0;0;0;0
2020-05-30 03:00:00;6;4;4;0;7;6;5;4;0;0;0;0;0;0
2020-05-30 03:15:00;6;1;3;0;0;3;3;3;0;0;0;0;0;0
2020-05-30 03:30:00;7;3;4;0;3;1;1;1;0;0;0;0;0;0
2020-05-30 03:45:00;2;6;2;0;4;3;0;3;0;0;0;0;0;0
2020-05-30 04:00:00;4;3;7;1;5;4;2;0;0;0;0;0;0;0
2020-05-30 04:15:00;4;2;0;0;3;5;4;3;0;0;0;0;0;0
2020-05-30 04:30:00;7;3;3;3;2;4;5;4;0;0;0;0;0;0
2020-05-30 04:45:00;6;1;3;1;6;6;5;2;0;0;0;0;0;0
2020-05-30 05:00:00;13;5;1;0;4;7;3;4;0;0;0;0;0;0
2020-05-30 05:15:00;13;8;3;1;3;3;10;5;0;0;0;0;0;0
2020-05-30 05:30:00;19;13;7;7;10;10;9;6;0;0;0;0;0;0
2020-05-30 05:45:00;18;11;6;2;10;6;29;24;0;0;0;0;0;0
2020-05-30 06:00:00;21;10;4;2;14;16;57;41;0;0;0;0;0;0
2020-05-30 06:15:00;27;8;10;2;17;21;29;20;0;0;0;0;0;0
2020-05-30 06:30:00;19;13;12;7;15;17;23;11;0;0;0;0;0;0
2020-05-30 06:45:00;30;16;9;1;18;31;11;8;0;0;0;0;0;0
2020-05-30 07:00:00;21;18;11;2;16;26;21;12;0;0;0;0;0;0
2020-05-30 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-30 07:30:00;29;21;15;4;30;27;12;18;0;0;0;0;0;0
2020-05-30 07:45:00;37;33;19;9;22;34;17;16;0;0;0;0;0;0
2020-05-30 08:00:00;36;28;10;7;21;33;19;14;0;0;0;0;0;0
2020-05-30 08:15:00;41;35;12;13;36;32;15;16;0;0;3;0;16;0
2020-05-30 08:30:00;48;49;18;10;35;41;26;27;0;0;0;0;0;0
2020-05-30 08:45:00;59;46;25;11;49;58;25;15;0;0;0;0;0;0
2020-05-30 09:00:00;59;67;24;19;40;50;34;23;0;0;0;0;0;0
2020-05-30 09:15:00;65;67;28;19;40;55;28;29;0;0;0;0;0;2
2020-05-30 09:30:00;89;80;38;21;65;80;37;22;0;0;0;1;0;0
2020-05-30 09:45:00;75;75;27;15;55;71;38;32;0;0;2;0;0;0
2020-05-30 10:00:00;82;90;42;19;62;80;40;26;0;0;0;0;0;0
2020-05-30 10:15:00;87;87;28;16;60;89;32;35;0;0;0;3;0;0
2020-05-30 10:30:00;93;90;37;21;80;107;52;46;0;0;0;0;0;0
2020-05-30 10:45:00;99;98;57;30;69;87;45;49;0;0;0;0;0;0
2020-05-30 11:00:00;109;110;42;23;73;85;41;40;0;0;0;0;0;0
2020-05-30 11:15:00;111;111;50;22;93;119;57;38;0;0;0;0;0;1
2020-05-30 11:30:00;99;102;42;20;90;107;41;33;0;0;0;0;0;0
2020-05-30 12:00:00;136;134;36;27;106;119;59;40;0;0;0;0;0;0
2020-05-30 12:15:00;123;126;46;21;92;108;54;31;0;0;0;0;0;0
2020-05-30 12:30:00;111;118;53;25;109;136;45;40;0;0;0;3;2;0
2020-05-30 12:45:00;127;120;39;15;81;101;38;37;0;0;0;0;0;0
2020-05-30 13:00:00;116;106;29;26;87;89;42;33;0;0;1;0;0;0
2020-05-30 13:15:00;143;147;55;26;110;129;60;42;0;0;0;0;0;0
2020-05-30 13:30:00;124;113;38;27;102;107;44;43;2;0;0;0;1;1
2020-05-30 13:45:00;123;112;43;24;103;125;51;44;0;0;0;0;0;0
2020-05-30 14:00:00;117;127;44;21;105;118;43;48;0;0;12;1;2;8
2020-05-30 14:15:00;112;106;30;22;89;105;44;42;0;0;0;0;0;0
2020-05-30 14:30:00;121;120;44;19;94;124;48;33;0;3;0;4;0;2
2020-05-30 14:45:00;106;107;44;27;111;130;43;51;0;0;0;0;0;0
2020-05-30 15:00:00;116;129;65;22;105;127;44;38;0;0;0;0;0;0
2020-05-30 15:15:00;109;119;42;26;94;117;47;41;0;1;0;0;0;0
2020-05-30 15:30:00;122;113;32;21;97;124;45;25;2;1;1;0;1;0
2020-05-30 15:45:00;125;114;41;26;98;113;42;44;0;0;0;0;0;0
2020-05-30 16:00:00;136;129;45;22;113;120;51;48;0;3;12;0;0;0
2020-05-30 16:15:00;122;110;42;22;95;125;37;46;1;6;0;0;9;0
2020-05-30 16:30:00;121;125;36;15;102;121;40;46;0;0;0;0;0;0
2020-05-30 16:45:00;123;122;50;14;96;122;41;33;0;1;2;0;0;1
2020-05-30 17:00:00;121;117;37;26;99;121;48;46;0;0;0;2;0;1
2020-05-30 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-30 17:30:00;110;112;41;17;81;98;48;46;0;0;1;0;0;0
2020-05-30 17:45:00;96;105;47;18;110;121;54;47;0;0;0;0;0;2
2020-05-30 18:00:00;98;96;30;13;99;126;43;32;0;0;0;0;0;0
2020-05-30 18:15:00;98;113;33;24;86;110;44;35;0;0;1;0;0;0
2020-05-30 18:30:00;87;78;30;14;81;91;35;48;1;0;0;0;0;0
2020-05-30 18:45:00;85;83;27;16;82;98;37;32;0;0;0;0;0;0
2020-05-30 19:00:00;92;86;33;18;70;83;40;31;0;0;0;0;0;0
2020-05-30 19:15:00;88;83;32;10;85;96;44;29;0;0;0;0;2;0
2020-05-30 19:30:00;61;56;31;12;59;81;28;21;0;0;0;0;0;0
2020-05-30 19:45:00;51;45;31;16;60;80;41;34;0;0;0;0;0;0
2020-05-30 20:00:00;59;53;41;10;77;101;32;32;0;3;0;0;0;0
2020-05-30 20:15:00;53;45;30;16;47;57;21;22;0;0;0;0;0;0
2020-05-30 20:30:00;42;55;34;10;39;65;30;31;0;2;6;0;0;0
2020-05-30 20:45:00;41;44;18;8;45;39;27;21;0;0;12;0;0;0
2020-05-30 21:00:00;39;31;28;9;42;41;13;11;0;0;0;0;0;7
2020-05-30 21:15:00;24;29;17;8;30;35;23;18;0;0;0;0;0;5
2020-05-30 21:30:00;34;26;21;4;33;27;23;16;0;0;0;0;0;0
2020-05-30 21:45:00;21;27;20;10;31;39;16;9;0;0;0;0;9;0
