DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-07-10 00:00:00;19;13;2;2;0;0;0
2020-07-10 00:15:00;36;21;4;4;0;0;0
2020-07-10 00:30:00;25;16;2;2;0;0;0
2020-07-10 00:45:00;19;8;0;0;0;0;0
2020-07-10 01:00:00;10;10;1;1;0;0;0
2020-07-10 01:15:00;5;12;0;0;0;0;0
2020-07-10 01:30:00;10;11;0;0;0;0;0
2020-07-10 01:45:00;9;15;0;0;0;0;0
2020-07-10 02:00:00;1;10;0;0;0;0;0
2020-07-10 02:15:00;6;5;0;0;0;0;0
2020-07-10 02:30:00;9;8;0;0;0;0;0
2020-07-10 02:45:00;5;7;0;0;0;0;0
2020-07-10 03:00:00;6;9;0;0;0;0;0
2020-07-10 03:15:00;6;5;0;0;0;0;0
2020-07-10 03:30:00;4;7;1;1;0;0;0
2020-07-10 03:45:00;3;3;0;0;0;0;0
2020-07-10 04:00:00;11;5;0;0;0;0;0
2020-07-10 04:15:00;6;11;1;1;0;0;0
2020-07-10 04:30:00;14;11;0;0;0;0;0
2020-07-10 04:45:00;12;14;0;0;0;0;0
2020-07-10 05:00:00;23;20;0;0;0;0;0
2020-07-10 05:15:00;45;29;0;0;0;0;0
2020-07-10 05:30:00;90;49;3;3;0;0;0
2020-07-10 05:45:00;75;55;0;0;0;0;0
2020-07-10 06:00:00;59;87;2;2;0;0;0
2020-07-10 06:15:00;87;92;5;5;0;0;0
2020-07-10 06:30:00;120;109;4;4;0;0;0
2020-07-10 06:45:00;146;112;5;5;6;0;0
2020-07-10 07:00:00;132;155;7;7;0;0;0
2020-07-10 07:15:00;150;148;7;7;8;0;0
2020-07-10 07:30:00;175;172;8;8;11;0;0
2020-07-10 07:45:00;216;151;16;16;29;0;0
2020-07-10 08:00:00;129;120;12;12;5;0;0
2020-07-10 08:15:00;178;147;10;10;1;0;0
2020-07-10 08:30:00;167;154;7;7;3;0;0
2020-07-10 08:45:00;169;163;9;9;10;0;0
2020-07-10 09:00:00;192;128;8;8;4;0;0
2020-07-10 09:15:00;177;144;5;5;8;0;0
2020-07-10 09:30:00;188;162;9;9;52;0;0
2020-07-10 09:45:00;176;154;8;8;9;0;0
2020-07-10 10:00:00;195;158;6;6;3;0;0
2020-07-10 10:15:00;205;179;6;6;20;0;0
2020-07-10 10:30:00;172;164;10;10;61;0;0
2020-07-10 10:45:00;184;181;7;7;27;0;0
2020-07-10 11:00:00;207;199;9;9;6;0;0
2020-07-10 11:15:00;187;200;7;7;13;0;0
2020-07-10 11:30:00;205;181;13;13;10;0;0
2020-07-10 11:45:00;190;170;12;12;46;0;0
2020-07-10 12:00:00;182;165;18;18;20;0;0
2020-07-10 12:15:00;235;193;7;7;6;0;0
2020-07-10 12:30:00;212;183;13;13;5;0;0
2020-07-10 12:45:00;191;192;9;9;27;0;0
2020-07-10 13:00:00;179;182;8;8;9;0;0
2020-07-10 13:15:00;234;192;5;5;2;0;0
2020-07-10 13:30:00;188;162;9;9;5;0;0
2020-07-10 13:45:00;175;154;14;14;3;0;0
2020-07-10 14:00:00;194;177;10;10;1;0;0
2020-07-10 14:15:00;214;198;3;3;9;0;0
2020-07-10 14:30:00;183;178;10;10;15;0;0
2020-07-10 14:45:00;192;172;12;12;31;0;0
2020-07-10 15:00:00;201;175;8;8;15;0;0
2020-07-10 15:15:00;211;193;15;15;8;0;0
2020-07-10 15:30:00;177;186;12;12;2;0;0
2020-07-10 15:45:00;217;175;12;12;0;0;0
2020-07-10 16:00:00;191;190;8;8;13;0;0
2020-07-10 16:15:00;186;174;9;9;8;0;0
2020-07-10 16:30:00;204;197;10;10;7;0;0
2020-07-10 16:45:00;184;165;7;7;25;0;0
2020-07-10 17:00:00;195;160;8;8;6;0;0
2020-07-10 17:15:00;180;168;9;9;49;0;0
2020-07-10 17:30:00;204;181;4;4;7;0;0
2020-07-10 17:45:00;186;156;13;13;1;0;0
2020-07-10 18:00:00;196;197;6;6;5;0;0
2020-07-10 18:15:00;162;169;11;11;40;0;0
2020-07-10 18:30:00;150;166;10;10;13;0;0
2020-07-10 18:45:00;162;174;11;11;8;0;0
2020-07-10 19:00:00;148;145;3;3;10;0;0
2020-07-10 19:15:00;128;148;11;11;0;0;0
2020-07-10 19:30:00;115;151;6;6;11;0;0
2020-07-10 19:45:00;113;147;4;4;5;0;0
2020-07-10 20:00:00;124;166;6;6;4;0;0
2020-07-10 20:15:00;84;117;2;2;59;0;0
2020-07-10 20:30:00;118;122;6;6;7;0;0
2020-07-10 20:45:00;97;85;10;10;0;0;0
2020-07-10 21:00:00;133;104;7;7;3;0;0
2020-07-10 21:15:00;86;86;9;9;8;0;0
2020-07-10 21:30:00;78;89;10;10;1;0;0
2020-07-10 21:45:00;88;72;3;3;0;0;0
2020-07-10 22:00:00;83;76;6;6;0;0;0
2020-07-10 22:15:00;52;71;4;4;0;0;0
2020-07-10 22:30:00;94;68;4;4;0;0;0
2020-07-10 22:45:00;68;52;4;4;0;0;0
2020-07-10 23:00:00;78;71;3;3;0;0;0
2020-07-10 23:15:00;53;44;0;0;0;0;0
2020-07-10 23:30:00;85;48;2;2;0;0;0
2020-07-10 23:45:00;38;41;2;2;0;0;0
