DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2019-10-11 00:00:00;5;5;4;3;4;0;4;4
2019-10-11 00:15:00;6;6;1;4;4;7;12;6
2019-10-11 00:30:00;3;2;0;4;2;1;7;3
2019-10-11 00:45:00;4;7;5;3;2;1;5;1
2019-10-11 01:00:00;2;3;2;4;3;0;1;1
2019-10-11 01:15:00;2;2;0;3;5;2;6;3
2019-10-11 01:30:00;0;1;1;0;0;0;2;2
2019-10-11 01:45:00;3;1;0;1;0;0;1;0
2019-10-11 02:00:00;1;2;2;1;0;0;2;2
2019-10-11 02:15:00;1;5;3;1;0;2;2;0
2019-10-11 02:30:00;4;3;2;1;1;0;2;1
2019-10-11 02:45:00;1;2;1;5;8;1;2;1
2019-10-11 03:00:00;1;2;0;1;2;2;3;0
2019-10-11 03:15:00;4;2;0;2;3;0;2;0
2019-10-11 03:30:00;2;1;0;3;3;2;2;1
2019-10-11 03:45:00;1;0;0;3;3;0;1;0
2019-10-11 04:00:00;4;1;0;1;2;0;1;1
2019-10-11 04:15:00;3;3;4;2;0;1;3;1
2019-10-11 04:30:00;4;3;5;3;2;2;3;2
2019-10-11 04:45:00;7;14;9;1;1;4;7;2
2019-10-11 05:00:00;8;19;20;4;7;8;19;3
2019-10-11 05:15:00;26;32;71;7;6;32;41;9
2019-10-11 05:30:00;26;39;71;15;9;29;50;13
2019-10-11 05:45:00;48;45;59;63;45;30;49;21
2019-10-11 06:00:00;25;40;60;34;33;14;31;21
2019-10-11 06:15:00;45;50;75;22;25;17;32;21
2019-10-11 06:30:00;51;60;86;19;11;37;50;36
2019-10-11 06:45:00;68;56;108;19;26;27;49;45
2019-10-11 07:00:00;71;64;93;32;32;46;55;42
2019-10-11 07:15:00;83;70;79;30;56;49;59;54
2019-10-11 07:30:00;100;106;101;41;52;52;69;74
2019-10-11 07:45:00;112;92;89;27;40;64;77;70
2019-10-11 08:00:00;73;84;93;32;36;54;68;49
2019-10-11 08:15:00;64;67;85;31;42;43;51;53
2019-10-11 08:30:00;67;55;54;38;35;34;58;47
2019-10-11 08:45:00;71;56;51;23;37;38;53;52
2019-10-11 09:00:00;53;39;39;32;32;21;54;33
2019-10-11 09:15:00;63;59;33;22;85;23;51;35
2019-10-11 09:30:00;64;53;24;38;80;28;68;43
2019-10-11 09:45:00;54;50;34;27;80;32;56;38
2019-10-11 10:00:00;57;40;15;29;27;27;66;45
2019-10-11 10:15:00;48;46;30;26;18;31;59;40
2019-10-11 10:30:00;54;44;23;30;41;31;57;41
2019-10-11 10:45:00;57;45;29;27;41;38;66;48
2019-10-11 11:00:00;60;47;28;36;41;42;57;48
2019-10-11 11:15:00;62;39;21;28;35;44;68;52
2019-10-11 11:30:00;72;47;26;41;36;38;72;60
2019-10-11 11:45:00;52;42;27;47;63;32;69;57
2019-10-11 12:00:00;70;69;37;39;45;34;73;65
2019-10-11 12:15:00;60;68;42;49;50;45;80;52
2019-10-11 12:30:00;68;60;24;47;47;41;80;76
2019-10-11 12:45:00;74;54;24;42;69;30;85;65
2019-10-11 13:00:00;88;95;53;44;56;51;100;94
2019-10-11 13:15:00;79;73;46;47;34;51;86;70
2019-10-11 13:30:00;68;67;54;49;29;58;75;53
2019-10-11 13:45:00;87;80;72;59;62;48;68;71
2019-10-11 14:00:00;61;67;47;67;78;45;68;64
2019-10-11 14:15:00;57;62;31;63;70;39;82;68
2019-10-11 14:30:00;65;67;28;66;103;31;70;51
2019-10-11 14:45:00;82;81;30;67;80;41;75;58
2019-10-11 15:00:00;77;79;33;71;59;40;77;61
2019-10-11 15:15:00;84;71;39;84;66;31;65;58
2019-10-11 15:30:00;89;73;31;72;56;42;78;65
2019-10-11 15:45:00;72;84;33;60;70;39;69;52
2019-10-11 16:00:00;55;61;30;56;53;44;79;41
2019-10-11 16:15:00;73;70;39;60;40;26;76;59
2019-10-11 16:30:00;69;56;28;66;58;24;78;51
2019-10-11 16:45:00;69;61;27;55;108;19;70;51
2019-10-11 17:00:00;63;52;28;71;56;46;77;65
2019-10-11 17:15:00;60;57;17;48;33;31;65;42
2019-10-11 17:30:00;63;55;38;38;40;40;62;60
2019-10-11 17:45:00;66;54;25;50;43;36;77;49
2019-10-11 18:00:00;64;54;29;49;34;37;51;50
2019-10-11 18:15:00;55;52;34;42;34;32;64;55
2019-10-11 18:30:00;46;48;31;42;41;32;59;49
2019-10-11 18:45:00;48;38;25;41;39;19;52;30
2019-10-11 19:00:00;62;51;31;39;31;26;56;43
2019-10-11 19:15:00;43;38;28;32;39;25;50;41
2019-10-11 19:30:00;47;28;22;36;34;24;32;27
2019-10-11 19:45:00;44;33;20;21;28;25;37;31
2019-10-11 20:00:00;47;25;24;22;26;21;45;29
2019-10-11 20:15:00;46;22;21;18;16;20;41;24
2019-10-11 20:30:00;42;30;14;19;23;17;26;30
2019-10-11 20:45:00;41;31;30;22;16;22;34;20
2019-10-11 21:00:00;29;28;31;20;14;25;37;14
2019-10-11 21:15:00;36;24;41;9;10;31;49;26
2019-10-11 21:30:00;34;30;14;29;20;26;41;21
2019-10-11 21:45:00;32;16;19;50;35;20;33;19
2019-10-11 22:00:00;28;19;13;77;46;19;31;17
2019-10-11 22:15:00;30;20;12;38;23;16;34;12
2019-10-11 22:30:00;25;17;16;17;26;24;29;15
2019-10-11 22:45:00;26;13;13;7;12;9;16;6
2019-10-11 23:00:00;16;16;11;15;10;15;31;22
2019-10-11 23:15:00;23;14;16;18;15;14;31;11
2019-10-11 23:30:00;9;11;11;7;7;2;9;12
2019-10-11 23:45:00;18;14;13;15;14;14;26;6
