DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2019-09-19 00:00:00;6;7;1;4;3;2;0;0;0;0
2019-09-19 00:15:00;5;5;2;6;1;5;0;0;0;0
2019-09-19 00:30:00;1;5;1;4;2;0;0;0;0;0
2019-09-19 00:45:00;3;4;2;3;1;2;0;0;0;0
2019-09-19 01:00:00;1;2;0;1;1;0;0;0;0;0
2019-09-19 01:15:00;2;1;0;8;0;0;0;0;0;0
2019-09-19 01:30:00;2;2;0;4;0;1;0;0;0;0
2019-09-19 01:45:00;0;2;0;1;2;0;0;0;0;0
2019-09-19 02:00:00;1;1;0;0;3;0;0;0;0;0
2019-09-19 02:15:00;0;1;2;1;2;1;0;0;0;0
2019-09-19 02:30:00;1;2;1;2;1;0;0;0;0;0
2019-09-19 02:45:00;2;2;0;0;0;0;0;0;0;0
2019-09-19 03:00:00;1;1;0;0;0;1;0;0;0;0
2019-09-19 03:15:00;0;0;3;2;0;0;0;0;0;0
2019-09-19 03:30:00;0;1;0;0;1;2;0;0;0;0
2019-09-19 03:45:00;0;0;0;0;0;1;0;0;0;0
2019-09-19 04:00:00;1;2;2;2;1;0;0;0;0;0
2019-09-19 04:15:00;1;1;2;1;1;0;0;0;0;0
2019-09-19 04:30:00;0;2;0;1;2;3;0;0;0;0
2019-09-19 04:45:00;2;4;4;3;2;4;0;0;0;0
2019-09-19 05:00:00;4;1;1;1;3;2;0;0;0;0
2019-09-19 05:15:00;5;5;5;8;3;8;0;0;0;0
2019-09-19 05:30:00;5;7;2;4;1;7;0;0;0;0
2019-09-19 05:45:00;9;16;9;14;14;16;0;0;0;0
2019-09-19 06:00:00;11;17;11;12;11;17;0;0;0;0
2019-09-19 06:15:00;12;20;20;12;19;26;0;0;0;0
2019-09-19 06:30:00;23;23;24;13;28;33;0;0;0;0
2019-09-19 06:45:00;18;28;24;9;43;41;0;0;0;0
2019-09-19 07:00:00;26;31;55;22;44;66;0;0;0;0
2019-09-19 07:15:00;19;42;84;25;34;73;0;0;0;0
2019-09-19 07:30:00;32;54;126;25;68;115;0;0;0;0
2019-09-19 07:45:00;55;78;89;27;64;110;0;0;0;0
2019-09-19 08:00:00;27;47;53;24;59;74;0;0;0;0
2019-09-19 08:15:00;23;26;46;20;52;85;0;0;0;0
2019-09-19 08:30:00;25;37;37;24;59;75;0;0;0;0
2019-09-19 08:45:00;22;36;41;37;42;61;0;0;0;0
2019-09-19 09:00:00;23;40;38;31;30;31;0;0;0;0
2019-09-19 09:15:00;33;34;37;33;29;29;0;0;0;0
2019-09-19 09:30:00;17;27;35;37;32;47;0;0;0;0
2019-09-19 09:45:00;44;42;32;50;40;46;0;0;0;0
2019-09-19 10:00:00;32;33;29;31;37;40;0;0;0;0
2019-09-19 10:15:00;28;27;31;44;29;33;0;0;0;0
2019-09-19 10:30:00;32;51;30;46;30;32;0;0;0;0
2019-09-19 10:45:00;27;47;43;47;31;38;0;0;0;0
2019-09-19 11:00:00;30;35;46;54;31;33;0;0;0;0
2019-09-19 11:15:00;39;62;23;65;28;23;0;0;0;0
2019-09-19 11:30:00;51;310;32;55;26;30;0;0;0;0
2019-09-19 11:45:00;33;43;37;64;36;34;0;0;0;0
2019-09-19 12:00:00;44;36;51;58;29;31;0;0;0;0
2019-09-19 12:15:00;47;34;36;48;23;32;0;0;0;0
2019-09-19 12:30:00;45;56;46;82;36;33;0;0;0;0
2019-09-19 12:45:00;36;42;39;61;25;26;0;0;0;0
2019-09-19 13:00:00;67;79;38;70;41;44;0;0;0;0
2019-09-19 13:15:00;43;50;25;61;25;31;0;0;0;0
2019-09-19 13:30:00;41;40;40;35;32;34;0;0;0;0
2019-09-19 13:45:00;41;36;33;56;42;40;0;0;0;0
2019-09-19 14:00:00;39;41;36;44;24;30;0;0;0;0
2019-09-19 14:15:00;40;61;32;46;26;35;0;0;0;0
2019-09-19 14:30:00;64;91;31;56;25;26;0;0;0;0
2019-09-19 14:45:00;41;86;47;46;24;53;0;0;0;0
2019-09-19 15:00:00;57;56;39;49;32;37;0;0;0;0
2019-09-19 15:15:00;69;81;48;62;28;38;0;0;0;0
2019-09-19 15:30:00;65;86;38;56;37;41;0;0;0;0
2019-09-19 15:45:00;78;102;65;63;36;47;0;0;0;0
2019-09-19 16:00:00;82;126;49;88;31;40;0;0;0;0
2019-09-19 16:15:00;88;118;58;59;29;46;0;0;0;0
2019-09-19 16:30:00;61;110;76;71;21;40;0;0;0;0
2019-09-19 16:45:00;81;105;87;80;27;48;0;0;0;0
2019-09-19 17:00:00;61;89;70;68;23;46;0;0;0;0
2019-09-19 17:15:00;64;69;54;65;31;39;0;0;0;0
2019-09-19 17:30:00;60;80;52;68;27;43;0;0;0;0
2019-09-19 17:45:00;60;72;48;74;22;57;0;0;0;0
2019-09-19 18:00:00;60;54;56;77;36;61;0;0;0;0
2019-09-19 18:15:00;54;45;44;53;22;48;0;0;0;0
2019-09-19 18:30:00;59;52;44;67;23;43;0;0;0;0
2019-09-19 18:45:00;36;35;51;41;18;50;0;0;0;0
2019-09-19 19:00:00;41;44;29;36;21;38;0;0;0;0
2019-09-19 19:15:00;45;45;30;34;39;34;0;0;0;0
2019-09-19 19:30:00;45;44;29;32;51;38;0;0;0;0
2019-09-19 19:45:00;43;28;25;32;16;28;0;0;0;0
2019-09-19 20:00:00;50;28;25;32;15;21;0;0;0;0
2019-09-19 20:15:00;37;22;26;34;17;20;0;0;0;0
2019-09-19 20:30:00;33;39;17;22;9;13;0;0;0;0
2019-09-19 20:45:00;32;18;17;16;9;17;0;0;0;0
2019-09-19 21:00:00;34;18;17;19;12;17;0;0;0;0
2019-09-19 21:15:00;43;29;12;24;15;12;0;0;0;0
2019-09-19 21:30:00;38;21;13;12;1;11;0;0;0;0
2019-09-19 21:45:00;33;24;26;87;7;9;0;0;0;0
2019-09-19 22:00:00;46;33;18;37;6;8;0;0;0;0
2019-09-19 22:15:00;32;25;6;16;1;7;0;0;0;0
2019-09-19 22:30:00;28;22;12;26;4;11;0;0;0;0
2019-09-19 22:45:00;28;26;7;26;7;8;0;0;0;0
2019-09-19 23:00:00;27;16;7;11;3;3;0;0;0;0
2019-09-19 23:15:00;8;8;4;9;4;4;0;0;0;0
2019-09-19 23:30:00;7;8;2;8;7;1;0;0;0;0
2019-09-19 23:45:00;12;14;8;9;2;3;0;0;0;0
