DATUM;1(DA1);2(DA2);3(DB1A);4(DB1B);5(DC1);6(DC2);7(DD2A);8(DD2B);9(DD1);10(DE1);11(DE2);12(DE3);13(DF1);14(DF2);15(DF3);16(TAFG1);17(TAFG2)
2020-07-13 00:00:00;10;3;0;1;4;2;1;1;0;0;8;3;2;6;2;0;0
2020-07-13 00:15:00;8;4;1;0;9;3;0;0;0;0;8;4;3;13;3;0;0
2020-07-13 00:30:00;8;1;0;0;5;1;1;1;1;0;8;1;1;6;1;0;0
2020-07-13 00:45:00;7;2;0;0;9;4;0;0;0;1;5;2;6;13;5;0;0
2020-07-13 01:00:00;11;2;0;0;3;0;0;0;0;0;11;3;0;3;0;0;0
2020-07-13 01:15:00;6;3;0;0;5;1;3;3;0;0;6;2;1;5;1;0;0
2020-07-13 01:30:00;7;1;0;0;9;2;0;0;0;0;5;2;3;12;3;0;0
2020-07-13 01:45:00;5;3;0;0;10;1;1;1;2;0;6;3;1;10;2;0;0
2020-07-13 02:00:00;4;0;0;0;5;0;1;1;2;0;4;0;0;5;0;0;0
2020-07-13 02:15:00;7;1;0;0;2;2;0;0;0;0;7;1;2;4;2;0;0
2020-07-13 02:30:00;12;0;0;0;7;2;0;0;0;0;12;0;2;10;2;0;0
2020-07-13 02:45:00;9;1;0;0;10;4;0;0;0;0;8;1;5;14;5;0;0
2020-07-13 03:00:00;4;3;0;0;8;8;3;3;1;0;5;3;8;14;7;0;0
2020-07-13 03:15:00;4;2;0;1;10;2;1;1;1;1;3;3;2;13;2;0;0
2020-07-13 03:30:00;5;0;0;0;6;0;0;0;0;0;5;1;0;6;0;0;0
2020-07-13 03:45:00;7;3;2;1;9;2;0;0;0;1;7;3;2;11;2;0;0
2020-07-13 04:00:00;9;1;0;0;17;3;0;0;0;0;7;1;4;17;4;0;0
2020-07-13 04:15:00;16;3;0;2;7;2;0;0;0;0;14;3;3;8;3;0;0
2020-07-13 04:30:00;20;7;0;0;12;2;2;2;1;0;17;5;2;14;2;0;0
2020-07-13 04:45:00;26;6;4;1;28;5;4;4;6;1;22;7;5;29;5;0;0
