DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-01-16 00:00:00;10;12;7;9;5;3;2;9;0;0;0
2020-01-16 00:15:00;9;11;5;16;2;1;1;4;0;3;2
2020-01-16 00:30:00;12;14;7;16;2;1;0;1;0;1;0
2020-01-16 00:45:00;9;10;8;8;3;1;1;0;0;1;1
2020-01-16 01:00:00;5;7;5;6;1;2;0;1;0;1;0
2020-01-16 01:15:00;10;12;8;3;3;1;1;3;0;1;0
2020-01-16 01:30:00;9;11;7;9;2;1;1;1;0;2;1
2020-01-16 01:45:00;5;5;4;6;1;0;0;1;0;1;0
2020-01-16 02:00:00;9;11;11;3;2;2;1;1;0;1;1
2020-01-16 02:15:00;6;6;3;7;1;0;0;1;0;0;1
2020-01-16 02:30:00;10;10;7;5;3;1;0;0;0;0;1
2020-01-16 02:45:00;4;7;5;11;5;3;2;2;0;0;0
2020-01-16 03:00:00;5;11;2;9;1;0;0;0;0;2;3
2020-01-16 03:15:00;6;7;2;8;4;2;0;1;0;0;0
2020-01-16 03:30:00;7;9;5;3;1;1;0;1;0;1;1
2020-01-16 03:45:00;3;4;4;6;4;0;0;1;0;0;1
2020-01-16 04:00:00;13;15;5;7;4;2;0;0;0;2;2
2020-01-16 04:15:00;13;16;8;8;2;1;0;2;0;0;2
2020-01-16 04:30:00;29;30;16;9;7;1;0;4;0;6;6
2020-01-16 04:45:00;35;37;20;13;3;6;1;11;0;1;5
2020-01-16 05:00:00;47;52;46;18;21;11;2;7;0;12;9
2020-01-16 05:15:00;80;85;60;20;24;13;2;16;0;9;13
2020-01-16 05:30:00;114;127;88;36;26;29;9;24;0;17;27
2020-01-16 05:45:00;89;109;70;47;45;16;6;33;0;17;24
2020-01-16 06:00:00;95;121;82;73;47;31;7;46;0;18;24
2020-01-16 06:15:00;117;138;110;66;53;26;9;31;0;24;38
2020-01-16 06:30:00;173;190;159;90;63;41;37;37;0;26;44
2020-01-16 06:45:00;143;167;123;90;73;49;37;30;0;33;44
2020-01-16 07:00:00;148;181;139;114;86;36;20;29;0;26;50
2020-01-16 07:15:00;140;173;154;143;94;66;58;38;0;40;64
2020-01-16 07:30:00;158;176;153;145;115;66;60;43;0;40;78
2020-01-16 07:45:00;165;206;162;151;105;61;37;47;0;43;57
2020-01-16 08:00:00;138;168;141;120;105;42;27;43;0;43;59
2020-01-16 08:15:00;112;142;131;122;106;50;18;35;0;31;40
2020-01-16 08:30:00;129;154;136;128;109;40;21;31;0;34;52
2020-01-16 08:45:00;133;160;114;132;92;29;15;53;0;29;36
2020-01-16 09:00:00;96;126;83;92;67;22;18;36;0;27;32
2020-01-16 09:15:00;65;88;65;147;71;30;17;43;0;23;25
2020-01-16 09:30:00;88;155;102;126;94;19;9;48;0;36;33
2020-01-16 09:45:00;97;167;84;90;100;39;25;73;0;39;38
2020-01-16 10:00:00;114;187;81;163;94;10;5;51;0;37;33
2020-01-16 10:15:00;114;180;101;102;85;19;67;58;0;36;28
2020-01-16 10:30:00;111;185;98;100;85;25;11;68;0;40;44
2020-01-16 10:45:00;115;157;104;91;74;31;56;51;0;22;23
2020-01-16 11:00:00;106;141;98;115;66;31;16;43;0;26;30
2020-01-16 11:15:00;106;140;86;100;72;24;17;51;0;15;28
2020-01-16 11:30:00;97;130;96;110;112;23;11;46;0;24;25
2020-01-16 11:45:00;111;152;100;102;83;21;13;39;0;21;27
2020-01-16 12:00:00;102;148;113;125;100;22;14;46;0;19;23
2020-01-16 12:15:00;103;145;99;112;84;40;17;64;0;17;18
2020-01-16 12:30:00;115;152;89;128;103;23;18;54;0;30;27
2020-01-16 12:45:00;118;153;115;117;113;29;15;46;0;25;33
2020-01-16 13:00:00;124;180;112;123;91;34;15;58;0;24;37
2020-01-16 13:15:00;128;173;119;131;94;67;13;56;0;38;44
2020-01-16 13:30:00;112;152;112;129;114;42;17;65;0;37;38
2020-01-16 13:45:00;114;150;107;116;90;25;15;67;0;24;40
2020-01-16 14:00:00;98;153;109;139;91;28;10;64;0;25;28
2020-01-16 14:15:00;103;149;116;148;108;51;18;83;0;29;31
2020-01-16 14:30:00;113;161;114;170;137;32;16;80;0;34;41
2020-01-16 14:45:00;119;156;104;164;148;31;13;72;0;29;41
2020-01-16 15:00:00;114;164;130;170;124;33;13;79;0;26;37
2020-01-16 15:15:00;125;174;134;178;146;32;17;79;0;26;42
2020-01-16 15:30:00;115;173;112;147;133;32;11;86;0;25;26
2020-01-16 15:45:00;117;170;134;183;178;36;23;101;0;25;38
2020-01-16 16:00:00;127;209;123;198;161;30;14;96;0;40;49
2020-01-16 16:15:00;134;198;128;199;194;32;19;110;0;39;47
2020-01-16 16:30:00;144;216;143;204;166;31;12;82;0;32;37
2020-01-16 16:45:00;120;184;135;206;176;35;19;107;0;33;32
2020-01-16 17:00:00;128;205;149;197;179;31;19;108;0;40;53
2020-01-16 17:15:00;117;194;109;209;186;43;23;113;0;34;39
2020-01-16 17:30:00;120;181;129;195;161;26;15;104;0;36;45
2020-01-16 17:45:00;130;192;115;202;165;32;20;69;0;26;22
2020-01-16 18:00:00;104;161;104;170;144;33;21;67;0;28;23
2020-01-16 18:15:00;114;187;111;188;139;44;21;88;0;24;27
2020-01-16 18:30:00;102;164;100;137;92;25;19;80;0;42;37
2020-01-16 18:45:00;100;146;97;139;120;26;20;59;0;33;37
2020-01-16 19:00:00;93;134;90;148;91;19;11;43;0;29;26
2020-01-16 19:15:00;85;120;93;118;95;23;51;57;0;31;28
2020-01-16 19:30:00;56;88;70;102;69;18;41;53;0;18;17
2020-01-16 19:45:00;76;111;81;94;68;18;12;42;0;28;20
2020-01-16 20:00:00;52;81;57;67;48;12;8;41;0;14;16
2020-01-16 20:15:00;73;111;62;70;50;21;10;36;0;18;18
2020-01-16 20:30:00;64;107;62;68;61;12;8;36;0;13;17
2020-01-16 20:45:00;53;81;37;72;56;20;4;26;0;9;10
2020-01-16 21:00:00;66;90;63;62;43;13;27;25;0;15;16
2020-01-16 21:15:00;71;92;66;58;46;14;3;23;0;21;13
2020-01-16 21:30:00;70;92;53;83;33;7;4;23;0;14;7
2020-01-16 21:45:00;54;78;35;82;51;7;4;31;0;14;11
2020-01-16 22:00:00;46;81;39;55;46;9;4;38;0;7;6
2020-01-16 22:15:00;55;98;52;59;50;7;3;43;0;11;7
2020-01-16 22:30:00;38;61;30;48;23;7;1;21;0;7;4
2020-01-16 22:45:00;40;55;31;35;21;8;6;11;0;20;20
2020-01-16 23:00:00;33;48;24;38;19;7;3;12;0;6;6
2020-01-16 23:15:00;23;31;21;22;19;1;1;10;0;5;5
2020-01-16 23:30:00;21;26;17;25;10;0;0;5;0;3;5
2020-01-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
