DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-08-31 00:00:00;11;0;0;0;0;5;1;5;0;1;0
2019-08-31 00:15:00;12;4;5;2;0;16;3;16;0;0;0
2019-08-31 00:30:00;11;5;3;0;0;17;0;17;2;0;0
2019-08-31 00:45:00;13;3;1;0;1;10;3;11;1;0;0
2019-08-31 01:00:00;15;4;2;0;0;12;0;12;0;0;0
2019-08-31 01:15:00;7;2;3;0;0;13;1;13;0;0;0
2019-08-31 01:30:00;8;3;3;0;0;11;2;11;1;0;0
2019-08-31 01:45:00;4;2;2;0;0;7;0;7;0;0;0
2019-08-31 02:00:00;8;1;0;0;0;10;2;10;0;0;0
2019-08-31 02:15:00;3;0;0;0;0;9;1;9;0;0;0
2019-08-31 02:30:00;3;1;0;0;0;9;0;9;0;0;0
2019-08-31 02:45:00;2;0;0;0;0;4;0;4;0;0;0
2019-08-31 03:00:00;5;2;2;0;1;8;1;8;3;1;0
2019-08-31 03:15:00;9;1;1;0;0;3;1;3;0;0;0
2019-08-31 03:30:00;7;4;2;0;0;7;2;7;0;0;0
2019-08-31 03:45:00;3;2;1;0;0;2;0;2;0;0;0
2019-08-31 04:00:00;2;0;0;0;0;7;0;7;0;0;0
2019-08-31 04:15:00;4;3;3;0;0;2;0;2;0;0;0
2019-08-31 04:30:00;2;2;0;0;0;10;1;10;1;1;0
2019-08-31 04:45:00;6;1;1;0;0;7;4;7;1;2;0
2019-08-31 05:00:00;8;4;4;0;0;8;3;8;0;0;0
2019-08-31 05:15:00;15;1;0;0;0;9;3;9;0;1;0
2019-08-31 05:30:00;20;0;0;0;1;16;0;16;0;0;0
2019-08-31 05:45:00;15;0;0;0;0;11;0;11;0;0;0
2019-08-31 06:00:00;21;2;2;0;0;25;0;25;0;0;0
2019-08-31 06:15:00;12;3;3;0;0;14;2;14;0;0;0
2019-08-31 06:30:00;35;2;2;0;0;16;3;16;0;0;0
2019-08-31 06:45:00;18;0;0;0;0;15;3;15;0;1;0
2019-08-31 07:00:00;23;1;0;0;0;18;4;18;0;1;0
2019-08-31 07:15:00;34;0;0;0;0;17;1;17;0;0;0
2019-08-31 07:30:00;33;1;1;0;0;22;0;22;2;0;0
2019-08-31 07:45:00;48;2;1;0;0;19;2;19;1;0;0
2019-08-31 08:00:00;57;2;2;0;0;20;5;20;2;1;0
2019-08-31 08:15:00;47;1;0;0;0;27;7;27;3;4;0
2019-08-31 08:30:00;70;1;0;0;5;46;12;47;3;0;0
2019-08-31 08:45:00;57;1;2;0;0;42;14;42;4;6;0
2019-08-31 09:00:00;89;1;0;0;0;53;14;53;6;2;0
2019-08-31 09:15:00;75;1;0;1;1;38;18;38;12;9;1
2019-08-31 09:30:00;103;2;1;0;1;59;13;58;13;1;1
2019-08-31 09:45:00;112;1;1;0;1;67;24;67;6;6;0
2019-08-31 10:00:00;88;4;1;0;0;77;25;79;19;7;0
2019-08-31 10:15:00;92;1;1;0;0;84;17;83;25;9;0
2019-08-31 10:30:00;102;3;2;0;1;70;24;70;16;11;1
2019-08-31 10:45:00;82;0;1;1;0;93;18;94;25;10;0
2019-08-31 11:00:00;95;2;2;2;1;88;28;85;17;7;1
2019-08-31 11:15:00;100;0;0;0;1;94;30;97;22;11;1
2019-08-31 11:30:00;93;2;2;0;1;89;24;88;20;6;1
2019-08-31 11:45:00;77;1;0;0;2;92;24;92;15;11;0
2019-08-31 12:00:00;78;2;2;0;0;71;16;74;18;7;0
2019-08-31 12:15:00;94;2;2;0;0;92;23;90;14;5;1
2019-08-31 12:30:00;81;1;0;1;1;102;19;101;18;11;0
2019-08-31 12:45:00;61;4;3;0;0;86;18;86;14;9;0
2019-08-31 13:00:00;75;0;0;1;0;82;25;81;21;14;0
2019-08-31 13:15:00;84;2;1;1;0;78;13;80;15;9;0
2019-08-31 13:30:00;83;2;0;2;2;86;21;86;22;9;1
2019-08-31 13:45:00;81;2;2;0;2;97;12;97;18;9;0
2019-08-31 14:00:00;91;4;4;0;2;125;10;125;17;7;0
2019-08-31 14:15:00;91;6;2;1;3;105;12;106;12;5;3
2019-08-31 14:30:00;80;0;0;3;3;100;14;99;18;7;2
2019-08-31 14:45:00;95;2;0;0;0;106;15;106;9;6;0
2019-08-31 15:00:00;63;3;3;0;2;88;13;88;11;6;0
2019-08-31 15:15:00;67;7;5;1;0;76;7;76;11;3;0
2019-08-31 15:30:00;73;3;0;0;0;91;7;90;9;4;0
2019-08-31 15:45:00;60;2;0;1;0;71;6;70;9;9;1
2019-08-31 16:00:00;68;1;2;0;0;74;9;73;15;2;0
2019-08-31 16:15:00;79;4;1;0;2;82;9;82;7;3;0
2019-08-31 16:30:00;74;0;0;1;1;77;9;77;5;6;0
2019-08-31 16:45:00;67;1;2;0;3;72;5;74;6;2;0
2019-08-31 17:00:00;53;0;0;1;1;73;3;72;1;1;0
2019-08-31 17:15:00;87;2;3;1;1;84;10;84;4;3;0
2019-08-31 17:30:00;82;3;1;2;0;78;7;78;5;2;0
2019-08-31 17:45:00;80;6;4;1;0;79;9;78;4;1;0
2019-08-31 18:00:00;65;0;0;0;3;74;4;74;2;3;1
2019-08-31 18:15:00;65;1;1;0;0;78;3;78;2;2;0
2019-08-31 18:30:00;67;3;2;0;0;52;5;53;3;2;0
2019-08-31 18:45:00;73;1;1;1;1;62;2;61;0;0;0
2019-08-31 19:00:00;62;3;2;2;2;69;2;69;2;2;1
2019-08-31 19:15:00;58;4;1;0;0;59;4;59;1;3;0
2019-08-31 19:30:00;55;4;4;0;0;51;7;52;1;0;0
2019-08-31 19:45:00;40;3;2;0;1;47;6;47;5;0;0
2019-08-31 20:00:00;48;3;2;2;1;38;5;39;3;4;0
2019-08-31 20:15:00;32;2;2;1;1;48;5;47;7;1;0
2019-08-31 20:30:00;44;3;1;0;0;45;5;45;1;2;0
2019-08-31 20:45:00;28;2;1;0;0;31;2;31;2;2;0
2019-08-31 21:00:00;38;3;1;0;0;37;5;38;7;3;0
2019-08-31 21:15:00;27;1;0;0;0;36;0;35;4;1;0
2019-08-31 21:30:00;29;1;0;0;1;34;2;34;3;3;0
2019-08-31 21:45:00;34;5;4;1;1;23;3;24;3;1;0
2019-08-31 22:00:00;27;3;4;0;0;41;4;40;2;4;0
2019-08-31 22:15:00;18;1;1;0;0;33;3;33;2;1;0
2019-08-31 22:30:00;24;0;0;0;0;27;1;27;3;1;0
2019-08-31 22:45:00;28;3;1;0;0;24;1;24;1;0;0
2019-08-31 23:00:00;17;1;1;0;0;15;2;15;0;0;0
2019-08-31 23:15:00;19;2;1;2;0;38;4;38;0;0;0
2019-08-31 23:30:00;19;3;2;0;0;26;2;26;0;0;0
2019-08-31 23:45:00;9;2;0;0;0;21;3;21;0;1;0
