DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-02-15 00:00:00;12;12;20;10;0;0
2020-02-15 00:15:00;27;9;22;11;0;0
2020-02-15 00:30:00;19;13;20;20;0;0
2020-02-15 00:45:00;11;13;14;11;0;0
2020-02-15 01:00:00;14;10;20;14;0;0
2020-02-15 01:15:00;16;7;5;5;0;0
2020-02-15 01:30:00;19;6;7;7;0;0
2020-02-15 01:45:00;22;8;7;3;0;0
2020-02-15 02:00:00;18;9;11;12;0;0
2020-02-15 02:15:00;15;13;6;6;0;0
2020-02-15 02:30:00;9;4;7;5;0;0
2020-02-15 02:45:00;8;5;12;2;0;0
2020-02-15 03:00:00;6;4;11;3;0;0
2020-02-15 03:15:00;6;2;7;6;0;0
2020-02-15 03:30:00;9;6;12;3;0;0
2020-02-15 03:45:00;12;8;6;8;0;0
2020-02-15 04:00:00;6;5;8;3;0;0
2020-02-15 04:15:00;7;8;4;2;0;0
2020-02-15 04:30:00;9;7;7;4;0;0
2020-02-15 04:45:00;13;6;20;10;0;0
2020-02-15 05:00:00;14;5;54;34;0;0
2020-02-15 05:15:00;30;17;53;38;0;0
2020-02-15 05:30:00;41;38;69;52;0;0
2020-02-15 05:45:00;69;78;31;21;0;0
2020-02-15 06:00:00;68;63;21;20;0;0
2020-02-15 06:15:00;61;56;33;23;0;0
2020-02-15 06:30:00;31;30;39;22;0;0
2020-02-15 06:45:00;34;20;28;25;0;0
2020-02-15 07:00:00;29;28;37;24;0;0
2020-02-15 07:15:00;31;19;35;20;2;0
2020-02-15 07:30:00;31;27;39;30;0;0
2020-02-15 07:45:00;67;59;47;35;9;0
2020-02-15 08:00:00;57;46;45;28;0;0
2020-02-15 08:15:00;46;35;37;18;2;0
2020-02-15 08:30:00;55;48;42;24;1;0
2020-02-15 08:45:00;65;49;59;41;3;0
2020-02-15 09:00:00;64;52;67;51;4;0
2020-02-15 09:15:00;66;46;73;61;5;0
2020-02-15 09:30:00;78;60;74;59;5;0
2020-02-15 09:45:00;89;85;89;86;7;1
2020-02-15 10:00:00;101;94;84;58;17;1
2020-02-15 10:15:00;103;87;104;75;26;0
2020-02-15 10:30:00;94;93;99;76;14;0
2020-02-15 10:45:00;84;76;95;77;21;1
2020-02-15 11:00:00;107;104;94;73;11;3
2020-02-15 11:15:00;108;104;92;68;5;0
2020-02-15 11:30:00;93;89;106;78;7;0
2020-02-15 11:45:00;99;93;96;71;16;3
2020-02-15 12:00:00;106;87;98;77;49;0
2020-02-15 12:15:00;114;89;106;87;12;0
2020-02-15 12:30:00;90;89;107;86;35;9
2020-02-15 12:45:00;104;104;98;82;3;0
2020-02-15 13:00:00;107;110;104;98;4;0
2020-02-15 13:15:00;119;96;108;86;12;0
2020-02-15 13:30:00;100;103;95;79;10;0
2020-02-15 13:45:00;125;122;107;96;10;0
2020-02-15 14:00:00;121;103;102;81;8;3
2020-02-15 14:15:00;137;133;123;98;19;6
2020-02-15 14:30:00;128;139;111;113;24;8
2020-02-15 14:45:00;117;136;87;77;6;3
2020-02-15 15:00:00;118;119;92;86;12;0
2020-02-15 15:15:00;136;113;124;94;9;0
2020-02-15 15:30:00;95;97;79;70;5;0
2020-02-15 15:45:00;105;110;104;103;57;7
2020-02-15 16:00:00;124;98;104;103;19;0
2020-02-15 16:15:00;112;102;111;90;4;0
2020-02-15 16:30:00;108;107;101;102;6;1
2020-02-15 16:45:00;89;93;82;78;4;0
2020-02-15 17:00:00;89;103;79;74;3;0
2020-02-15 17:15:00;115;100;125;112;32;0
2020-02-15 17:30:00;100;108;89;79;10;0
2020-02-15 17:45:00;117;117;123;86;11;0
2020-02-15 18:00:00;91;100;74;88;13;0
2020-02-15 18:15:00;107;104;98;96;5;0
2020-02-15 18:30:00;89;77;98;81;6;0
2020-02-15 18:45:00;108;112;93;81;4;0
2020-02-15 19:00:00;90;78;72;57;0;0
2020-02-15 19:15:00;91;75;73;63;0;0
2020-02-15 19:30:00;80;87;77;64;2;0
2020-02-15 19:45:00;53;52;57;41;0;0
2020-02-15 20:00:00;69;71;67;72;1;0
2020-02-15 20:15:00;54;76;55;39;0;0
2020-02-15 20:30:00;51;62;57;46;5;0
2020-02-15 20:45:00;46;40;43;33;0;0
2020-02-15 21:00:00;48;46;54;37;0;0
2020-02-15 21:15:00;34;30;46;29;0;0
2020-02-15 21:30:00;40;33;40;24;0;0
2020-02-15 21:45:00;29;27;39;28;0;0
2020-02-15 22:00:00;37;35;35;25;0;0
2020-02-15 22:15:00;39;48;32;30;0;0
2020-02-15 22:30:00;36;27;20;24;0;0
2020-02-15 22:45:00;27;28;41;30;0;0
2020-02-15 23:00:00;37;28;29;22;0;0
2020-02-15 23:15:00;32;22;26;18;0;0
2020-02-15 23:30:00;21;22;31;15;0;0
2020-02-15 23:45:00;25;18;19;14;0;0
