DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-01-06 00:00:00;9;8;7;1;2;0;14;11
2020-01-06 00:15:00;1;11;11;3;4;0;13;11
2020-01-06 00:30:00;5;12;10;1;4;0;15;5
2020-01-06 00:45:00;8;4;4;0;1;0;11;2
2020-01-06 01:00:00;8;17;17;3;5;0;10;7
2020-01-06 01:15:00;4;11;11;1;2;0;11;4
2020-01-06 01:30:00;4;10;10;2;3;0;7;6
2020-01-06 01:45:00;7;14;14;0;1;0;7;6
2020-01-06 02:00:00;2;6;7;0;2;0;11;7
2020-01-06 02:15:00;1;2;2;1;1;0;12;6
2020-01-06 02:30:00;1;4;4;1;2;0;1;0
2020-01-06 02:45:00;2;7;8;0;1;0;2;0
2020-01-06 03:00:00;1;4;4;0;2;0;4;4
2020-01-06 03:15:00;3;2;2;0;0;0;3;4
2020-01-06 03:30:00;2;7;7;0;0;0;3;3
2020-01-06 03:45:00;3;5;5;0;0;0;3;1
2020-01-06 04:00:00;3;5;4;0;4;0;3;1
2020-01-06 04:15:00;0;5;5;0;2;0;6;3
2020-01-06 04:30:00;3;3;3;0;1;0;5;2
2020-01-06 04:45:00;5;1;2;0;1;0;4;3
2020-01-06 05:00:00;3;7;7;1;6;0;5;7
2020-01-06 05:15:00;3;4;4;1;1;0;7;3
2020-01-06 05:30:00;7;3;3;2;5;0;7;1
2020-01-06 05:45:00;9;5;4;2;2;0;10;6
2020-01-06 06:00:00;5;5;6;1;5;0;11;3
2020-01-06 06:15:00;9;9;9;1;2;0;14;4
2020-01-06 06:30:00;3;8;8;1;4;0;7;3
2020-01-06 06:45:00;7;6;6;0;1;0;7;8
2020-01-06 07:00:00;5;5;5;0;5;0;7;3
2020-01-06 07:15:00;6;6;6;0;0;0;7;5
2020-01-06 07:30:00;7;9;8;4;6;0;6;4
2020-01-06 07:45:00;9;6;6;2;3;0;6;3
2020-01-06 08:00:00;9;14;14;3;4;0;21;8
2020-01-06 08:15:00;11;9;11;0;4;0;8;7
2020-01-06 08:30:00;11;13;13;4;4;0;15;7
2020-01-06 08:45:00;10;12;12;2;3;0;13;7
2020-01-06 09:00:00;18;15;15;3;6;0;15;7
2020-01-06 09:15:00;17;19;19;3;5;0;14;7
2020-01-06 09:30:00;20;19;17;9;9;0;20;12
2020-01-06 09:45:00;10;20;21;7;9;0;28;23
2020-01-06 10:00:00;32;30;31;9;10;0;33;16
2020-01-06 10:15:00;25;20;20;5;7;0;30;17
2020-01-06 10:30:00;26;25;24;7;9;0;27;14
2020-01-06 10:45:00;40;33;30;5;12;0;29;21
2020-01-06 11:00:00;29;30;28;9;9;0;37;21
2020-01-06 11:15:00;35;34;35;12;15;0;33;19
2020-01-06 11:30:00;48;41;41;18;23;0;44;26
2020-01-06 11:45:00;55;44;42;20;44;0;45;30
2020-01-06 12:00:00;49;35;35;10;11;0;47;30
2020-01-06 12:15:00;48;47;50;14;15;0;43;31
2020-01-06 12:30:00;45;34;31;14;45;0;46;33
2020-01-06 12:45:00;44;43;43;15;16;0;46;25
2020-01-06 13:00:00;51;39;38;17;19;0;57;34
2020-01-06 13:15:00;53;44;42;11;18;0;56;43
2020-01-06 13:30:00;53;51;52;13;21;0;63;37
2020-01-06 13:45:00;66;54;50;11;21;0;59;27
2020-01-06 14:00:00;75;51;50;18;15;0;58;35
2020-01-06 14:15:00;62;55;54;14;22;0;61;47
2020-01-06 14:30:00;50;41;40;7;18;0;49;24
2020-01-06 14:45:00;55;43;46;20;17;0;48;37
2020-01-06 15:00:00;57;60;60;21;23;0;52;39
2020-01-06 15:15:00;45;39;40;14;15;0;47;29
2020-01-06 15:30:00;68;51;52;11;17;0;41;25
2020-01-06 15:45:00;50;36;35;5;14;0;56;38
2020-01-06 16:00:00;61;68;64;14;41;0;49;25
2020-01-06 16:15:00;50;49;48;12;11;0;49;21
2020-01-06 16:30:00;70;69;63;12;11;0;38;30
2020-01-06 16:45:00;54;53;53;8;18;0;51;28
2020-01-06 17:00:00;71;55;55;7;13;0;55;31
2020-01-06 17:15:00;60;54;50;11;13;0;60;31
2020-01-06 17:30:00;45;43;42;15;22;0;44;19
2020-01-06 17:45:00;51;45;45;10;63;0;50;26
2020-01-06 18:00:00;41;38;38;10;14;0;51;33
2020-01-06 18:15:00;41;36;37;12;18;0;52;35
2020-01-06 18:30:00;31;35;34;13;16;0;52;31
2020-01-06 18:45:00;42;43;42;10;20;0;44;26
2020-01-06 19:00:00;54;50;48;7;13;0;39;28
2020-01-06 19:15:00;34;37;36;10;12;0;48;16
2020-01-06 19:30:00;36;37;38;7;7;0;55;29
2020-01-06 19:45:00;35;31;29;5;5;0;30;18
2020-01-06 20:00:00;30;32;33;8;9;0;45;25
2020-01-06 20:15:00;25;29;28;9;9;0;36;14
2020-01-06 20:30:00;30;37;37;8;8;0;30;21
2020-01-06 20:45:00;28;23;23;6;10;0;30;8
2020-01-06 21:00:00;30;22;21;4;2;0;26;16
2020-01-06 21:15:00;35;24;24;4;5;0;27;12
2020-01-06 21:30:00;24;28;25;7;5;0;25;8
2020-01-06 21:45:00;21;28;28;2;5;0;22;15
2020-01-06 22:00:00;17;14;14;5;5;0;31;14
2020-01-06 22:15:00;23;23;23;4;4;0;19;9
2020-01-06 22:30:00;16;18;19;3;4;0;19;9
2020-01-06 22:45:00;13;19;18;2;6;0;20;4
2020-01-06 23:00:00;10;17;17;2;2;0;14;12
2020-01-06 23:15:00;7;9;10;3;6;0;9;10
2020-01-06 23:30:00;4;8;8;2;4;0;6;7
2020-01-06 23:45:00;4;10;10;1;5;0;8;6
