DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-07-02 00:00:00;8;4;4;2;1;0;2;2;0;0
2020-07-02 00:15:00;4;7;1;2;3;0;1;1;0;0
2020-07-02 00:30:00;3;5;7;2;0;1;2;1;0;0
2020-07-02 00:45:00;1;5;3;2;1;1;0;0;0;0
2020-07-02 01:00:00;2;3;4;0;0;0;0;1;0;0
2020-07-02 01:15:00;3;2;1;0;1;2;0;4;0;0
2020-07-02 01:30:00;3;6;4;3;0;0;3;0;0;0
2020-07-02 01:45:00;5;6;5;2;1;1;0;0;0;0
2020-07-02 02:00:00;4;7;4;2;3;1;1;3;0;0
2020-07-02 02:15:00;6;3;2;0;0;1;1;1;0;0
2020-07-02 02:30:00;2;5;2;2;0;1;0;0;0;0
2020-07-02 02:45:00;0;1;2;1;0;0;0;1;0;0
2020-07-02 03:00:00;4;4;3;1;0;0;2;2;0;0
2020-07-02 03:15:00;2;3;3;2;1;1;2;2;0;0
2020-07-02 03:30:00;2;4;4;3;0;0;2;1;0;0
2020-07-02 03:45:00;5;5;2;1;0;0;0;0;0;0
2020-07-02 04:00:00;3;3;1;2;1;0;0;0;0;0
2020-07-02 04:15:00;3;5;4;2;2;1;0;1;0;0
2020-07-02 04:30:00;13;5;5;0;2;0;1;0;0;0
2020-07-02 04:45:00;19;6;12;0;0;0;2;2;0;0
2020-07-02 05:00:00;78;16;37;3;1;0;0;1;0;0
2020-07-02 05:15:00;128;6;162;9;2;6;2;8;0;0
2020-07-02 05:30:00;156;23;175;18;5;10;15;23;1;8
2020-07-02 05:45:00;128;40;74;6;28;6;74;63;0;0
2020-07-02 06:00:00;55;36;56;11;61;1;125;96;0;0
2020-07-02 06:15:00;57;24;92;4;12;1;28;35;0;0
2020-07-02 06:30:00;61;34;86;5;10;2;14;8;0;0
2020-07-02 06:45:00;72;35;85;5;1;4;6;4;0;0
2020-07-02 07:00:00;60;38;68;1;2;1;10;5;0;0
2020-07-02 07:15:00;65;52;76;8;2;4;5;9;0;0
2020-07-02 07:30:00;68;62;112;10;3;4;14;8;17;11
2020-07-02 07:45:00;66;63;111;9;1;6;10;11;1;0
2020-07-02 08:00:00;74;56;99;4;4;3;11;10;0;0
2020-07-02 08:15:00;54;47;84;10;7;6;11;10;1;0
2020-07-02 08:30:00;66;53;68;5;8;6;10;6;0;0
2020-07-02 08:45:00;52;40;61;3;6;4;9;12;5;0
2020-07-02 09:00:00;31;40;54;4;8;1;8;12;3;0
2020-07-02 09:15:00;42;41;56;6;7;2;7;10;0;0
2020-07-02 09:30:00;47;41;38;7;1;3;4;9;21;2
2020-07-02 09:45:00;40;47;44;8;7;4;7;13;0;1
2020-07-02 10:00:00;34;44;47;5;3;1;10;14;0;1
2020-07-02 10:15:00;29;33;42;6;5;6;13;7;2;0
2020-07-02 10:30:00;31;38;74;3;7;4;4;10;1;3
2020-07-02 10:45:00;42;52;54;6;4;2;9;11;2;0
2020-07-02 11:00:00;37;55;71;3;5;1;12;9;3;7
2020-07-02 11:15:00;37;56;80;4;6;0;16;10;2;3
2020-07-02 11:30:00;36;52;90;5;9;4;16;10;0;0
2020-07-02 11:45:00;41;58;67;4;7;6;15;13;0;2
2020-07-02 12:00:00;33;35;71;4;11;3;19;11;2;0
2020-07-02 12:15:00;37;43;74;5;10;4;19;15;0;0
2020-07-02 12:30:00;36;40;60;7;8;2;17;13;0;0
2020-07-02 12:45:00;44;57;64;5;6;4;20;20;0;0
2020-07-02 13:00:00;66;61;63;4;9;4;9;11;1;0
2020-07-02 13:15:00;88;52;90;3;9;8;20;42;4;0
2020-07-02 13:30:00;96;54;109;9;9;5;23;7;0;0
2020-07-02 13:45:00;150;42;102;9;10;7;31;26;0;0
2020-07-02 14:00:00;88;70;93;10;14;11;59;59;1;2
2020-07-02 14:15:00;48;73;72;8;35;5;137;75;1;0
2020-07-02 14:30:00;39;84;70;7;45;5;190;81;12;4
2020-07-02 14:45:00;30;82;57;11;59;2;81;44;0;0
2020-07-02 15:00:00;57;87;78;1;14;4;41;33;4;10
2020-07-02 15:15:00;34;67;58;9;14;2;39;23;0;0
2020-07-02 15:30:00;44;84;67;12;12;5;40;24;0;0
2020-07-02 15:45:00;41;60;71;5;7;5;36;15;1;0
2020-07-02 16:00:00;59;82;96;7;11;3;41;26;2;0
2020-07-02 16:15:00;44;69;73;10;15;3;37;22;7;8
2020-07-02 16:30:00;48;69;75;7;21;8;33;20;3;2
2020-07-02 16:45:00;38;68;68;0;9;4;26;17;2;4
2020-07-02 17:00:00;39;68;79;8;9;4;28;16;8;8
2020-07-02 17:15:00;38;57;66;8;10;3;20;17;2;6
2020-07-02 17:30:00;37;59;79;7;9;6;20;18;2;0
2020-07-02 17:45:00;38;57;57;5;12;4;23;22;2;0
2020-07-02 18:00:00;33;40;59;7;5;1;20;10;4;36
2020-07-02 18:15:00;40;58;68;6;7;5;15;11;2;1
2020-07-02 18:30:00;30;56;67;5;9;2;13;12;1;1
2020-07-02 18:45:00;24;41;55;6;4;2;13;11;2;11
2020-07-02 19:00:00;25;35;52;4;9;2;14;12;2;0
2020-07-02 19:15:00;35;37;67;7;6;4;7;9;1;5
2020-07-02 19:30:00;34;32;65;4;8;6;3;7;1;0
2020-07-02 19:45:00;21;18;41;3;1;3;6;7;0;0
2020-07-02 20:00:00;27;25;41;5;1;1;6;12;2;3
2020-07-02 20:15:00;22;26;31;5;1;2;4;8;0;0
2020-07-02 20:30:00;33;16;24;5;1;0;3;5;0;0
2020-07-02 20:45:00;43;15;44;5;4;1;2;14;1;1
2020-07-02 21:00:00;81;24;73;0;0;1;5;7;4;9
2020-07-02 21:15:00;152;15;89;6;3;8;5;11;0;0
2020-07-02 21:30:00;104;23;65;4;9;5;11;21;0;0
2020-07-02 21:45:00;34;23;30;4;29;3;41;29;2;0
2020-07-02 22:00:00;29;36;21;8;42;0;61;54;4;0
2020-07-02 22:15:00;15;16;14;4;22;1;17;23;0;0
2020-07-02 22:30:00;9;14;10;0;3;0;4;6;0;0
2020-07-02 22:45:00;7;8;8;3;1;0;3;4;0;0
2020-07-02 23:00:00;5;12;7;2;1;2;3;3;0;0
2020-07-02 23:15:00;3;5;8;3;1;0;4;5;0;0
2020-07-02 23:30:00;5;6;5;2;0;0;2;0;0;0
2020-07-02 23:45:00;5;6;6;2;1;0;1;3;0;0
