DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2019-12-27 00:00:00;3;4;6;1;0;0;0;0;0;0
2019-12-27 00:15:00;3;4;5;1;0;0;0;0;0;0
2019-12-27 00:30:00;4;4;2;1;0;0;0;0;0;0
2019-12-27 00:45:00;2;4;4;0;0;0;0;2;0;0
2019-12-27 01:00:00;5;4;1;3;0;0;0;2;0;0
2019-12-27 01:15:00;5;5;6;3;0;0;0;0;0;0
2019-12-27 01:30:00;1;2;3;1;0;0;0;0;0;0
2019-12-27 01:45:00;3;3;2;1;0;0;0;0;0;0
2019-12-27 02:00:00;1;2;2;0;0;0;0;1;0;0
2019-12-27 02:15:00;2;4;2;0;0;0;0;3;0;0
2019-12-27 02:30:00;2;2;3;2;0;0;0;1;0;0
2019-12-27 02:45:00;5;5;3;0;0;0;0;3;0;0
2019-12-27 03:00:00;7;8;6;2;0;0;0;1;0;0
2019-12-27 03:15:00;1;3;4;1;0;0;0;0;0;0
2019-12-27 03:30:00;3;2;3;1;0;0;0;0;0;0
2019-12-27 03:45:00;3;5;2;2;0;0;0;1;0;0
2019-12-27 04:00:00;2;3;2;0;0;0;0;0;0;0
2019-12-27 04:15:00;2;2;1;0;0;0;0;0;0;0
2019-12-27 04:30:00;2;1;1;1;0;0;1;1;0;0
2019-12-27 04:45:00;4;5;2;0;0;0;0;0;0;0
2019-12-27 05:00:00;5;3;1;1;0;0;3;0;0;0
2019-12-27 05:15:00;4;4;6;1;0;0;0;2;0;0
2019-12-27 05:30:00;11;3;15;1;0;1;2;3;0;0
2019-12-27 05:45:00;22;6;7;2;2;4;1;2;0;0
2019-12-27 06:00:00;5;8;9;1;0;0;2;0;0;0
2019-12-27 06:15:00;16;16;5;0;1;0;1;4;0;0
2019-12-27 06:30:00;10;14;13;2;0;0;0;3;0;0
2019-12-27 06:45:00;4;7;20;2;1;0;1;1;0;0
2019-12-27 07:00:00;5;11;10;0;0;0;2;0;0;0
2019-12-27 07:15:00;6;5;13;3;3;6;2;1;0;0
2019-12-27 07:30:00;11;17;20;3;0;4;2;2;0;0
2019-12-27 07:45:00;15;25;19;2;1;2;2;4;0;0
2019-12-27 08:00:00;16;25;20;1;3;2;1;2;0;0
2019-12-27 08:15:00;15;31;18;3;1;2;1;3;0;0
2019-12-27 08:30:00;19;27;21;4;2;2;1;3;0;1
2019-12-27 08:45:00;20;25;28;5;3;3;4;3;2;0
2019-12-27 09:00:00;18;39;31;5;1;1;3;4;1;0
2019-12-27 09:15:00;24;44;33;2;2;3;8;4;3;2
2019-12-27 09:30:00;18;29;32;4;4;1;7;4;0;0
2019-12-27 09:45:00;25;44;56;9;4;7;6;4;0;0
2019-12-27 10:00:00;29;50;45;7;4;8;7;3;0;0
2019-12-27 10:15:00;24;60;49;6;3;2;6;6;0;0
2019-12-27 10:30:00;37;55;70;1;3;5;8;6;1;1
2019-12-27 10:45:00;41;71;68;5;7;8;7;9;15;2
2019-12-27 11:00:00;43;64;73;5;1;1;6;5;2;0
2019-12-27 11:15:00;41;62;62;3;5;7;9;6;0;2
2019-12-27 11:30:00;22;57;81;1;6;5;5;5;2;1
2019-12-27 11:45:00;32;55;73;3;6;4;8;12;4;2
2019-12-27 12:00:00;26;44;80;5;4;2;10;11;2;1
2019-12-27 12:15:00;33;58;80;2;7;1;9;5;2;0
2019-12-27 12:30:00;28;48;62;4;5;12;9;6;5;3
2019-12-27 12:45:00;26;49;60;5;4;3;5;5;1;7
2019-12-27 13:00:00;31;59;63;1;0;4;6;7;1;0
2019-12-27 13:15:00;36;77;64;3;2;5;6;8;2;7
2019-12-27 13:30:00;33;57;65;4;5;4;6;4;6;0
2019-12-27 13:45:00;28;59;62;9;1;4;8;6;3;0
2019-12-27 14:00:00;36;49;76;4;6;5;7;11;1;3
2019-12-27 14:15:00;38;52;68;7;3;4;7;12;0;0
2019-12-27 14:30:00;32;62;77;5;15;4;19;12;6;8
2019-12-27 14:45:00;27;49;69;4;4;6;7;7;3;0
2019-12-27 15:00:00;30;66;74;7;4;0;12;10;0;0
2019-12-27 15:15:00;20;51;56;5;2;4;5;5;2;3
2019-12-27 15:30:00;31;45;54;3;7;5;5;5;0;4
2019-12-27 15:45:00;22;35;66;1;3;4;8;8;2;0
2019-12-27 16:00:00;39;57;57;5;4;8;11;10;2;5
2019-12-27 16:15:00;16;47;68;4;5;5;5;8;0;6
2019-12-27 16:30:00;27;41;65;2;4;3;8;7;3;1
2019-12-27 16:45:00;23;44;65;8;2;3;7;9;3;2
2019-12-27 17:00:00;32;64;61;3;3;7;2;7;0;4
2019-12-27 17:15:00;17;36;58;2;2;2;8;13;5;8
2019-12-27 17:30:00;17;33;69;6;2;3;5;2;6;28
2019-12-27 17:45:00;20;32;47;4;3;2;5;5;1;0
2019-12-27 18:00:00;27;37;70;3;4;3;10;4;1;0
2019-12-27 18:15:00;26;51;45;4;1;2;4;5;0;0
2019-12-27 18:30:00;16;44;53;7;4;2;0;4;3;0
2019-12-27 18:45:00;19;31;50;6;0;3;2;5;1;3
2019-12-27 19:00:00;28;38;47;3;0;3;5;2;1;0
