DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-10-24 00:00:00;5;0;0;0;0;5;3;5;2;4;0
2020-10-24 00:15:00;4;0;0;0;0;6;0;6;0;0;0
2020-10-24 00:30:00;7;2;1;0;0;13;2;13;0;0;0
2020-10-24 00:45:00;2;3;2;0;0;7;0;7;0;0;0
2020-10-24 01:00:00;3;2;1;0;0;5;0;5;0;0;0
2020-10-24 01:15:00;6;3;3;0;0;4;2;4;0;0;0
2020-10-24 01:30:00;4;2;0;0;0;2;1;2;0;0;0
2020-10-24 01:45:00;1;0;0;0;0;2;0;2;0;0;0
2020-10-24 02:00:00;2;2;2;0;0;4;2;4;0;0;0
2020-10-24 02:15:00;3;1;0;0;0;7;2;7;0;0;0
2020-10-24 02:30:00;2;0;0;0;0;1;0;1;0;0;0
2020-10-24 02:45:00;1;0;0;0;0;4;1;4;0;0;0
2020-10-24 03:00:00;1;0;1;0;0;2;2;2;1;0;0
2020-10-24 03:15:00;5;6;4;0;0;1;4;1;0;0;0
2020-10-24 03:30:00;0;3;0;0;0;5;0;5;0;1;0
2020-10-24 03:45:00;2;1;1;0;0;1;1;1;0;0;0
2020-10-24 04:00:00;1;0;0;0;0;3;2;3;0;0;0
2020-10-24 04:15:00;0;1;1;0;0;4;2;4;0;0;0
2020-10-24 04:30:00;6;3;4;0;0;3;2;3;1;1;0
2020-10-24 04:45:00;8;3;2;0;0;9;1;9;0;0;0
2020-10-24 05:00:00;14;5;2;0;0;11;2;11;0;0;0
2020-10-24 05:15:00;19;3;2;0;0;6;0;6;0;1;0
2020-10-24 05:30:00;19;4;3;0;1;10;3;9;0;0;0
2020-10-24 05:45:00;10;4;3;0;0;7;2;7;0;0;0
2020-10-24 06:00:00;22;4;3;0;0;22;2;22;0;0;0
2020-10-24 06:15:00;21;5;1;0;0;23;4;22;0;0;0
2020-10-24 06:30:00;24;3;2;0;0;20;2;20;0;0;0
2020-10-24 06:45:00;21;3;3;0;0;17;1;17;2;0;0
2020-10-24 07:00:00;17;2;1;0;0;15;0;15;0;0;0
2020-10-24 07:15:00;34;3;1;0;0;19;0;19;0;0;0
2020-10-24 07:30:00;43;1;1;0;0;24;4;24;0;0;0
2020-10-24 07:45:00;51;2;1;0;1;19;8;19;1;2;0
2020-10-24 08:00:00;39;1;2;0;0;24;4;24;3;1;0
2020-10-24 08:15:00;37;1;1;0;0;19;2;19;1;2;0
2020-10-24 08:30:00;59;2;1;0;0;38;8;38;2;1;0
2020-10-24 08:45:00;56;2;2;0;0;29;12;29;2;1;0
2020-10-24 09:00:00;60;1;1;0;0;33;11;33;3;1;0
2020-10-24 09:15:00;64;1;0;0;0;48;15;49;10;9;0
2020-10-24 09:30:00;94;0;0;0;0;46;19;47;9;5;0
2020-10-24 09:45:00;106;5;4;0;0;43;18;44;9;7;1
2020-10-24 10:00:00;100;2;1;0;0;56;26;55;15;4;1
2020-10-24 10:15:00;98;2;1;0;0;61;11;61;21;3;0
2020-10-24 10:30:00;98;0;0;0;2;70;20;71;18;12;0
2020-10-24 10:45:00;109;2;1;0;3;85;23;84;14;7;0
2020-10-24 11:00:00;95;1;0;0;2;88;20;89;22;6;0
2020-10-24 11:15:00;96;2;2;1;1;100;20;99;14;11;0
2020-10-24 11:30:00;91;2;1;1;1;88;28;88;19;12;0
2020-10-24 11:45:00;102;2;0;0;1;94;34;94;23;6;0
2020-10-24 12:00:00;116;0;0;0;0;82;31;82;14;12;0
2020-10-24 12:15:00;93;1;1;0;1;95;25;94;21;10;0
2020-10-24 12:30:00;100;1;0;0;0;117;18;117;30;7;0
2020-10-24 12:45:00;86;4;2;0;1;101;20;101;15;8;2
2020-10-24 13:00:00;100;5;2;0;0;107;28;106;21;7;0
2020-10-24 13:15:00;105;1;0;0;0;93;11;93;20;7;0
2020-10-24 13:30:00;102;4;1;2;0;95;26;95;19;11;0
2020-10-24 13:45:00;107;1;2;0;2;99;19;99;24;9;0
2020-10-24 14:00:00;95;2;2;0;0;102;19;102;46;8;0
2020-10-24 14:15:00;88;3;3;1;0;92;13;93;20;7;1
2020-10-24 14:30:00;109;1;0;1;0;91;22;91;13;6;1
2020-10-24 14:45:00;91;1;0;1;0;90;19;90;14;11;1
2020-10-24 15:00:00;93;2;1;0;0;96;17;97;16;4;1
2020-10-24 15:15:00;98;7;5;0;1;94;20;93;20;11;0
2020-10-24 15:30:00;93;6;2;0;0;104;17;103;20;9;0
2020-10-24 15:45:00;90;2;0;1;1;98;27;98;24;7;0
2020-10-24 16:00:00;84;3;3;0;0;101;8;102;22;7;1
2020-10-24 16:15:00;91;1;2;0;0;101;7;100;13;2;0
2020-10-24 16:30:00;91;2;3;0;0;107;11;106;8;6;2
2020-10-24 16:45:00;75;4;3;1;1;93;7;93;8;2;0
2020-10-24 17:00:00;82;1;1;0;3;82;5;81;4;3;0
2020-10-24 17:15:00;75;2;1;1;1;105;10;106;8;4;0
2020-10-24 17:30:00;94;0;0;0;0;72;9;71;2;1;0
2020-10-24 17:45:00;67;4;2;1;1;87;11;88;4;5;0
2020-10-24 18:00:00;67;5;4;1;1;76;9;78;3;1;0
2020-10-24 18:15:00;77;4;1;1;0;80;4;79;4;2;0
2020-10-24 18:30:00;71;4;3;0;0;83;7;83;7;4;0
2020-10-24 18:45:00;53;4;3;0;0;62;4;62;7;3;0
2020-10-24 19:00:00;41;3;3;0;1;65;8;65;5;0;0
