DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2019-09-18 00:00:00;18;19;13;10;6;1;0;5;0;2;3
2019-09-18 00:15:00;7;9;7;13;7;1;1;7;0;1;2
2019-09-18 00:30:00;8;8;9;8;3;1;20;2;0;3;2
2019-09-18 00:45:00;4;6;8;8;7;3;1;1;0;2;0
2019-09-18 01:00:00;10;13;2;11;5;1;2;0;0;0;0
2019-09-18 01:15:00;5;8;4;7;3;2;3;2;0;4;1
2019-09-18 01:30:00;9;10;9;7;4;1;0;3;0;1;1
2019-09-18 01:45:00;6;6;2;5;2;0;0;2;0;0;2
2019-09-18 02:00:00;10;11;6;5;3;1;1;2;0;1;0
2019-09-18 02:15:00;7;9;5;4;0;1;0;0;0;2;0
2019-09-18 02:30:00;4;5;3;2;4;2;1;0;0;2;0
2019-09-18 02:45:00;5;6;5;4;3;0;0;2;0;2;1
2019-09-18 03:00:00;6;12;4;6;2;2;0;0;0;1;2
2019-09-18 03:15:00;11;11;10;4;1;6;0;0;0;1;0
2019-09-18 03:30:00;5;11;6;7;4;3;0;2;0;1;1
2019-09-18 03:45:00;7;8;6;6;3;3;1;2;0;0;0
2019-09-18 04:00:00;7;9;8;6;8;1;1;1;0;2;1
2019-09-18 04:15:00;14;16;10;6;3;0;0;0;0;5;3
2019-09-18 04:30:00;19;19;9;10;9;3;0;5;0;4;6
2019-09-18 04:45:00;43;44;29;9;14;7;1;7;0;5;9
2019-09-18 05:00:00;59;64;52;17;20;15;3;13;0;19;15
2019-09-18 05:15:00;68;71;57;19;17;18;4;11;0;19;20
2019-09-18 05:30:00;98;105;103;32;32;20;5;28;0;23;29
2019-09-18 05:45:00;85;98;81;47;46;16;6;33;0;24;27
2019-09-18 06:00:00;89;110;81;44;48;17;2;52;0;19;26
2019-09-18 06:15:00;124;149;119;59;41;20;7;45;0;30;30
2019-09-18 06:30:00;136;157;130;62;60;33;33;42;0;33;53
2019-09-18 06:45:00;150;178;162;78;66;59;15;36;0;38;54
2019-09-18 07:00:00;144;172;136;92;60;42;18;39;0;38;57
2019-09-18 07:15:00;141;166;148;116;91;82;40;34;0;47;81
2019-09-18 07:30:00;140;181;156;140;122;76;48;43;0;35;67
2019-09-18 07:45:00;155;201;172;138;123;49;58;47;0;57;64
2019-09-18 08:00:00;124;165;150;129;106;45;23;41;0;25;49
2019-09-18 08:15:00;141;178;144;102;79;34;19;43;0;29;49
2019-09-18 08:30:00;133;159;118;89;81;30;14;51;0;34;51
2019-09-18 08:45:00;138;175;116;92;70;20;14;43;0;38;47
2019-09-18 09:00:00;122;146;110;82;75;41;11;40;0;32;43
2019-09-18 09:15:00;103;130;104;96;80;31;12;50;0;35;34
2019-09-18 09:30:00;92;132;79;105;81;26;12;53;0;33;36
2019-09-18 09:45:00;99;138;103;105;97;40;21;49;0;39;30
2019-09-18 10:00:00;106;136;107;87;71;30;12;40;0;34;28
2019-09-18 10:15:00;107;134;104;99;72;20;25;44;0;33;39
2019-09-18 10:30:00;110;143;96;107;84;65;12;40;0;31;29
2019-09-18 10:45:00;115;141;110;116;91;22;10;48;0;34;41
2019-09-18 11:00:00;113;151;108;100;67;20;16;45;0;31;35
2019-09-18 11:15:00;93;123;97;102;88;32;13;54;0;35;32
2019-09-18 11:30:00;103;141;96;111;90;20;9;48;0;21;30
2019-09-18 11:45:00;113;150;121;103;96;19;13;47;0;30;27
2019-09-18 12:00:00;114;152;95;103;99;26;12;68;0;35;33
2019-09-18 12:15:00;107;132;110;103;90;30;21;62;0;23;19
2019-09-18 12:30:00;107;149;105;113;81;25;11;58;0;21;19
2019-09-18 12:45:00;99;132;116;116;110;25;10;49;0;21;29
2019-09-18 13:00:00;123;176;118;120;110;24;49;54;0;38;36
2019-09-18 13:15:00;137;181;140;114;98;29;17;63;0;32;37
2019-09-18 13:30:00;107;157;120;116;112;31;23;55;0;43;51
2019-09-18 13:45:00;130;169;146;113;95;28;22;57;0;25;37
2019-09-18 14:00:00;111;159;121;134;94;18;17;55;0;32;34
2019-09-18 14:15:00;108;158;123;133;116;25;19;78;0;30;42
2019-09-18 14:30:00;112;147;102;153;122;22;14;86;0;32;39
2019-09-18 14:45:00;111;163;100;138;123;27;13;79;0;30;40
2019-09-18 15:00:00;103;155;109;134;106;33;12;87;0;27;35
2019-09-18 15:15:00;123;176;117;147;121;30;13;73;0;28;33
2019-09-18 15:30:00;118;161;100;164;134;28;13;67;0;37;44
2019-09-18 15:45:00;114;171;117;135;123;39;18;80;0;31;40
2019-09-18 16:00:00;145;204;135;167;148;35;39;111;0;53;48
2019-09-18 16:15:00;120;192;145;176;155;49;27;104;0;36;39
2019-09-18 16:30:00;126;166;125;164;151;31;13;75;0;43;40
2019-09-18 16:45:00;106;169;116;160;147;40;130;93;0;45;56
2019-09-18 17:00:00;116;173;138;186;166;35;10;97;0;45;45
2019-09-18 17:15:00;136;214;140;168;156;44;27;88;0;46;48
2019-09-18 17:30:00;123;170;120;161;139;35;22;85;0;41;47
2019-09-18 17:45:00;125;176;137;166;133;31;17;76;0;39;42
2019-09-18 18:00:00;120;176;117;152;139;35;21;69;0;39;43
2019-09-18 18:15:00;115;165;103;160;132;31;12;62;0;44;34
2019-09-18 18:30:00;101;151;99;149;131;29;11;74;0;35;41
2019-09-18 18:45:00;103;135;92;126;112;26;20;66;0;35;30
2019-09-18 19:00:00;77;122;75;106;101;17;8;60;0;37;29
2019-09-18 19:15:00;88;126;79;103;92;22;15;50;0;33;21
2019-09-18 19:30:00;98;138;83;83;66;14;6;56;0;24;18
2019-09-18 19:45:00;86;118;89;83;83;18;16;50;0;34;24
2019-09-18 20:00:00;76;119;88;72;68;16;30;36;0;20;24
2019-09-18 20:15:00;76;121;64;69;71;22;20;43;0;35;29
2019-09-18 20:30:00;74;107;76;66;56;19;9;32;0;25;27
2019-09-18 20:45:00;71;100;68;55;44;22;11;38;0;30;26
2019-09-18 21:00:00;67;94;76;48;43;19;8;28;0;29;27
2019-09-18 21:15:00;69;100;78;42;40;18;25;27;0;19;21
2019-09-18 21:30:00;71;91;54;51;40;12;9;33;0;16;14
2019-09-18 21:45:00;61;75;37;68;57;16;11;36;0;22;18
2019-09-18 22:00:00;54;78;50;47;40;7;4;25;0;16;15
2019-09-18 22:15:00;40;71;27;47;40;6;6;41;0;13;8
2019-09-18 22:30:00;39;64;21;33;20;8;2;23;0;10;11
2019-09-18 22:45:00;31;46;27;30;26;6;5;15;0;20;15
2019-09-18 23:00:00;36;51;32;42;24;1;3;13;0;11;8
2019-09-18 23:15:00;24;34;23;16;21;2;0;8;0;1;3
2019-09-18 23:30:00;30;33;22;22;7;3;3;9;0;2;3
2019-09-18 23:45:00;16;22;14;20;9;4;2;2;0;9;7
