DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2020-07-26 00:00:00;4;23;12;2;11;11;4;0;21;18;2;2;8;3;3;0;0;0;0;0;0
2020-07-26 00:15:00;4;20;12;3;8;18;0;1;11;11;5;5;8;6;1;0;0;0;0;0;0
2020-07-26 00:30:00;1;13;4;7;3;8;1;0;16;13;2;1;8;5;1;0;0;0;0;0;0
2020-07-26 00:45:00;2;16;9;3;8;10;2;0;13;9;0;1;3;8;7;0;0;0;0;0;0
2020-07-26 01:00:00;5;17;6;2;4;5;0;2;17;16;4;1;4;5;4;0;0;4;0;0;0
2020-07-26 01:15:00;3;9;6;1;4;7;0;1;12;14;0;0;3;7;2;0;0;0;0;0;0
2020-07-26 01:30:00;3;9;5;1;2;3;2;2;7;8;1;1;6;7;0;0;0;0;0;0;0
2020-07-26 01:45:00;1;7;5;0;4;4;0;0;12;5;1;0;2;2;0;0;0;0;0;0;0
2020-07-26 02:00:00;4;11;6;3;5;5;0;0;7;7;1;1;4;3;0;0;0;0;0;0;0
2020-07-26 02:15:00;4;9;2;3;3;7;0;1;9;5;0;2;0;0;0;0;0;0;0;0;0
2020-07-26 02:30:00;2;8;6;0;1;3;0;0;5;4;2;0;3;1;0;0;0;0;0;0;0
2020-07-26 02:45:00;0;6;3;1;2;3;0;1;8;9;0;0;5;2;0;0;0;0;0;0;0
2020-07-26 03:00:00;2;3;4;1;4;3;0;3;5;7;7;0;4;4;1;0;0;0;0;0;0
2020-07-26 03:15:00;3;4;1;2;3;3;1;1;2;2;2;0;3;3;1;0;0;0;0;0;0
2020-07-26 03:30:00;2;3;2;0;2;3;0;0;1;0;0;1;1;3;0;0;0;0;0;0;0
2020-07-26 03:45:00;0;1;2;0;4;6;0;0;3;4;0;0;5;4;2;0;0;0;0;0;0
2020-07-26 04:00:00;1;4;3;2;1;0;0;0;2;1;0;0;2;1;0;0;0;0;0;0;0
2020-07-26 04:15:00;1;5;6;1;3;3;2;0;1;2;1;1;2;3;0;0;0;0;0;0;0
2020-07-26 04:30:00;1;1;1;0;2;1;0;1;2;3;1;2;4;3;0;0;0;0;0;0;0
2020-07-26 04:45:00;0;3;4;2;0;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0
2020-07-26 05:00:00;2;2;1;0;0;2;0;0;3;3;2;0;1;3;0;0;0;0;0;0;0
2020-07-26 05:15:00;0;9;3;0;2;2;1;0;0;2;0;2;3;4;0;0;0;0;0;0;0
2020-07-26 05:30:00;1;6;2;1;2;0;0;0;4;5;1;2;2;2;0;0;0;0;0;0;0
2020-07-26 05:45:00;2;15;8;4;1;2;2;2;7;4;3;2;2;7;0;0;0;0;0;0;0
2020-07-26 06:00:00;2;12;2;2;0;5;0;0;6;8;1;1;0;1;0;0;0;0;0;0;0
2020-07-26 06:15:00;2;16;2;1;3;0;1;1;7;6;1;0;2;3;1;0;0;0;0;0;0
2020-07-26 06:30:00;2;5;1;1;0;0;0;0;2;6;1;2;3;1;0;0;0;0;0;0;0
2020-07-26 06:45:00;0;6;1;1;3;2;1;0;9;4;0;0;5;5;1;0;0;0;0;0;0
2020-07-26 07:00:00;1;11;1;0;1;1;1;0;10;5;2;1;6;2;1;0;0;0;0;0;0
2020-07-26 07:15:00;4;9;3;3;2;1;1;0;1;5;1;0;5;4;2;0;0;0;0;0;0
2020-07-26 07:30:00;1;12;1;7;1;3;5;0;6;7;0;1;3;2;2;0;0;0;0;0;0
2020-07-26 07:45:00;3;13;4;3;3;7;2;6;14;7;1;2;4;2;0;0;0;0;0;0;0
2020-07-26 08:00:00;2;18;4;3;2;3;1;1;7;3;1;4;7;5;0;0;0;0;0;0;0
2020-07-26 08:15:00;2;5;4;8;2;1;2;0;11;7;0;1;1;3;1;0;0;0;0;0;0
2020-07-26 08:30:00;2;10;6;1;1;3;0;1;10;7;0;1;6;2;0;0;0;0;0;0;0
2020-07-26 08:45:00;4;17;6;3;3;5;1;2;8;11;2;2;7;2;2;0;2;0;0;0;4
2020-07-26 09:00:00;1;23;8;3;4;7;1;0;11;12;4;2;6;8;2;0;0;0;0;0;0
2020-07-26 09:15:00;2;22;12;4;7;11;2;0;20;18;4;2;8;5;3;0;0;0;0;0;0
2020-07-26 09:30:00;3;23;10;3;7;12;7;3;19;12;3;7;22;7;1;0;0;0;0;0;0
2020-07-26 09:45:00;9;28;18;3;7;11;4;1;19;18;5;3;20;6;1;0;0;0;0;0;0
2020-07-26 10:00:00;10;17;10;6;11;18;1;1;20;15;3;3;24;8;5;2;0;0;0;2;0
2020-07-26 10:15:00;9;32;13;4;9;14;4;2;23;14;1;3;23;7;4;0;0;2;0;0;0
