DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2020-01-20 00:00:00;11;4;2;0;0;6;3;0;0;0;0
2020-01-20 00:15:00;13;5;1;0;0;9;3;0;0;0;0
2020-01-20 00:30:00;7;4;1;5;0;10;1;0;0;0;0
2020-01-20 00:45:00;5;0;1;5;0;6;2;0;0;0;0
2020-01-20 01:00:00;6;2;1;0;0;7;0;0;0;0;0
2020-01-20 01:15:00;5;5;2;1;0;3;1;0;0;0;0
2020-01-20 01:30:00;4;2;0;0;0;1;2;0;0;0;0
2020-01-20 01:45:00;6;2;0;0;0;3;1;0;0;0;0
2020-01-20 02:00:00;8;3;1;0;0;0;2;0;0;0;0
2020-01-20 02:15:00;6;0;1;3;0;5;1;0;0;0;0
2020-01-20 02:30:00;5;5;0;1;0;2;0;0;0;0;0
2020-01-20 02:45:00;3;0;1;0;0;1;0;0;0;0;0
2020-01-20 03:00:00;3;1;1;1;0;4;1;0;0;0;0
2020-01-20 03:15:00;4;2;0;1;0;0;1;0;0;0;0
2020-01-20 03:30:00;6;1;1;3;0;1;0;0;0;0;0
2020-01-20 03:45:00;3;4;0;1;0;5;2;0;0;0;0
2020-01-20 04:00:00;7;4;0;1;0;8;1;0;0;0;0
2020-01-20 04:15:00;14;5;0;4;0;8;5;0;0;0;0
2020-01-20 04:30:00;14;12;3;3;0;19;4;0;0;0;0
2020-01-20 04:45:00;13;12;4;8;0;28;6;0;0;0;0
2020-01-20 05:00:00;26;18;2;6;0;49;3;0;0;0;0
2020-01-20 05:15:00;36;33;3;21;0;116;16;0;0;0;0
2020-01-20 05:30:00;41;44;3;15;0;148;15;0;0;0;0
2020-01-20 05:45:00;59;53;5;26;0;137;9;0;0;0;0
2020-01-20 06:00:00;58;44;9;18;0;135;7;0;0;0;0
2020-01-20 06:15:00;54;59;4;24;0;150;9;0;0;0;0
2020-01-20 06:30:00;71;66;9;27;0;163;23;0;0;0;0
2020-01-20 06:45:00;75;81;7;24;0;150;13;0;0;0;0
2020-01-20 07:00:00;62;56;10;32;0;161;21;2;0;0;0
2020-01-20 07:15:00;63;59;10;46;0;147;29;0;3;0;0
2020-01-20 07:30:00;69;56;10;50;0;153;32;0;0;0;0
2020-01-20 07:45:00;84;104;12;53;0;85;32;0;0;0;0
2020-01-20 08:00:00;67;79;13;48;0;135;34;0;0;0;0
2020-01-20 08:15:00;75;68;17;42;0;134;23;3;0;0;0
2020-01-20 08:30:00;78;73;14;40;0;126;20;0;0;0;0
2020-01-20 08:45:00;86;78;14;38;0;137;28;0;3;0;0
2020-01-20 09:00:00;79;68;17;29;0;112;21;0;0;0;0
2020-01-20 09:15:00;82;74;11;33;0;136;18;0;1;3;0
2020-01-20 09:30:00;72;53;13;58;0;116;14;0;0;0;0
2020-01-20 09:45:00;82;80;16;34;0;101;18;1;0;0;0
2020-01-20 10:00:00;78;62;13;35;0;99;20;1;0;0;0
2020-01-20 10:15:00;79;81;18;36;0;87;25;0;0;0;0
2020-01-20 10:30:00;83;78;21;50;0;92;23;0;0;0;0
2020-01-20 10:45:00;73;70;19;29;0;104;29;4;0;0;0
2020-01-20 11:00:00;88;80;24;39;0;74;25;0;0;0;0
2020-01-20 11:15:00;102;85;16;41;0;85;27;0;0;2;0
2020-01-20 11:30:00;91;95;29;29;0;91;26;0;1;0;0
2020-01-20 11:45:00;82;93;20;48;0;82;23;0;0;0;0
2020-01-20 12:00:00;87;82;18;45;0;70;26;0;0;0;0
2020-01-20 12:15:00;110;102;21;38;0;94;26;8;0;0;0
