DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-11-13 00:00:00;4;3;11;2;3;0;1
2020-11-13 00:15:00;8;3;10;5;2;5;2
2020-11-13 00:30:00;12;4;4;0;1;4;3
2020-11-13 00:45:00;14;4;7;3;1;2;3
2020-11-13 01:00:00;6;3;5;3;4;3;6
2020-11-13 01:15:00;6;1;6;0;2;2;1
2020-11-13 01:30:00;4;2;3;0;4;1;3
2020-11-13 01:45:00;4;1;5;3;4;3;2
2020-11-13 02:00:00;3;3;6;1;4;2;2
2020-11-13 02:15:00;9;5;10;1;5;5;5
2020-11-13 02:30:00;4;3;8;0;1;4;2
2020-11-13 02:45:00;6;3;9;0;3;3;4
2020-11-13 03:00:00;7;1;9;1;1;6;2
2020-11-13 03:15:00;9;0;3;1;3;6;3
2020-11-13 03:30:00;5;1;5;0;4;9;2
2020-11-13 03:45:00;12;3;5;0;0;3;2
2020-11-13 04:00:00;5;1;7;3;4;10;2
2020-11-13 04:15:00;8;10;16;0;0;5;3
2020-11-13 04:30:00;11;7;11;2;1;1;2
2020-11-13 04:45:00;14;5;41;6;2;1;0
2020-11-13 05:00:00;27;20;65;30;2;1;3
2020-11-13 05:15:00;38;17;82;28;2;1;1
2020-11-13 05:30:00;48;27;105;42;0;0;0
2020-11-13 05:45:00;57;56;91;44;2;2;0
2020-11-13 06:00:00;56;36;67;31;2;0;0
2020-11-13 06:15:00;62;50;131;66;4;0;0
2020-11-13 06:30:00;106;60;149;84;4;2;0
2020-11-13 06:45:00;130;64;134;75;4;0;0
2020-11-13 07:00:00;122;56;140;85;7;2;0
2020-11-13 07:15:00;190;97;153;95;10;1;2
2020-11-13 07:30:00;192;139;174;111;24;3;1
2020-11-13 07:45:00;193;115;172;123;17;0;1
2020-11-13 08:00:00;142;95;136;71;14;1;0
2020-11-13 08:15:00;123;101;134;74;7;1;1
2020-11-13 08:30:00;108;83;150;92;9;1;1
2020-11-13 08:45:00;136;103;148;72;9;1;0
2020-11-13 09:00:00;102;81;129;67;12;1;2
2020-11-13 09:15:00;129;86;131;60;8;3;1
2020-11-13 09:30:00;110;92;132;63;10;1;0
2020-11-13 09:45:00;112;105;149;79;12;1;1
2020-11-13 10:00:00;130;81;146;69;5;6;3
2020-11-13 10:15:00;113;90;151;67;10;1;0
2020-11-13 10:30:00;153;102;157;66;13;0;2
2020-11-13 10:45:00;118;122;161;92;12;2;1
2020-11-13 11:00:00;129;109;148;77;8;1;2
2020-11-13 11:15:00;143;107;174;85;9;4;1
2020-11-13 11:30:00;135;133;166;83;9;1;4
2020-11-13 11:45:00;147;123;169;90;10;3;3
2020-11-13 12:00:00;166;117;161;81;9;6;3
2020-11-13 12:15:00;175;129;156;82;7;2;3
2020-11-13 12:30:00;160;127;161;83;11;1;4
2020-11-13 12:45:00;207;144;190;100;16;0;0
2020-11-13 13:00:00;162;118;190;120;9;4;3
2020-11-13 13:15:00;154;121;206;124;6;3;4
2020-11-13 13:30:00;172;115;204;104;9;2;5
2020-11-13 13:45:00;163;119;195;123;10;2;4
2020-11-13 14:00:00;165;149;193;101;8;5;1
2020-11-13 14:15:00;178;140;167;95;7;5;3
2020-11-13 14:30:00;186;156;178;100;9;6;4
2020-11-13 14:45:00;194;138;157;94;17;3;2
2020-11-13 15:00:00;202;126;158;106;12;10;7
2020-11-13 15:15:00;185;122;179;91;11;3;3
2020-11-13 15:30:00;158;156;172;97;12;3;4
2020-11-13 15:45:00;174;145;199;110;11;1;2
2020-11-13 16:00:00;147;132;181;98;9;0;0
2020-11-13 16:15:00;192;136;177;99;13;0;1
2020-11-13 16:30:00;171;120;186;84;10;3;3
2020-11-13 16:45:00;179;139;159;85;11;4;0
2020-11-13 17:00:00;156;115;171;102;7;3;1
2020-11-13 17:15:00;155;144;165;102;8;1;4
2020-11-13 17:30:00;145;102;152;88;7;6;1
2020-11-13 17:45:00;152;111;158;85;8;3;4
2020-11-13 18:00:00;151;113;139;71;19;5;4
2020-11-13 18:15:00;115;84;149;53;5;8;2
2020-11-13 18:30:00;122;91;127;65;5;0;2
2020-11-13 18:45:00;115;93;130;67;7;4;3
2020-11-13 19:00:00;98;84;116;50;6;1;2
2020-11-13 19:15:00;93;68;120;44;3;2;4
2020-11-13 19:30:00;84;56;105;54;8;4;1
2020-11-13 19:45:00;92;59;90;45;4;2;1
2020-11-13 20:00:00;67;62;73;33;5;1;1
2020-11-13 20:15:00;83;57;90;34;1;4;2
2020-11-13 20:30:00;75;44;78;27;3;0;2
2020-11-13 20:45:00;61;48;68;23;4;0;0
2020-11-13 21:00:00;46;26;90;32;2;1;2
2020-11-13 21:15:00;56;35;71;31;1;0;1
2020-11-13 21:30:00;45;34;53;17;6;0;0
2020-11-13 21:45:00;59;45;50;19;10;3;0
2020-11-13 22:00:00;68;62;49;25;5;0;7
2020-11-13 22:15:00;54;48;46;25;2;0;1
2020-11-13 22:30:00;27;29;44;18;1;0;0
2020-11-13 22:45:00;31;20;37;10;2;1;1
2020-11-13 23:00:00;26;10;32;12;0;2;2
2020-11-13 23:15:00;25;14;33;7;3;1;4
2020-11-13 23:30:00;16;16;28;11;5;1;1
2020-11-13 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
