DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-05-08 00:00:00;0;8;0;1;0;0;10;5;0;0
2020-05-08 00:15:00;0;13;1;3;2;0;18;12;0;0
2020-05-08 00:30:00;0;7;0;0;1;2;11;5;0;0
2020-05-08 00:45:00;0;10;0;0;0;0;14;7;0;0
2020-05-08 01:00:00;0;7;1;0;0;1;10;2;3;3
2020-05-08 01:15:00;0;6;0;0;1;2;4;1;2;1
2020-05-08 01:30:00;0;4;1;0;0;0;8;4;1;0
2020-05-08 01:45:00;0;7;0;0;2;0;3;5;0;0
2020-05-08 02:00:00;0;1;0;1;0;0;4;2;0;0
2020-05-08 02:15:00;0;7;0;1;0;0;6;6;0;0
2020-05-08 02:30:00;0;6;0;0;0;0;6;1;1;1
2020-05-08 02:45:00;0;6;0;0;0;0;3;1;0;0
2020-05-08 03:00:00;0;2;0;0;0;0;4;1;0;0
2020-05-08 03:15:00;0;4;0;0;1;0;8;4;0;0
2020-05-08 03:30:00;0;3;0;0;0;0;4;3;0;0
2020-05-08 03:45:00;0;6;0;0;1;0;2;2;0;0
2020-05-08 04:00:00;0;6;0;0;0;1;10;7;1;0
2020-05-08 04:15:00;0;13;0;0;0;5;14;4;0;0
2020-05-08 04:30:00;0;14;0;0;0;6;10;5;1;1
2020-05-08 04:45:00;0;22;0;1;1;9;16;13;1;1
2020-05-08 05:00:00;0;22;2;4;9;46;27;29;1;0
2020-05-08 05:15:00;0;32;0;5;2;106;45;46;0;3
2020-05-08 05:30:00;0;55;1;2;5;139;56;104;4;7
2020-05-08 05:45:00;0;57;2;8;8;129;33;65;11;18
2020-05-08 06:00:00;0;61;9;20;22;72;34;61;8;12
2020-05-08 06:15:00;0;61;2;8;4;125;48;86;11;22
2020-05-08 06:30:00;0;94;2;8;8;173;58;133;16;31
2020-05-08 06:45:00;0;111;4;13;17;145;56;129;13;23
2020-05-08 07:00:00;0;61;10;14;6;80;39;84;11;12
2020-05-08 07:15:00;0;66;8;7;4;63;39;77;6;7
2020-05-08 07:30:00;0;83;8;11;8;102;90;136;7;8
2020-05-08 07:45:00;0;92;11;12;10;99;69;121;13;15
2020-05-08 08:00:00;0;79;7;12;13;77;65;93;12;12
2020-05-08 08:15:00;0;69;7;10;12;63;57;80;7;7
2020-05-08 08:30:00;0;64;4;7;7;67;58;80;6;7
2020-05-08 08:45:00;0;69;3;11;12;42;77;101;8;6
2020-05-08 09:00:00;0;76;3;14;8;44;61;94;7;2
2020-05-08 09:15:00;0;83;6;12;15;29;61;97;3;1
2020-05-08 09:30:00;0;104;5;9;16;46;74;106;11;8
2020-05-08 09:45:00;0;117;11;8;10;30;75;103;9;3
2020-05-08 10:00:00;0;105;5;16;14;33;78;118;6;2
2020-05-08 10:15:00;0;119;7;11;13;28;75;92;11;4
2020-05-08 10:30:00;0;101;5;19;17;45;90;133;8;4
2020-05-08 10:45:00;0;126;12;12;13;45;84;120;12;5
2020-05-08 11:00:00;0;104;8;13;17;51;92;128;10;4
2020-05-08 11:15:00;0;112;7;16;15;45;82;111;16;6
2020-05-08 11:30:00;0;114;4;20;22;34;78;107;8;2
2020-05-08 11:45:00;0;141;16;25;24;49;82;105;14;3
2020-05-08 12:00:00;0;144;16;46;56;32;78;118;10;3
2020-05-08 12:15:00;0;132;21;22;36;35;91;117;6;1
2020-05-08 12:30:00;0;146;25;41;53;34;102;131;10;3
2020-05-08 12:45:00;0;148;12;26;32;38;86;118;4;2
2020-05-08 13:00:00;0;133;13;40;37;45;86;124;10;3
2020-05-08 13:15:00;0;125;14;25;35;52;98;145;6;2
2020-05-08 13:30:00;0;175;21;51;54;62;100;129;15;10
2020-05-08 13:45:00;0;141;15;48;55;80;107;155;14;9
2020-05-08 14:00:00;0;166;27;42;41;93;105;158;11;3
2020-05-08 14:15:00;0;149;13;49;53;40;89;120;8;2
2020-05-08 14:30:00;0;134;19;47;60;17;97;128;6;3
2020-05-08 14:45:00;0;147;14;40;58;17;95;129;7;3
2020-05-08 15:00:00;0;149;13;40;35;26;97;134;7;2
2020-05-08 15:15:00;0;151;9;59;67;23;87;121;10;2
2020-05-08 15:30:00;0;151;17;19;24;20;108;129;9;1
2020-05-08 15:45:00;0;144;11;24;31;32;102;142;9;4
2020-05-08 16:00:00;0;140;12;28;32;20;101;128;5;5
2020-05-08 16:15:00;0;141;11;24;29;14;110;114;15;3
2020-05-08 16:30:00;0;124;9;24;33;21;99;143;10;0
2020-05-08 16:45:00;0;137;8;20;26;13;99;136;11;4
2020-05-08 17:00:00;0;124;4;15;17;19;95;115;7;1
2020-05-08 17:15:00;0;129;8;18;18;14;81;114;6;3
2020-05-08 17:30:00;0;116;8;7;20;16;94;112;6;3
2020-05-08 17:45:00;0;127;5;11;17;12;91;80;9;1
2020-05-08 18:00:00;0;135;4;12;12;12;114;125;8;1
2020-05-08 18:15:00;0;113;10;11;12;11;79;90;4;1
2020-05-08 18:30:00;0;104;8;7;9;9;82;82;5;1
2020-05-08 18:45:00;0;88;3;9;11;7;92;116;4;1
2020-05-08 19:00:00;0;105;3;5;3;6;75;86;2;4
2020-05-08 19:15:00;0;88;4;8;6;9;62;72;8;1
2020-05-08 19:30:00;0;81;0;3;6;10;70;88;4;2
2020-05-08 19:45:00;0;81;2;4;4;7;69;75;7;1
2020-05-08 20:00:00;0;82;2;1;3;16;63;73;5;0
2020-05-08 20:15:00;0;47;0;2;4;2;60;62;5;5
2020-05-08 20:30:00;0;57;2;1;3;9;41;43;5;4
2020-05-08 20:45:00;0;40;0;1;2;12;43;40;4;0
2020-05-08 21:00:00;0;38;2;1;3;9;37;43;1;0
2020-05-08 21:15:00;0;46;1;2;3;27;37;45;2;2
2020-05-08 21:30:00;0;39;6;9;5;27;32;34;6;4
2020-05-08 21:45:00;0;45;2;15;22;17;35;33;4;2
2020-05-08 22:00:00;0;82;8;61;57;3;38;37;1;1
2020-05-08 22:15:00;0;70;5;15;10;3;36;33;5;4
2020-05-08 22:30:00;0;30;0;2;1;1;33;21;3;1
2020-05-08 22:45:00;0;28;0;0;3;3;31;28;1;1
2020-05-08 23:00:00;0;35;0;0;1;4;18;23;0;0
2020-05-08 23:15:00;0;33;1;1;0;3;38;19;2;0
2020-05-08 23:30:00;0;25;2;0;4;2;25;24;3;0
2020-05-08 23:45:00;0;29;0;0;4;5;26;22;2;0
