DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2019-10-05 00:00:00;14;15;4;5;3;17;12;2;3;11;2
2019-10-05 00:15:00;21;13;4;6;2;15;9;0;2;13;5
2019-10-05 00:30:00;9;7;3;8;4;12;10;2;3;9;2
2019-10-05 00:45:00;9;5;5;4;2;9;10;2;5;10;1
2019-10-05 01:00:00;14;10;4;4;3;10;12;3;3;6;2
2019-10-05 01:15:00;8;8;4;6;2;15;15;4;1;4;0
2019-10-05 01:30:00;9;11;4;5;2;9;6;1;2;10;6
2019-10-05 01:45:00;11;4;1;2;2;11;7;3;0;5;1
2019-10-05 02:00:00;11;7;1;5;2;6;9;2;2;4;0
2019-10-05 02:15:00;9;9;2;3;5;5;4;0;3;4;2
2019-10-05 02:30:00;8;5;0;2;3;7;6;2;4;4;2
2019-10-05 02:45:00;4;7;1;2;3;14;6;0;1;2;0
2019-10-05 03:00:00;6;4;0;2;2;1;4;0;0;1;1
2019-10-05 03:15:00;5;7;1;1;0;7;4;3;3;7;3
2019-10-05 03:30:00;2;5;2;1;2;7;7;2;0;2;1
2019-10-05 03:45:00;10;13;3;3;2;8;4;0;2;2;0
2019-10-05 04:00:00;10;11;1;0;0;5;2;0;0;1;0
2019-10-05 04:15:00;6;3;3;4;2;6;3;0;0;2;1
2019-10-05 04:30:00;5;2;1;4;3;7;9;1;1;3;0
2019-10-05 04:45:00;1;3;2;3;4;9;5;2;2;2;0
2019-10-05 05:00:00;7;4;2;1;3;21;5;0;1;1;0
2019-10-05 05:15:00;9;6;2;5;5;21;14;0;1;2;2
2019-10-05 05:30:00;17;14;5;9;2;16;12;6;3;6;4
2019-10-05 05:45:00;28;17;3;5;1;15;11;3;6;5;2
2019-10-05 06:00:00;27;21;8;14;8;9;7;3;3;9;1
2019-10-05 06:15:00;24;19;7;10;4;14;7;1;1;8;2
2019-10-05 06:30:00;22;21;2;15;6;25;19;3;5;5;1
2019-10-05 06:45:00;24;25;7;8;1;21;7;2;5;13;6
2019-10-05 07:00:00;18;17;6;13;5;17;11;2;4;13;3
