DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-02 00:00:00;11;11;13;4;4;11;5;1;3
2020-06-02 00:15:00;17;9;6;4;4;8;1;0;1
2020-06-02 00:30:00;7;10;9;5;3;5;6;0;1
2020-06-02 00:45:00;7;7;8;7;3;8;5;0;2
2020-06-02 01:00:00;7;4;3;3;3;3;5;0;1
2020-06-02 01:15:00;4;5;5;3;2;7;4;1;2
2020-06-02 01:30:00;6;3;1;1;0;8;5;0;2
2020-06-02 01:45:00;2;3;3;1;0;6;5;1;4
2020-06-02 02:00:00;3;3;4;1;1;7;6;0;0
2020-06-02 02:15:00;3;1;6;4;0;8;6;0;0
2020-06-02 02:30:00;5;2;0;0;0;4;1;1;1
2020-06-02 02:45:00;1;6;5;5;4;6;1;0;0
2020-06-02 03:00:00;2;4;5;1;2;8;1;0;0
2020-06-02 03:15:00;1;1;4;2;0;4;4;0;0
2020-06-02 03:30:00;5;5;6;6;2;5;2;0;0
2020-06-02 03:45:00;6;6;6;4;2;5;3;0;0
2020-06-02 04:00:00;9;7;2;2;2;9;5;0;0
2020-06-02 04:15:00;7;8;7;4;1;9;4;0;0
2020-06-02 04:30:00;7;8;6;6;3;16;11;1;0
2020-06-02 04:45:00;17;2;7;2;2;27;11;0;0
2020-06-02 05:00:00;30;15;12;5;1;24;10;1;1
2020-06-02 05:15:00;45;21;29;9;1;37;20;3;5
2020-06-02 05:30:00;36;26;39;11;3;61;42;6;12
2020-06-02 05:45:00;48;27;35;9;3;63;38;3;4
2020-06-02 06:00:00;38;32;43;9;2;47;40;7;10
2020-06-02 06:15:00;61;48;63;10;6;58;55;5;16
2020-06-02 06:30:00;63;67;59;12;9;82;68;9;11
2020-06-02 06:45:00;90;94;98;17;11;79;89;15;28
2020-06-02 07:00:00;101;114;68;14;11;69;57;10;19
2020-06-02 07:15:00;100;122;79;20;13;69;64;5;21
2020-06-02 07:30:00;97;113;88;7;7;111;80;76;22
2020-06-02 07:45:00;94;90;71;17;14;80;73;12;20
2020-06-02 08:00:00;75;93;70;19;11;82;83;6;20
2020-06-02 08:15:00;64;82;64;16;9;79;55;13;17
2020-06-02 08:30:00;87;91;82;20;11;94;72;8;20
2020-06-02 08:45:00;91;79;59;16;11;75;66;10;20
2020-06-02 09:00:00;75;89;102;23;12;98;73;13;21
2020-06-02 09:15:00;81;71;68;16;10;97;64;7;15
2020-06-02 09:30:00;98;98;96;20;12;97;91;14;163
2020-06-02 09:45:00;92;108;84;25;10;95;76;15;19
2020-06-02 10:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-02 10:15:00;85;85;84;20;9;102;92;16;27
2020-06-02 10:30:00;97;109;84;22;12;117;71;12;18
2020-06-02 10:45:00;92;117;91;26;22;110;93;19;25
2020-06-02 11:00:00;96;114;94;23;8;106;85;12;13
2020-06-02 11:15:00;114;118;93;32;12;107;93;9;15
2020-06-02 11:45:00;95;104;108;21;16;102;96;19;31
2020-06-02 12:00:00;108;129;88;21;15;94;120;21;31
2020-06-02 12:15:00;120;112;84;26;13;92;111;15;25
2020-06-02 12:30:00;86;95;56;18;14;104;91;23;25
2020-06-02 12:45:00;93;106;77;23;12;117;107;15;23
2020-06-02 13:00:00;103;92;85;28;12;103;92;19;23
2020-06-02 13:15:00;95;127;109;23;13;108;100;11;51
2020-06-02 13:30:00;110;105;80;24;13;114;103;13;18
2020-06-02 13:45:00;91;99;73;22;14;110;88;17;19
2020-06-02 14:00:00;105;111;93;14;11;103;107;22;23
2020-06-02 14:15:00;97;126;83;24;13;98;80;16;19
2020-06-02 14:30:00;85;114;83;32;17;115;99;21;19
2020-06-02 14:45:00;114;111;75;30;20;105;94;21;24
2020-06-02 15:00:00;88;108;84;18;12;124;91;20;30
2020-06-02 15:15:00;102;106;89;23;14;99;96;15;23
2020-06-02 15:30:00;95;105;93;28;12;134;104;13;22
2020-06-02 15:45:00;97;129;99;25;14;129;91;113;22
2020-06-02 16:00:00;105;110;94;35;16;123;125;29;35
2020-06-02 16:15:00;110;146;83;31;13;124;104;14;21
2020-06-02 16:30:00;133;149;104;27;15;128;111;16;26
