DATUM;1(DA1);2(TAFBA)
2020-09-18 00:00:00;4;0
2020-09-18 00:15:00;0;0
2020-09-18 00:30:00;0;0
2020-09-18 00:45:00;0;0
2020-09-18 01:00:00;0;0
2020-09-18 01:15:00;1;0
2020-09-18 01:30:00;1;0
2020-09-18 01:45:00;0;0
2020-09-18 02:00:00;0;0
2020-09-18 02:15:00;1;0
2020-09-18 02:30:00;1;0
2020-09-18 02:45:00;1;0
2020-09-18 03:00:00;0;0
2020-09-18 03:15:00;0;0
2020-09-18 03:30:00;0;0
2020-09-18 03:45:00;0;0
2020-09-18 04:00:00;0;0
2020-09-18 04:15:00;0;0
2020-09-18 04:30:00;1;0
2020-09-18 04:45:00;2;0
2020-09-18 05:00:00;4;0
2020-09-18 05:15:00;5;0
2020-09-18 05:30:00;6;0
2020-09-18 05:45:00;11;0
2020-09-18 06:00:00;12;0
2020-09-18 06:15:00;22;0
2020-09-18 06:30:00;12;0
2020-09-18 06:45:00;30;0
2020-09-18 07:00:00;30;0
2020-09-18 07:15:00;51;0
2020-09-18 07:30:00;73;0
2020-09-18 07:45:00;65;0
2020-09-18 08:00:00;42;0
2020-09-18 08:15:00;41;0
2020-09-18 08:30:00;34;0
2020-09-18 08:45:00;42;0
2020-09-18 09:00:00;56;0
2020-09-18 09:15:00;29;0
2020-09-18 09:30:00;39;0
2020-09-18 09:45:00;52;0
2020-09-18 10:00:00;51;0
2020-09-18 10:15:00;38;0
2020-09-18 10:30:00;35;0
2020-09-18 10:45:00;33;0
2020-09-18 11:00:00;41;0
2020-09-18 11:15:00;38;0
2020-09-18 11:30:00;35;0
2020-09-18 11:45:00;37;0
2020-09-18 12:00:00;47;0
2020-09-18 12:15:00;41;0
2020-09-18 12:30:00;49;0
2020-09-18 12:45:00;49;0
2020-09-18 13:00:00;58;0
2020-09-18 13:15:00;49;0
2020-09-18 13:30:00;45;0
2020-09-18 13:45:00;48;0
2020-09-18 14:00:00;43;0
2020-09-18 14:15:00;46;0
2020-09-18 14:30:00;38;0
2020-09-18 14:45:00;46;0
2020-09-18 15:00:00;38;0
2020-09-18 15:15:00;44;0
2020-09-18 15:30:00;29;0
2020-09-18 15:45:00;32;0
2020-09-18 16:00:00;38;0
2020-09-18 16:15:00;46;0
2020-09-18 16:30:00;39;0
2020-09-18 16:45:00;34;0
2020-09-18 17:00:00;41;0
2020-09-18 17:15:00;49;0
2020-09-18 17:30:00;42;0
2020-09-18 17:45:00;46;0
2020-09-18 18:00:00;36;0
2020-09-18 18:15:00;29;0
2020-09-18 18:30:00;36;0
2020-09-18 18:45:00;31;0
2020-09-18 19:00:00;25;0
2020-09-18 19:15:00;26;0
2020-09-18 19:30:00;25;0
2020-09-18 19:45:00;30;0
2020-09-18 20:00:00;45;0
2020-09-18 20:15:00;17;0
2020-09-18 20:30:00;15;0
2020-09-18 20:45:00;16;0
2020-09-18 21:00:00;11;0
2020-09-18 21:15:00;7;0
2020-09-18 21:30:00;11;0
2020-09-18 21:45:00;20;0
2020-09-18 22:00:00;14;0
2020-09-18 22:15:00;15;0
2020-09-18 22:30:00;7;0
2020-09-18 22:45:00;12;0
2020-09-18 23:00:00;8;0
2020-09-18 23:15:00;16;0
2020-09-18 23:30:00;7;0
2020-09-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
