DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2019-08-28 00:00:00;5;7;7;2;4;6;8;7
2019-08-28 00:15:00;4;9;9;0;2;4;8;7
2019-08-28 00:30:00;5;8;8;0;2;3;4;4
2019-08-28 00:45:00;3;6;6;0;2;5;8;5
2019-08-28 01:00:00;5;5;5;1;2;2;4;2
2019-08-28 01:15:00;5;5;5;1;2;1;9;5
2019-08-28 01:30:00;3;5;6;2;3;0;1;4
2019-08-28 01:45:00;4;2;2;0;0;2;5;1
2019-08-28 02:00:00;0;1;1;1;0;0;1;0
2019-08-28 02:15:00;2;5;5;1;0;1;5;2
2019-08-28 02:30:00;1;4;4;1;1;3;0;2
2019-08-28 02:45:00;4;4;3;2;3;1;0;2
2019-08-28 03:00:00;0;1;1;1;1;1;4;0
2019-08-28 03:15:00;2;5;5;0;0;2;5;1
2019-08-28 03:30:00;3;4;4;1;3;0;1;0
2019-08-28 03:45:00;2;3;3;0;0;0;0;1
2019-08-28 04:00:00;5;4;4;5;6;1;7;1
2019-08-28 04:15:00;1;4;4;0;2;6;4;2
2019-08-28 04:30:00;3;3;4;1;1;3;4;1
2019-08-28 04:45:00;6;17;17;2;5;8;10;10
2019-08-28 05:00:00;12;19;17;7;13;6;11;4
2019-08-28 05:15:00;35;76;76;7;10;11;28;10
2019-08-28 05:30:00;57;72;73;9;18;17;39;10
2019-08-28 05:45:00;71;67;70;25;30;26;54;20
2019-08-28 06:00:00;47;37;38;20;38;11;34;24
2019-08-28 06:15:00;59;75;73;13;20;17;40;20
2019-08-28 06:30:00;91;87;84;12;28;14;53;25
2019-08-28 06:45:00;115;103;106;11;15;25;57;40
2019-08-28 07:00:00;91;87;90;9;10;23;48;28
2019-08-28 07:15:00;99;107;106;9;22;13;65;44
2019-08-28 07:30:00;98;92;92;11;17;29;52;49
2019-08-28 07:45:00;122;102;105;17;28;26;75;55
2019-08-28 08:00:00;91;90;90;14;15;21;51;34
2019-08-28 08:15:00;101;77;78;16;16;25;59;33
2019-08-28 08:30:00;79;71;71;10;23;24;62;36
2019-08-28 08:45:00;76;88;87;23;31;17;60;47
2019-08-28 09:00:00;62;64;63;14;24;19;56;28
2019-08-28 09:15:00;60;72;73;17;27;27;74;35
2019-08-28 09:30:00;72;64;62;15;30;21;56;32
2019-08-28 09:45:00;58;69;67;13;24;25;58;41
2019-08-28 10:00:00;60;59;56;15;15;22;50;38
2019-08-28 10:15:00;68;64;63;15;20;18;64;38
2019-08-28 10:30:00;64;61;61;16;17;31;72;45
2019-08-28 10:45:00;66;48;46;11;17;16;73;37
2019-08-28 11:00:00;57;48;49;10;18;37;59;34
2019-08-28 11:15:00;59;59;59;11;19;16;71;36
2019-08-28 11:30:00;68;57;53;19;20;20;73;46
2019-08-28 11:45:00;72;61;59;21;29;15;73;44
2019-08-28 12:00:00;52;48;49;20;24;36;75;34
2019-08-28 12:15:00;61;50;49;8;16;21;65;40
2019-08-28 12:30:00;57;55;54;12;23;26;66;41
2019-08-28 12:45:00;55;41;40;11;24;17;61;51
2019-08-28 13:00:00;55;52;53;18;31;14;53;35
2019-08-28 13:15:00;59;70;69;12;24;24;70;51
2019-08-28 13:30:00;78;99;101;16;22;26;87;46
2019-08-28 13:45:00;65;74;75;16;21;23;56;43
2019-08-28 14:00:00;71;68;70;24;36;27;89;62
2019-08-28 14:15:00;65;60;57;30;36;33;58;48
2019-08-28 14:30:00;64;62;63;24;30;35;73;63
2019-08-28 14:45:00;73;55;55;16;28;28;85;58
2019-08-28 15:00:00;61;65;64;22;33;30;84;59
2019-08-28 15:15:00;61;66;66;23;59;23;82;69
2019-08-28 15:30:00;63;53;52;20;25;39;81;58
2019-08-28 15:45:00;79;70;67;16;24;39;74;48
2019-08-28 16:00:00;64;64;63;23;28;39;104;64
2019-08-28 16:15:00;73;53;51;22;30;38;91;64
2019-08-28 16:30:00;64;46;48;18;43;49;81;61
2019-08-28 16:45:00;79;56;53;28;36;33;92;68
2019-08-28 17:00:00;78;68;65;17;23;40;96;74
2019-08-28 17:15:00;85;69;69;25;39;28;95;77
2019-08-28 17:30:00;91;64;59;19;28;24;79;76
2019-08-28 17:45:00;68;61;65;23;24;25;71;73
2019-08-28 18:00:00;62;52;47;18;32;26;87;57
2019-08-28 18:15:00;65;56;56;20;24;23;85;70
2019-08-28 18:30:00;52;68;69;15;21;21;69;48
2019-08-28 18:45:00;59;55;54;18;22;19;66;50
2019-08-28 19:00:00;54;37;37;17;22;16;64;38
2019-08-28 19:15:00;44;64;62;8;10;16;60;30
2019-08-28 19:30:00;59;49;48;8;18;13;36;28
2019-08-28 19:45:00;54;51;48;14;13;18;39;28
2019-08-28 20:00:00;51;49;49;12;12;18;50;29
2019-08-28 20:15:00;46;60;59;9;26;18;50;33
2019-08-28 20:30:00;44;50;47;8;16;15;44;10
2019-08-28 20:45:00;50;45;49;8;17;11;43;23
2019-08-28 21:00:00;55;51;51;10;14;12;43;33
2019-08-28 21:15:00;47;78;73;11;10;7;28;16
2019-08-28 21:30:00;34;51;52;7;6;10;35;20
2019-08-28 21:45:00;30;36;37;19;18;14;37;14
2019-08-28 22:00:00;29;25;22;17;25;11;45;23
2019-08-28 22:15:00;31;35;39;14;14;11;23;28
2019-08-28 22:30:00;29;30;29;5;7;9;23;11
2019-08-28 22:45:00;19;27;27;5;7;2;18;13
2019-08-28 23:00:00;15;14;16;1;2;8;14;8
2019-08-28 23:15:00;10;14;15;2;6;7;15;8
2019-08-28 23:30:00;7;15;14;1;4;4;6;6
2019-08-28 23:45:00;7;14;15;2;3;7;15;9
