DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-06-04 00:00:00;4;6;6;1;0;0;4;0;0
2020-06-04 00:15:00;3;9;11;2;0;0;7;0;0
2020-06-04 00:30:00;0;4;8;0;0;0;7;0;0
2020-06-04 00:45:00;1;1;2;2;1;1;4;0;0
2020-06-04 01:00:00;4;6;4;0;0;0;1;0;0
2020-06-04 01:15:00;0;2;5;0;0;0;4;0;0
2020-06-04 01:30:00;1;0;1;0;0;0;4;0;0
2020-06-04 01:45:00;1;2;5;0;0;0;2;0;0
2020-06-04 02:00:00;2;1;2;1;1;2;5;0;0
2020-06-04 02:15:00;3;1;3;0;0;0;2;0;0
2020-06-04 02:30:00;2;1;2;0;0;0;5;0;0
2020-06-04 02:45:00;3;0;3;0;0;0;0;0;0
2020-06-04 03:00:00;0;1;2;0;0;0;1;0;0
2020-06-04 03:15:00;2;2;4;0;1;0;2;0;0
2020-06-04 03:30:00;4;3;3;2;1;1;2;0;0
2020-06-04 03:45:00;1;3;3;0;0;0;1;0;0
2020-06-04 04:00:00;2;2;2;0;0;1;4;0;0
2020-06-04 04:15:00;1;4;4;3;2;2;3;0;0
2020-06-04 04:30:00;3;4;6;0;0;2;2;0;0
2020-06-04 04:45:00;6;4;11;2;0;0;9;0;0
2020-06-04 05:00:00;14;17;29;3;2;3;45;0;0
2020-06-04 05:15:00;6;10;30;10;4;8;56;0;0
2020-06-04 05:30:00;13;22;47;10;7;9;71;0;4
2020-06-04 05:45:00;20;34;58;27;9;13;56;0;0
2020-06-04 06:00:00;7;6;19;6;4;3;13;0;0
2020-06-04 06:15:00;4;2;3;4;2;5;8;0;0
2020-06-04 06:30:00;28;35;50;18;14;18;73;2;0
2020-06-04 06:45:00;16;74;83;19;10;15;78;0;0
2020-06-04 07:00:00;8;65;67;41;12;16;75;4;4
2020-06-04 07:15:00;11;73;83;24;10;11;88;0;3
2020-06-04 07:30:00;7;71;80;12;8;2;79;2;4
2020-06-04 07:45:00;11;95;89;21;10;8;79;2;2
2020-06-04 08:00:00;3;68;71;11;7;7;61;0;0
2020-06-04 08:30:00;2;57;65;17;9;5;58;5;4
2020-06-04 08:45:00;7;83;89;19;9;6;67;1;1
2020-06-04 09:00:00;8;61;70;17;6;5;62;0;10
2020-06-04 09:15:00;3;55;62;17;9;6;53;0;0
2020-06-04 09:30:00;3;63;68;19;6;5;61;2;2
2020-06-04 09:45:00;2;58;70;11;6;2;59;3;4
2020-06-04 10:00:00;6;85;94;12;5;2;66;1;0
2020-06-04 10:15:00;6;74;86;18;13;5;65;2;25
2020-06-04 10:30:00;7;77;83;20;9;5;59;2;3
2020-06-04 10:45:00;5;65;69;14;6;2;65;5;1
2020-06-04 11:00:00;2;64;69;14;6;1;55;3;3
2020-06-04 11:15:00;5;72;76;40;7;2;52;16;8
2020-06-04 11:30:00;8;75;80;23;10;9;70;3;16
2020-06-04 11:45:00;9;70;71;18;9;8;69;3;1
2020-06-04 12:00:00;3;72;81;18;9;8;86;7;5
2020-06-04 12:15:00;9;68;77;10;6;4;66;5;14
2020-06-04 12:30:00;1;73;76;16;6;3;71;3;10
2020-06-04 12:45:00;10;94;91;25;12;7;79;6;4
2020-06-04 13:00:00;3;87;88;16;8;6;59;0;6
2020-06-04 13:15:00;3;79;80;24;12;5;75;4;5
2020-06-04 13:30:00;4;72;78;18;7;8;96;3;2
2020-06-04 13:45:00;3;82;94;25;261;6;83;6;19
2020-06-04 14:00:00;4;78;87;26;6;1;84;5;10
2020-06-04 14:15:00;10;131;132;39;11;4;90;1;7
2020-06-04 14:30:00;21;166;166;33;9;6;91;12;5
2020-06-04 14:45:00;8;153;148;29;11;4;81;3;14
2020-06-04 15:00:00;13;151;153;45;11;4;85;8;9
2020-06-04 15:15:00;5;151;146;20;8;4;79;3;3
2020-06-04 15:30:00;9;131;133;30;8;4;93;0;7
2020-06-04 15:45:00;5;124;131;28;8;5;75;4;22
2020-06-04 16:00:00;7;136;138;34;10;4;82;4;2
2020-06-04 16:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 16:30:00;9;125;124;24;8;3;78;0;0
2020-06-04 16:45:00;8;133;139;19;10;15;95;0;0
2020-06-04 17:00:00;15;126;123;27;7;4;98;5;0
2020-06-04 17:15:00;19;144;150;26;11;10;115;1;0
2020-06-04 17:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 17:45:00;3;108;120;25;8;3;88;4;2
2020-06-04 18:00:00;7;82;81;15;11;5;60;1;5
2020-06-04 18:15:00;11;87;97;18;9;5;89;0;9
2020-06-04 18:30:00;7;73;73;13;10;3;54;0;5
2020-06-04 18:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-04 19:00:00;4;53;55;9;4;6;53;2;0
2020-06-04 19:15:00;18;60;72;9;5;0;49;0;1
2020-06-04 19:30:00;14;27;48;6;5;2;32;0;0
2020-06-04 19:45:00;13;35;45;5;3;3;26;4;1
2020-06-04 20:00:00;19;41;61;7;5;3;44;6;0
