DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-08-15 00:00:00;30;6;8;3;0;0;3;35;0;0;0;0;0
2019-08-15 00:15:00;28;7;13;4;1;1;0;29;0;0;0;0;0
2019-08-15 00:30:00;20;4;10;3;0;0;1;34;0;0;0;0;0
2019-08-15 00:45:00;32;2;9;1;1;1;1;21;0;0;0;0;0
2019-08-15 01:00:00;19;5;5;1;1;1;1;23;0;0;0;0;0
2019-08-15 01:15:00;18;7;7;5;0;0;2;21;0;0;0;0;0
2019-08-15 01:30:00;18;4;5;0;1;0;2;20;0;0;0;0;0
2019-08-15 01:45:00;25;6;8;3;0;0;0;13;0;0;0;0;0
2019-08-15 02:00:00;23;4;6;2;0;0;1;16;0;0;0;0;0
2019-08-15 02:15:00;8;3;7;3;0;1;1;12;0;0;0;0;0
2019-08-15 02:30:00;9;4;5;2;0;0;0;16;0;0;0;0;0
2019-08-15 02:45:00;16;2;2;1;2;2;1;15;0;0;0;0;0
2019-08-15 03:00:00;10;2;4;3;2;3;1;10;0;0;0;0;0
2019-08-15 03:15:00;8;6;7;4;1;1;2;16;0;0;0;0;0
2019-08-15 03:30:00;9;2;3;2;1;1;0;14;0;0;0;0;0
2019-08-15 03:45:00;5;3;7;3;0;0;1;9;0;0;0;0;0
2019-08-15 04:00:00;9;1;2;1;1;0;1;10;0;0;0;0;0
2019-08-15 04:15:00;13;2;6;5;0;0;0;7;0;0;0;0;0
2019-08-15 04:30:00;5;2;5;2;0;0;0;12;0;0;0;0;0
2019-08-15 04:45:00;9;1;3;0;1;1;1;8;0;0;0;0;0
2019-08-15 05:00:00;9;6;6;3;1;1;0;11;0;0;0;0;0
2019-08-15 05:15:00;14;2;2;0;1;1;0;8;0;0;0;0;0
2019-08-15 05:30:00;12;3;5;3;2;2;1;19;0;0;0;0;0
2019-08-15 05:45:00;13;6;10;4;2;1;2;26;0;0;0;0;0
2019-08-15 06:00:00;27;7;13;2;3;3;0;22;0;0;0;0;0
2019-08-15 06:15:00;14;4;9;2;3;3;0;27;0;0;0;0;0
2019-08-15 06:30:00;18;3;3;2;1;1;1;20;0;0;0;0;0
2019-08-15 06:45:00;15;1;4;1;0;0;1;18;0;0;0;0;0
2019-08-15 07:00:00;14;6;8;5;4;6;0;21;0;0;0;0;0
2019-08-15 07:15:00;14;5;6;6;1;4;0;30;0;0;0;0;0
2019-08-15 07:30:00;34;7;10;2;1;1;0;23;0;0;0;0;0
2019-08-15 07:45:00;29;6;10;3;2;1;0;28;0;0;0;0;0
2019-08-15 08:00:00;20;10;16;12;7;6;0;27;0;0;0;0;0
2019-08-15 08:15:00;27;6;15;4;3;2;0;33;0;0;0;0;0
2019-08-15 08:30:00;41;5;9;4;10;8;1;47;0;0;0;0;0
2019-08-15 08:45:00;40;7;11;2;5;5;2;41;0;0;0;0;0
2019-08-15 09:00:00;48;9;12;4;4;4;1;46;0;0;0;0;0
