DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-05-12 00:00:00;0;1;0;0;0;0
2020-05-12 00:15:00;0;0;0;0;0;0
2020-05-12 00:30:00;0;0;0;0;0;0
2020-05-12 00:45:00;1;0;0;0;0;0
2020-05-12 01:00:00;1;1;0;0;0;0
2020-05-12 01:15:00;0;0;0;0;0;0
2020-05-12 01:30:00;0;0;0;0;0;0
2020-05-12 01:45:00;1;0;0;0;0;0
2020-05-12 02:00:00;0;0;0;0;0;0
2020-05-12 02:15:00;0;0;0;0;0;0
2020-05-12 02:30:00;0;0;0;0;0;0
2020-05-12 02:45:00;0;0;0;0;0;0
2020-05-12 03:00:00;0;0;0;0;0;0
2020-05-12 03:15:00;0;2;0;0;0;0
2020-05-12 03:30:00;1;2;0;0;0;0
2020-05-12 03:45:00;0;0;0;0;0;0
2020-05-12 04:00:00;1;1;0;0;0;0
2020-05-12 04:15:00;0;1;0;0;0;0
2020-05-12 04:30:00;0;1;0;0;0;0
2020-05-12 04:45:00;1;0;0;0;0;0
2020-05-12 05:00:00;0;1;0;0;0;0
2020-05-12 05:15:00;2;5;0;0;0;0
2020-05-12 05:30:00;6;2;0;0;0;0
2020-05-12 05:45:00;13;7;0;0;0;0
2020-05-12 06:00:00;4;6;0;0;0;0
2020-05-12 06:15:00;9;5;2;0;0;0
2020-05-12 06:30:00;9;4;0;0;0;0
2020-05-12 06:45:00;14;13;0;3;0;0
2020-05-12 07:00:00;15;8;0;0;0;0
2020-05-12 07:15:00;11;7;0;0;0;0
2020-05-12 07:30:00;13;6;0;0;0;0
2020-05-12 07:45:00;8;8;0;0;0;0
2020-05-12 08:00:00;6;7;0;0;0;0
2020-05-12 08:15:00;10;8;2;0;0;0
2020-05-12 08:30:00;12;13;1;0;0;0
2020-05-12 08:45:00;15;13;1;0;0;0
2020-05-12 09:00:00;5;6;0;0;0;0
2020-05-12 09:15:00;7;10;0;1;0;0
2020-05-12 09:30:00;17;11;0;0;0;0
2020-05-12 09:45:00;9;9;1;0;0;0
2020-05-12 10:00:00;7;6;0;0;0;0
2020-05-12 10:15:00;10;11;0;1;0;0
2020-05-12 10:30:00;12;14;0;0;0;0
2020-05-12 10:45:00;8;12;0;2;0;0
2020-05-12 11:00:00;10;9;0;1;0;0
2020-05-12 11:15:00;11;13;0;2;0;0
2020-05-12 11:30:00;7;9;0;0;0;0
2020-05-12 11:45:00;9;6;1;2;0;0
2020-05-12 12:00:00;13;17;5;0;0;0
2020-05-12 12:15:00;13;13;0;0;0;0
2020-05-12 12:30:00;17;18;4;1;0;0
2020-05-12 12:45:00;7;12;0;0;0;0
2020-05-12 13:00:00;9;16;1;0;0;0
2020-05-12 13:15:00;10;15;1;1;0;0
2020-05-12 13:30:00;10;16;0;0;0;0
2020-05-12 13:45:00;16;17;1;1;0;0
2020-05-12 14:00:00;12;9;0;1;0;0
2020-05-12 14:15:00;17;18;0;2;0;0
2020-05-12 14:30:00;15;9;1;1;0;0
2020-05-12 14:45:00;15;17;1;6;0;0
2020-05-12 15:00:00;17;19;1;4;0;0
2020-05-12 15:15:00;14;21;1;7;0;0
2020-05-12 15:30:00;17;26;2;4;0;0
2020-05-12 15:45:00;17;17;6;2;0;0
2020-05-12 16:00:00;9;36;4;1;0;0
2020-05-12 16:15:00;12;22;11;1;0;0
2020-05-12 16:30:00;18;27;6;5;0;0
2020-05-12 16:45:00;17;25;1;5;0;0
2020-05-12 17:00:00;10;16;5;2;0;0
2020-05-12 17:15:00;12;16;5;3;0;0
2020-05-12 17:30:00;16;19;5;3;0;0
2020-05-12 17:45:00;7;21;7;4;0;0
2020-05-12 18:00:00;14;17;3;3;0;0
2020-05-12 18:15:00;8;15;10;8;0;0
2020-05-12 18:30:00;16;9;4;1;0;0
2020-05-12 18:45:00;13;9;0;3;0;0
2020-05-12 19:00:00;8;10;3;1;0;0
2020-05-12 19:15:00;3;12;0;0;0;0
2020-05-12 19:30:00;3;5;2;0;0;0
2020-05-12 19:45:00;13;7;2;0;0;0
2020-05-12 20:00:00;2;7;3;0;0;0
2020-05-12 20:15:00;7;3;0;0;0;0
2020-05-12 20:30:00;2;6;0;0;0;0
2020-05-12 20:45:00;1;7;0;0;0;0
2020-05-12 21:00:00;4;5;0;0;0;0
2020-05-12 21:15:00;2;5;0;0;0;0
2020-05-12 21:30:00;6;4;0;0;0;0
2020-05-12 21:45:00;3;3;0;0;0;0
2020-05-12 22:00:00;3;0;0;0;0;0
2020-05-12 22:15:00;2;4;0;0;0;0
2020-05-12 22:30:00;2;0;0;0;0;0
2020-05-12 22:45:00;3;2;0;0;0;0
2020-05-12 23:00:00;0;0;0;0;0;0
2020-05-12 23:15:00;1;2;0;0;0;0
2020-05-12 23:30:00;5;0;0;0;0;0
