DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-10-20 00:00:00;3;1;3;0;0;0;0;0;0
2020-10-20 00:15:00;2;1;21;0;0;0;0;0;0
2020-10-20 00:30:00;5;4;7;1;1;0;0;0;0
2020-10-20 00:45:00;3;7;12;0;0;0;0;0;0
2020-10-20 01:00:00;2;2;5;0;0;0;0;0;0
2020-10-20 01:15:00;3;3;7;0;0;0;0;0;0
2020-10-20 01:30:00;3;1;8;0;0;0;0;0;0
2020-10-20 01:45:00;9;2;6;0;0;0;0;0;0
2020-10-20 02:00:00;3;3;8;0;0;0;0;0;0
2020-10-20 02:15:00;9;3;4;0;0;0;0;0;0
2020-10-20 02:30:00;4;1;3;0;0;0;0;0;0
2020-10-20 02:45:00;3;0;8;0;0;0;0;0;0
2020-10-20 03:00:00;1;1;6;0;0;0;0;0;0
2020-10-20 03:15:00;9;5;7;1;1;0;0;0;0
2020-10-20 03:30:00;6;6;5;0;0;0;0;0;0
2020-10-20 03:45:00;7;4;8;0;0;0;0;0;0
2020-10-20 04:00:00;6;0;8;0;0;0;0;0;0
2020-10-20 04:15:00;11;2;13;0;0;0;0;0;0
2020-10-20 04:30:00;16;6;11;0;0;0;0;0;0
2020-10-20 04:45:00;20;5;40;0;0;0;0;0;0
2020-10-20 05:00:00;30;15;79;0;0;0;0;0;0
2020-10-20 05:15:00;55;15;140;0;0;0;0;0;0
2020-10-20 05:30:00;56;15;128;1;1;0;0;0;0
2020-10-20 05:45:00;57;19;118;2;1;0;0;0;0
2020-10-20 06:00:00;87;32;117;1;1;0;0;0;0
2020-10-20 06:15:00;133;49;149;1;1;0;0;0;0
2020-10-20 06:30:00;84;46;161;1;1;1;0;0;0
2020-10-20 06:45:00;100;49;197;1;1;0;0;0;0
2020-10-20 07:00:00;88;31;184;1;1;0;0;0;0
2020-10-20 07:15:00;105;58;220;5;6;0;0;0;0
2020-10-20 07:30:00;93;71;215;1;1;1;0;0;0
2020-10-20 07:45:00;108;72;214;1;1;0;0;0;0
2020-10-20 08:00:00;106;57;166;3;3;0;0;0;0
2020-10-20 08:15:00;91;59;203;1;1;1;0;0;0
2020-10-20 08:30:00;88;46;204;1;1;0;0;0;0
2020-10-20 08:45:00;111;60;181;1;2;2;0;0;0
2020-10-20 09:00:00;88;54;171;1;1;1;0;0;0
2020-10-20 09:15:00;119;59;197;1;1;0;0;0;0
2020-10-20 09:30:00;106;62;217;3;3;2;0;0;0
2020-10-20 09:45:00;119;59;191;2;2;1;0;0;0
2020-10-20 10:00:00;107;63;181;2;2;1;0;0;0
2020-10-20 10:15:00;125;63;203;1;1;1;0;0;0
2020-10-20 10:30:00;128;54;186;1;1;1;0;0;0
2020-10-20 10:45:00;150;56;173;2;1;4;0;0;0
2020-10-20 11:00:00;132;61;176;1;1;0;0;0;0
2020-10-20 11:15:00;120;55;185;1;1;1;0;0;0
2020-10-20 11:30:00;144;54;170;2;2;0;0;0;0
2020-10-20 11:45:00;123;47;165;1;1;0;0;0;0
2020-10-20 12:00:00;118;65;177;3;3;0;0;0;0
2020-10-20 12:15:00;117;60;177;0;0;0;0;0;0
2020-10-20 12:30:00;116;65;192;2;2;2;0;0;0
