DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2019-11-04 00:00:00;5;0;4;9;0;0;0;0;0;0;0;0
2019-11-04 00:15:00;8;0;7;8;0;0;0;0;0;0;0;0
2019-11-04 00:30:00;10;0;6;6;0;0;0;0;0;0;0;0
2019-11-04 00:45:00;7;0;5;6;0;0;0;0;0;0;0;0
2019-11-04 01:00:00;7;0;3;3;0;0;0;0;0;0;0;0
2019-11-04 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-04 01:30:00;5;0;1;1;0;0;0;0;0;0;0;0
2019-11-04 01:45:00;3;0;0;1;0;0;0;0;0;0;0;0
2019-11-04 02:00:00;0;0;2;0;0;0;0;0;0;0;0;0
2019-11-04 02:15:00;3;0;1;0;0;0;0;0;0;0;0;0
2019-11-04 02:30:00;0;0;2;2;0;0;0;0;0;0;0;0
2019-11-04 02:45:00;4;0;3;1;0;0;0;0;0;0;0;0
2019-11-04 03:00:00;0;0;1;0;0;0;0;0;0;0;0;0
2019-11-04 03:15:00;5;0;2;1;0;0;0;0;0;0;0;0
2019-11-04 03:30:00;1;0;5;1;0;0;0;0;0;0;0;0
2019-11-04 03:45:00;7;0;2;1;0;0;0;0;0;0;0;0
2019-11-04 04:00:00;3;0;2;3;0;0;0;0;0;0;0;0
2019-11-04 04:15:00;4;0;2;3;0;0;0;0;0;0;0;0
2019-11-04 04:30:00;9;0;2;2;0;0;0;0;0;0;0;0
2019-11-04 04:45:00;10;0;6;6;0;0;0;0;0;0;0;0
2019-11-04 05:00:00;17;0;16;7;0;0;0;0;0;0;0;0
2019-11-04 05:15:00;25;0;31;12;0;0;0;0;0;0;0;0
2019-11-04 05:30:00;32;0;49;11;0;0;1;2;0;0;0;0
2019-11-04 05:45:00;43;0;48;11;0;0;0;0;0;0;0;0
2019-11-04 06:00:00;56;0;49;12;2;1;0;0;0;0;0;0
2019-11-04 06:15:00;35;0;87;22;1;0;0;3;0;0;0;0
2019-11-04 06:30:00;70;0;95;14;1;0;1;1;0;0;0;0
2019-11-04 06:45:00;61;0;85;23;2;0;0;3;0;0;0;0
2019-11-04 07:00:00;63;0;142;19;2;0;1;0;0;0;0;0
2019-11-04 07:15:00;75;0;165;28;5;0;7;1;0;0;0;0
2019-11-04 07:30:00;88;0;203;38;12;0;6;0;0;0;0;0
2019-11-04 07:45:00;86;0;157;38;9;0;21;0;0;0;0;0
2019-11-04 08:00:00;74;0;131;28;5;1;0;2;0;0;0;0
2019-11-04 08:15:00;77;0;117;22;2;2;12;0;1;0;0;0
2019-11-04 08:30:00;56;0;96;22;4;0;5;0;0;0;0;0
2019-11-04 08:45:00;70;0;86;27;1;1;11;0;0;0;0;0
2019-11-04 09:00:00;64;0;90;26;0;2;2;0;0;0;0;0
2019-11-04 09:15:00;65;0;86;19;3;0;5;0;9;0;0;0
2019-11-04 09:30:00;65;0;93;25;1;0;3;0;0;0;0;0
2019-11-04 09:45:00;59;0;91;29;1;0;7;0;0;0;0;0
2019-11-04 10:00:00;60;0;80;21;1;0;1;0;0;0;0;0
2019-11-04 10:15:00;67;0;82;21;2;0;3;0;0;0;0;0
