DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-05-08 00:00:00;0;1;0;0;0;0;0;0
2020-05-08 00:15:00;0;1;0;0;0;0;0;0
2020-05-08 00:30:00;1;2;3;1;1;0;0;0
2020-05-08 00:45:00;0;1;1;0;0;0;0;0
2020-05-08 01:00:00;0;2;0;0;0;0;0;0
2020-05-08 01:15:00;0;1;0;0;0;0;0;0
2020-05-08 01:30:00;0;1;0;0;0;0;0;0
2020-05-08 01:45:00;0;1;1;1;0;0;0;0
2020-05-08 02:00:00;0;0;0;0;0;0;0;0
2020-05-08 02:15:00;0;0;0;0;0;0;0;0
2020-05-08 02:30:00;0;0;0;0;0;0;0;0
2020-05-08 02:45:00;0;0;0;0;0;0;0;0
2020-05-08 03:00:00;0;0;0;0;0;0;0;0
2020-05-08 03:15:00;0;0;0;0;0;0;0;0
2020-05-08 03:30:00;0;0;0;0;0;0;0;0
2020-05-08 03:45:00;0;0;0;0;0;0;0;0
2020-05-08 04:00:00;0;0;0;0;0;0;0;0
2020-05-08 04:15:00;0;1;1;1;0;0;0;0
2020-05-08 04:30:00;0;2;1;1;0;0;0;0
2020-05-08 04:45:00;0;0;2;1;0;0;0;0
2020-05-08 05:00:00;0;4;12;2;0;0;0;0
2020-05-08 05:15:00;0;6;19;2;1;0;0;0
2020-05-08 05:30:00;2;9;25;6;3;0;0;0
2020-05-08 05:45:00;0;5;23;3;3;0;0;0
2020-05-08 06:00:00;0;5;13;1;2;0;0;0
2020-05-08 06:15:00;0;7;35;2;278;0;0;0
2020-05-08 06:30:00;2;16;82;6;5;0;0;0
2020-05-08 06:45:00;2;18;55;5;5;0;0;0
2020-05-08 07:00:00;1;8;14;1;6;0;0;0
2020-05-08 07:15:00;0;7;25;3;1;0;0;0
2020-05-08 07:30:00;1;11;36;5;13;0;0;0
2020-05-08 07:45:00;1;9;27;10;7;0;0;0
2020-05-08 08:00:00;4;18;31;5;8;0;0;0
2020-05-08 08:15:00;0;6;18;2;1;0;0;0
2020-05-08 08:30:00;1;6;24;3;9;0;0;0
2020-05-08 08:45:00;5;11;18;1;5;0;0;0
2020-05-08 09:00:00;2;10;13;3;18;0;0;0
2020-05-08 09:15:00;0;13;12;7;4;0;0;0
2020-05-08 09:30:00;0;18;9;6;2;0;0;0
2020-05-08 09:45:00;1;10;13;2;11;0;2;0
2020-05-08 10:00:00;2;19;8;3;4;0;0;0
2020-05-08 10:15:00;2;15;15;7;9;0;0;0
2020-05-08 10:30:00;3;22;9;6;6;0;0;0
2020-05-08 10:45:00;0;11;14;3;5;0;0;0
2020-05-08 11:00:00;1;20;9;3;10;0;0;0
2020-05-08 11:15:00;2;14;23;3;4;0;1;0
2020-05-08 11:30:00;0;16;18;3;5;0;0;0
2020-05-08 11:45:00;2;22;19;2;5;0;0;0
2020-05-08 12:00:00;2;26;10;1;5;0;1;3
2020-05-08 12:15:00;3;22;9;2;6;0;0;0
2020-05-08 12:30:00;7;30;18;2;9;0;0;0
2020-05-08 12:45:00;5;30;21;4;6;0;0;0
2020-05-08 13:00:00;4;26;13;4;265;0;0;0
2020-05-08 13:15:00;2;21;6;2;8;0;1;0
2020-05-08 13:30:00;5;47;21;4;5;0;0;0
2020-05-08 13:45:00;5;25;17;6;9;0;0;0
2020-05-08 14:00:00;5;35;31;7;10;0;0;0
2020-05-08 14:15:00;1;47;17;2;9;0;0;0
2020-05-08 14:30:00;1;31;6;2;8;0;0;0
2020-05-08 14:45:00;2;35;11;7;4;0;0;0
2020-05-08 15:00:00;2;46;18;1;9;0;0;0
2020-05-08 15:15:00;4;86;14;1;13;0;0;0
2020-05-08 15:30:00;5;31;3;0;2;0;0;0
2020-05-08 15:45:00;4;30;15;4;8;0;0;0
2020-05-08 16:00:00;1;26;6;2;9;0;0;0
2020-05-08 16:15:00;2;29;6;1;1;0;0;0
2020-05-08 16:30:00;2;15;12;2;1;0;0;0
2020-05-08 16:45:00;2;16;6;2;4;0;0;0
2020-05-08 17:00:00;3;23;10;3;2;0;0;0
2020-05-08 17:15:00;3;12;6;0;1;0;0;0
2020-05-08 17:30:00;1;16;5;2;2;0;0;0
2020-05-08 17:45:00;1;15;6;3;4;0;0;0
2020-05-08 18:00:00;0;15;4;1;2;0;0;0
2020-05-08 18:15:00;0;12;3;0;0;0;0;0
2020-05-08 18:30:00;0;6;3;0;2;5;0;0
2020-05-08 18:45:00;0;4;4;3;0;0;0;0
2020-05-08 19:00:00;0;9;4;1;2;0;0;0
2020-05-08 19:15:00;0;10;10;3;0;0;0;0
2020-05-08 19:30:00;0;6;4;0;2;0;0;0
2020-05-08 19:45:00;0;7;2;0;0;0;0;0
