DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(DD4);16(TAFBA);53(TAFBA2);54(TAFBB2);55(TAFBC);56(TAFBD);57(TAFBE)
2019-12-09 00:00:00;1;3;2;0;2;2;0;0;4;2;0;0;0;0;1;0;0;0;0;0;0
2019-12-09 00:15:00;2;8;2;0;0;1;1;0;7;7;0;0;1;0;0;0;0;0;0;0;0
2019-12-09 00:30:00;0;5;3;1;0;3;1;0;4;4;0;1;0;1;0;0;0;0;0;0;0
2019-12-09 00:45:00;2;3;1;1;0;5;0;0;4;4;0;0;0;1;0;0;0;0;0;0;0
2019-12-09 01:00:00;0;0;1;0;0;1;0;0;6;2;1;0;0;0;0;0;0;0;0;0;0
2019-12-09 01:15:00;2;3;1;1;3;0;1;2;4;1;1;1;1;0;2;0;0;0;0;0;0
2019-12-09 01:30:00;4;4;3;0;0;1;0;0;1;4;0;1;1;2;0;0;0;0;0;0;0
2019-12-09 01:45:00;0;2;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
2019-12-09 02:00:00;2;3;0;0;0;0;0;0;1;2;0;0;2;3;1;0;0;0;0;0;0
2019-12-09 02:15:00;3;4;0;2;0;0;0;0;1;2;0;0;0;3;0;0;0;0;0;0;0
2019-12-09 02:30:00;0;4;1;0;0;0;0;0;4;0;0;0;0;1;1;0;0;0;0;0;0
2019-12-09 02:45:00;1;5;1;2;0;1;2;0;2;2;3;1;1;2;0;0;0;0;0;0;0
2019-12-09 03:00:00;2;1;1;0;0;1;0;1;3;2;0;0;2;2;0;0;0;0;0;0;0
2019-12-09 03:15:00;1;6;1;0;0;1;0;0;1;2;0;0;3;2;0;0;0;0;0;0;0
2019-12-09 03:30:00;2;2;0;0;1;2;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0
2019-12-09 03:45:00;2;6;0;1;2;1;1;0;3;3;0;1;1;2;0;0;0;0;0;0;0
2019-12-09 04:00:00;3;7;1;1;0;0;0;0;3;5;0;0;5;1;1;0;0;0;0;0;0
2019-12-09 04:15:00;0;7;0;0;0;2;0;1;9;1;2;0;3;6;1;0;0;0;0;0;0
2019-12-09 04:30:00;3;6;2;1;3;4;2;0;6;2;2;2;5;4;1;0;0;0;0;0;0
2019-12-09 04:45:00;3;11;1;1;0;4;2;1;4;6;3;1;2;4;3;0;0;0;0;0;0
2019-12-09 05:00:00;6;18;2;1;8;19;3;0;16;13;7;6;1;5;2;0;0;0;0;0;0
2019-12-09 05:15:00;11;22;12;4;13;15;4;0;21;22;18;0;5;8;4;0;0;0;0;0;0
2019-12-09 05:30:00;38;24;16;3;16;27;4;3;21;34;22;1;17;13;10;0;0;0;1;0;0
2019-12-09 05:45:00;55;52;26;5;16;33;5;3;41;33;17;2;36;10;14;0;0;0;0;0;0
2019-12-09 06:00:00;53;29;20;3;11;22;4;1;32;42;10;0;40;25;17;0;0;0;0;0;0
2019-12-09 06:15:00;47;50;24;9;19;25;7;1;48;47;11;5;30;21;14;0;0;0;0;0;0
2019-12-09 06:30:00;58;49;33;7;23;41;9;3;38;56;16;7;23;15;18;0;0;0;0;0;0
2019-12-09 06:45:00;94;56;36;6;25;65;6;2;44;53;14;5;40;21;30;0;0;0;0;0;0
2019-12-09 07:00:00;75;74;47;9;39;69;3;1;47;49;24;11;61;34;38;0;0;0;0;0;0
2019-12-09 07:15:00;95;80;51;12;40;60;10;5;48;59;16;3;62;41;40;0;0;0;0;0;0
2019-12-09 07:30:00;63;73;47;20;55;45;14;2;54;86;31;16;58;31;57;0;0;0;0;0;0
2019-12-09 07:45:00;69;69;70;13;67;74;29;9;68;66;29;26;55;40;31;20;0;10;0;0;0
2019-12-09 08:00:00;86;82;76;21;63;67;18;6;68;75;28;11;51;35;41;0;0;0;0;0;0
2019-12-09 08:15:00;85;75;51;27;45;75;16;2;56;63;27;23;57;29;25;0;3;0;0;0;0
2019-12-09 08:30:00;87;71;47;18;42;47;15;4;45;54;29;11;58;26;22;1;0;0;0;0;0
2019-12-09 08:45:00;75;101;65;22;40;47;25;7;52;64;20;17;49;18;25;0;0;1;0;0;0
2019-12-09 09:00:00;52;77;61;18;41;54;19;7;47;45;12;18;40;26;25;1;0;0;0;0;0
2019-12-09 09:15:00;56;75;68;13;41;47;19;6;47;48;31;22;64;34;28;0;0;0;0;0;0
2019-12-09 09:30:00;47;72;63;16;51;47;20;11;52;50;22;26;67;35;32;0;0;0;0;0;0
2019-12-09 09:45:00;45;106;66;23;43;42;19;6;49;70;31;25;56;23;27;0;0;0;0;0;0
2019-12-09 10:00:00;47;88;62;21;45;30;24;9;61;58;23;33;59;29;23;0;0;1;0;0;0
2019-12-09 10:15:00;44;95;51;18;52;31;22;10;64;54;32;32;59;19;28;0;0;0;0;0;0
2019-12-09 10:30:00;47;93;63;13;39;39;22;20;48;55;27;27;64;29;30;0;0;0;0;0;0
2019-12-09 10:45:00;29;95;60;16;48;54;15;6;61;75;27;29;63;32;24;0;0;3;0;0;0
2019-12-09 11:00:00;47;80;72;21;43;39;16;17;65;78;27;35;62;66;41;1;0;3;0;1;0
2019-12-09 11:15:00;42;88;66;14;49;57;14;13;60;67;25;44;73;26;25;0;0;0;0;0;0
2019-12-09 11:30:00;34;91;70;27;55;34;15;10;81;80;33;35;63;25;29;0;0;0;0;2;0
2019-12-09 11:45:00;39;70;64;17;55;52;15;11;58;47;22;34;48;26;29;1;0;0;0;3;0
2019-12-09 12:00:00;43;77;47;23;58;53;30;17;71;73;27;39;75;31;38;4;0;2;0;0;0
2019-12-09 12:15:00;37;94;57;20;36;37;16;15;68;62;25;36;63;28;31;0;0;0;0;4;2
2019-12-09 12:30:00;48;79;66;16;44;46;15;12;64;55;22;37;67;29;38;0;0;0;0;0;0
2019-12-09 12:45:00;35;84;58;18;39;50;12;18;64;62;31;35;69;37;31;0;0;0;0;1;0
2019-12-09 13:00:00;36;78;53;11;32;49;16;15;70;65;24;23;71;26;29;0;0;0;2;2;0
2019-12-09 13:15:00;40;93;56;22;67;57;20;20;72;66;28;32;54;29;29;0;0;0;0;0;0
2019-12-09 13:30:00;33;84;52;17;44;41;11;8;71;59;21;20;60;33;48;0;0;1;0;0;0
2019-12-09 13:45:00;34;84;60;18;46;45;12;8;59;74;22;29;94;55;27;0;0;4;0;0;0
2019-12-09 14:00:00;35;125;72;26;56;45;43;17;68;69;36;46;120;65;46;7;0;0;0;0;0
2019-12-09 14:15:00;42;110;76;35;49;88;16;16;65;79;24;52;111;53;57;1;3;3;3;0;0
2019-12-09 14:30:00;38;98;82;31;39;39;25;11;76;92;28;41;94;48;52;0;0;1;1;0;0
2019-12-09 14:45:00;36;93;62;20;53;51;26;7;69;90;26;43;74;34;42;1;4;0;0;0;0
2019-12-09 15:00:00;47;97;67;26;35;36;12;10;74;67;22;52;89;43;60;0;0;0;0;2;1
2019-12-09 15:15:00;36;111;76;27;48;41;18;12;68;73;22;37;89;51;54;0;1;5;0;0;0
2019-12-09 15:30:00;42;98;87;29;60;46;28;19;77;91;22;40;111;55;62;0;0;4;0;0;0
2019-12-09 15:45:00;54;114;103;36;50;54;23;25;91;88;39;47;87;46;40;0;0;0;0;0;0
2019-12-09 16:00:00;52;121;83;29;63;54;19;23;80;89;33;59;100;65;60;0;0;0;0;1;1
2019-12-09 16:15:00;42;105;88;40;55;57;37;29;89;92;21;60;106;67;60;3;0;0;0;0;0
2019-12-09 16:30:00;46;108;80;39;56;55;30;20;88;98;25;43;103;60;72;0;0;1;3;0;0
2019-12-09 16:45:00;39;124;100;23;41;53;21;15;83;87;25;69;102;56;56;1;0;0;0;0;0
2019-12-09 17:00:00;24;116;76;23;46;51;14;26;75;99;26;59;92;55;59;3;0;0;0;2;3
2019-12-09 17:15:00;49;102;79;36;54;49;35;25;78;99;28;44;105;48;45;0;0;0;0;0;0
2019-12-09 17:30:00;33;114;91;35;56;52;24;16;84;80;29;39;86;52;45;1;0;0;1;0;0
2019-12-09 17:45:00;44;109;86;36;50;36;21;23;86;95;28;49;101;45;47;0;0;0;0;0;1
2019-12-09 18:00:00;27;83;70;33;38;48;19;15;61;68;39;28;90;45;53;0;1;0;0;0;1
2019-12-09 18:15:00;28;87;62;35;48;36;10;24;60;74;16;24;70;37;30;0;0;0;0;0;0
2019-12-09 18:30:00;27;95;61;19;45;37;17;15;54;64;21;23;76;37;35;0;1;0;0;0;0
2019-12-09 18:45:00;17;79;60;26;39;35;12;9;73;78;24;26;67;36;51;1;1;1;0;0;0
2019-12-09 19:00:00;20;72;44;15;39;36;14;13;57;68;13;22;42;29;19;0;0;0;0;1;0
2019-12-09 19:15:00;16;55;32;22;32;32;12;19;58;64;19;29;43;13;18;1;2;0;0;0;0
2019-12-09 19:30:00;17;44;23;16;23;28;5;10;60;47;12;12;39;19;16;0;0;0;0;10;0
2019-12-09 19:45:00;27;58;37;6;18;24;7;16;55;65;20;14;31;17;20;0;0;0;0;0;0
2019-12-09 20:00:00;16;42;28;14;14;22;8;23;74;79;16;11;34;21;15;0;0;0;0;0;0
2019-12-09 20:15:00;7;35;28;4;18;21;12;11;32;45;7;3;18;12;11;0;0;0;0;0;0
2019-12-09 20:30:00;8;40;17;6;12;24;8;8;33;40;9;9;14;8;6;0;0;0;0;0;0
2019-12-09 20:45:00;15;31;19;7;11;25;4;2;43;49;16;7;18;10;10;0;0;2;0;0;0
2019-12-09 21:00:00;7;35;15;6;21;25;4;4;26;33;13;4;14;7;8;0;0;0;0;0;0
2019-12-09 21:15:00;19;22;9;5;24;34;7;3;27;43;20;2;8;7;5;0;0;0;0;0;0
2019-12-09 21:30:00;18;28;15;4;23;32;3;2;22;25;25;7;16;10;5;0;0;0;0;0;0
2019-12-09 21:45:00;6;27;15;6;14;24;4;3;22;13;4;14;23;8;5;0;0;0;0;0;0
2019-12-09 22:00:00;4;21;15;5;26;29;4;1;18;19;4;31;38;9;10;0;0;0;0;0;0
2019-12-09 22:15:00;10;36;18;6;7;22;3;4;25;21;3;14;18;8;2;0;1;0;0;1;0
2019-12-09 22:30:00;16;27;7;8;5;22;1;3;31;17;2;2;10;10;6;0;0;0;0;0;0
2019-12-09 22:45:00;7;20;4;5;5;17;1;1;18;12;5;4;12;4;1;0;0;0;0;2;0
2019-12-09 23:00:00;4;19;7;3;6;8;1;3;17;14;0;1;15;7;6;0;0;0;0;0;0
2019-12-09 23:15:00;4;8;1;5;7;4;2;1;8;6;1;1;2;4;2;0;0;0;0;0;0
2019-12-09 23:30:00;5;7;2;1;0;1;1;2;5;13;2;1;6;2;3;0;0;0;0;0;0
2019-12-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
