DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2020-09-17 00:00:00;6;6;0;1;0;0;1;6;6;3;0;7;7;4;1;2;0
2020-09-17 00:15:00;7;5;3;1;0;0;1;4;5;2;0;5;14;2;2;2;0
2020-09-17 00:30:00;10;9;3;0;0;2;0;7;2;6;0;9;15;3;6;1;0
2020-09-17 00:45:00;10;10;4;0;0;0;0;2;3;3;1;8;6;1;0;0;0
2020-09-17 01:00:00;8;8;1;0;0;1;0;3;5;2;2;5;2;1;12;0;0
2020-09-17 01:15:00;5;3;1;1;0;0;0;3;3;2;0;0;6;2;1;0;0
2020-09-17 01:30:00;5;1;0;0;0;0;1;3;1;0;0;6;6;1;2;0;0
2020-09-17 01:45:00;3;3;1;0;0;0;1;3;1;1;0;4;2;0;9;1;0
2020-09-17 02:00:00;7;4;0;0;0;0;0;2;2;1;1;1;3;1;1;0;0
2020-09-17 02:15:00;6;3;0;0;0;0;0;3;0;3;0;5;4;2;0;0;0
2020-09-17 02:30:00;9;8;1;0;0;0;0;1;1;1;0;2;3;2;0;0;0
2020-09-17 02:45:00;5;4;1;0;0;0;0;2;0;2;1;4;4;4;0;0;0
2020-09-17 03:00:00;4;4;1;0;0;0;0;2;4;0;0;3;4;2;2;0;0
2020-09-17 03:15:00;6;6;1;0;0;0;0;2;5;2;0;3;5;2;1;0;0
2020-09-17 03:30:00;8;3;0;1;0;0;0;4;4;2;0;3;4;0;0;2;0
2020-09-17 03:45:00;5;1;1;1;0;1;0;1;2;4;0;3;5;2;0;1;0
2020-09-17 04:00:00;10;13;4;0;0;0;0;2;2;2;1;1;4;1;2;0;0
2020-09-17 04:15:00;10;12;3;0;0;0;1;5;6;3;1;4;3;1;0;1;0
2020-09-17 04:30:00;14;15;5;0;0;0;0;7;6;5;3;11;6;3;3;0;0
2020-09-17 04:45:00;22;22;15;0;0;0;0;7;9;8;2;13;13;3;0;1;0
2020-09-17 05:00:00;16;48;36;0;0;0;0;9;12;9;3;33;11;1;10;2;0
2020-09-17 05:15:00;28;61;60;0;0;0;0;8;20;11;11;30;12;5;2;0;0
2020-09-17 05:30:00;55;79;72;0;0;0;1;55;26;23;19;31;18;13;4;1;0
2020-09-17 05:45:00;60;52;48;0;0;0;0;59;56;24;12;27;19;9;13;3;0
2020-09-17 06:00:00;65;46;42;1;0;1;0;47;64;22;22;32;24;17;15;2;0
2020-09-17 06:15:00;81;71;81;5;0;1;1;31;49;26;19;48;36;16;9;8;0
2020-09-17 06:30:00;96;83;81;1;0;2;0;52;41;27;15;52;44;22;16;4;0
2020-09-17 06:45:00;123;79;100;8;0;1;2;54;64;25;27;61;50;38;17;12;0
2020-09-17 07:00:00;78;90;91;10;0;1;1;79;52;21;13;63;72;53;14;22;0
2020-09-17 07:15:00;100;106;107;14;0;0;3;72;84;26;22;90;81;80;19;46;0
2020-09-17 07:30:00;100;100;122;32;0;1;0;79;86;32;40;95;88;80;22;64;0
2020-09-17 07:45:00;104;116;122;15;0;4;1;93;98;45;45;84;53;56;71;28;0
2020-09-17 08:00:00;107;105;115;12;1;3;2;130;68;40;30;73;57;41;20;20;0
2020-09-17 08:15:00;101;84;93;7;0;4;2;58;84;32;19;54;49;43;17;18;0
2020-09-17 08:30:00;98;85;83;14;0;4;3;75;83;30;21;66;52;43;12;24;0
2020-09-17 08:45:00;77;87;79;3;0;3;5;85;80;30;23;52;52;46;19;5;0
2020-09-17 09:00:00;72;67;63;6;1;2;3;72;59;21;22;59;42;42;19;12;0
2020-09-17 09:15:00;69;80;79;6;1;3;1;76;85;36;27;71;44;35;12;10;0
