DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-07-19 00:00:00;10;6;4;0;11;2;0
2020-07-19 00:15:00;13;11;10;1;13;6;0
2020-07-19 00:30:00;11;7;5;5;10;4;0
2020-07-19 00:45:00;8;7;7;1;17;10;0
2020-07-19 01:00:00;11;5;3;0;5;5;0
2020-07-19 01:15:00;8;7;1;1;9;4;0
2020-07-19 01:30:00;9;6;3;1;10;5;0
2020-07-19 01:45:00;6;0;0;1;7;3;0
2020-07-19 02:00:00;9;3;1;3;3;1;0
2020-07-19 02:15:00;5;5;0;1;7;0;0
2020-07-19 02:30:00;1;0;0;0;3;1;0
2020-07-19 02:45:00;1;1;1;2;4;2;0
2020-07-19 03:00:00;2;2;1;1;5;3;0
2020-07-19 03:15:00;2;4;3;1;2;2;0
2020-07-19 03:30:00;1;1;1;0;5;1;0
2020-07-19 03:45:00;7;1;0;0;1;1;0
2020-07-19 04:00:00;2;1;0;0;0;0;0
2020-07-19 04:15:00;2;1;0;2;3;2;0
2020-07-19 04:30:00;1;0;0;0;3;2;0
2020-07-19 04:45:00;0;1;1;0;3;2;0
2020-07-19 05:00:00;3;1;1;0;3;3;0
2020-07-19 05:15:00;2;4;4;0;8;3;0
2020-07-19 05:30:00;7;3;1;0;3;0;0
2020-07-19 05:45:00;9;6;1;0;7;7;0
2020-07-19 06:00:00;8;3;0;0;6;2;0
2020-07-19 06:15:00;4;3;1;3;13;3;0
2020-07-19 06:30:00;9;3;3;2;1;1;0
2020-07-19 06:45:00;5;6;3;4;6;4;0
2020-07-19 07:00:00;5;5;3;0;7;4;0
2020-07-19 07:15:00;9;7;4;1;5;5;0
2020-07-19 07:30:00;8;2;2;1;13;0;0
2020-07-19 07:45:00;9;4;2;3;8;1;0
2020-07-19 08:00:00;9;3;2;2;13;6;0
2020-07-19 08:15:00;21;13;7;6;15;6;0
2020-07-19 08:30:00;16;4;3;2;16;6;0
2020-07-19 08:45:00;24;7;5;6;22;11;0
2020-07-19 09:00:00;19;7;6;5;25;6;0
2020-07-19 09:15:00;28;15;10;10;28;13;0
2020-07-19 09:30:00;26;17;15;3;26;14;0
2020-07-19 09:45:00;36;13;11;9;42;13;0
2020-07-19 10:00:00;26;12;8;8;29;12;0
2020-07-19 10:15:00;32;12;6;12;43;15;0
2020-07-19 10:30:00;25;11;9;6;50;8;0
2020-07-19 10:45:00;41;14;10;9;69;25;0
2020-07-19 11:00:00;28;12;8;5;74;26;0
2020-07-19 11:15:00;31;16;14;18;78;31;0
2020-07-19 11:30:00;23;10;7;8;70;31;0
2020-07-19 11:45:00;51;19;13;6;80;41;0
2020-07-19 12:00:00;33;14;12;6;48;22;0
2020-07-19 12:15:00;40;22;16;11;61;24;0
2020-07-19 12:30:00;33;17;15;3;42;15;0
2020-07-19 12:45:00;42;14;12;5;40;30;0
2020-07-19 13:00:00;35;8;6;9;50;23;0
2020-07-19 13:15:00;42;15;10;5;47;25;0
2020-07-19 13:30:00;34;12;9;8;43;17;0
2020-07-19 13:45:00;48;20;16;8;49;20;0
2020-07-19 14:00:00;35;21;18;9;43;13;0
2020-07-19 14:15:00;51;24;18;5;45;24;0
2020-07-19 14:30:00;40;17;16;10;37;22;0
2020-07-19 14:45:00;43;22;21;6;66;29;0
2020-07-19 15:00:00;36;17;12;9;51;29;0
2020-07-19 15:15:00;38;16;11;11;80;37;0
2020-07-19 15:30:00;52;19;12;11;56;25;0
2020-07-19 15:45:00;37;18;13;7;69;32;0
2020-07-19 16:00:00;46;29;20;9;73;30;1
2020-07-19 16:15:00;50;24;19;5;75;40;0
2020-07-19 16:30:00;41;24;18;11;62;20;0
2020-07-19 16:45:00;46;23;15;5;69;38;0
2020-07-19 17:00:00;40;17;13;6;50;27;0
2020-07-19 17:15:00;64;25;13;10;54;27;0
2020-07-19 17:30:00;64;20;11;5;42;14;0
2020-07-19 17:45:00;64;19;11;7;44;18;0
2020-07-19 18:00:00;56;25;19;1;42;16;0
2020-07-19 18:15:00;57;31;19;10;47;14;0
2020-07-19 18:30:00;58;30;21;6;42;12;0
2020-07-19 18:45:00;48;28;20;7;33;14;0
2020-07-19 19:00:00;34;20;13;7;32;13;0
2020-07-19 19:15:00;34;23;16;1;46;21;0
2020-07-19 19:30:00;48;21;13;4;34;14;0
2020-07-19 19:45:00;39;23;18;5;38;20;0
2020-07-19 20:00:00;40;24;16;7;41;19;0
2020-07-19 20:15:00;22;22;16;7;34;9;0
2020-07-19 20:30:00;43;18;9;6;28;10;0
2020-07-19 20:45:00;32;21;17;7;28;15;0
2020-07-19 21:00:00;29;5;2;5;13;8;0
2020-07-19 21:15:00;28;15;9;4;27;18;0
2020-07-19 21:30:00;23;8;5;3;23;7;0
2020-07-19 21:45:00;27;18;9;5;29;11;0
2020-07-19 22:00:00;22;11;6;3;13;5;0
2020-07-19 22:15:00;22;11;5;3;20;7;0
2020-07-19 22:30:00;10;7;5;7;16;8;0
2020-07-19 22:45:00;14;9;4;7;10;4;0
2020-07-19 23:00:00;7;7;3;1;7;5;0
2020-07-19 23:15:00;8;4;3;0;7;2;0
2020-07-19 23:30:00;5;3;1;1;4;3;0
2020-07-19 23:45:00;3;3;2;0;4;4;0
