DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-11-13 00:00:00;1;1;5;0;3;2;3;0;2;2;0;0;0;0
2020-11-13 00:15:00;3;2;7;1;2;2;1;0;6;1;0;0;0;0
2020-11-13 00:30:00;3;3;11;0;1;0;1;0;1;1;0;0;0;0
2020-11-13 00:45:00;5;3;5;0;4;5;1;0;2;2;0;0;0;0
2020-11-13 01:00:00;1;2;5;1;3;5;1;0;2;1;0;0;0;0
2020-11-13 01:15:00;1;1;3;0;5;2;3;0;2;1;0;0;0;0
2020-11-13 01:30:00;0;2;5;0;4;4;1;0;0;0;0;0;0;0
2020-11-13 01:45:00;1;2;4;0;6;2;3;0;2;0;0;0;0;0
2020-11-13 02:00:00;2;0;1;0;3;1;2;1;6;1;0;0;0;0
2020-11-13 02:15:00;1;1;0;0;5;1;1;0;3;3;0;0;0;0
2020-11-13 02:30:00;0;3;6;0;3;1;0;0;0;1;0;0;0;0
2020-11-13 02:45:00;2;3;7;1;2;3;0;0;0;1;0;0;0;0
2020-11-13 03:00:00;2;1;3;1;5;0;0;0;0;2;0;0;0;0
2020-11-13 03:15:00;3;2;6;0;3;3;0;0;3;5;0;0;0;0
2020-11-13 03:30:00;1;3;7;0;3;3;0;0;2;3;0;0;0;0
2020-11-13 03:45:00;2;2;4;0;2;5;0;0;0;0;0;0;0;0
2020-11-13 04:00:00;9;1;7;0;3;0;0;0;3;2;0;0;0;0
2020-11-13 04:15:00;3;2;2;0;3;6;0;1;1;3;0;0;0;0
2020-11-13 04:30:00;7;10;11;0;6;4;0;0;7;5;0;0;0;0
2020-11-13 04:45:00;15;14;8;0;7;1;3;1;6;9;0;0;0;0
2020-11-13 05:00:00;37;43;20;5;7;8;4;1;6;12;0;0;0;0
2020-11-13 05:15:00;66;68;36;9;11;12;9;0;5;8;0;0;0;0
2020-11-13 05:30:00;72;52;44;17;16;29;13;8;14;17;0;0;0;0
2020-11-13 05:45:00;65;43;44;18;19;14;13;6;36;50;0;0;0;0
2020-11-13 06:00:00;49;31;28;17;33;31;19;10;43;65;0;0;0;0
2020-11-13 06:15:00;61;55;44;26;33;29;23;7;39;64;0;0;0;0
2020-11-13 06:30:00;92;53;62;34;49;45;23;11;23;29;0;0;0;0
2020-11-13 06:45:00;90;74;74;56;49;39;20;11;23;22;0;0;0;0
2020-11-13 07:00:00;79;45;65;46;38;50;27;11;20;25;0;0;0;0
2020-11-13 07:15:00;109;63;89;52;68;65;63;30;38;27;0;0;0;0
2020-11-13 07:30:00;104;90;92;64;65;58;76;50;62;58;0;0;0;0
2020-11-13 07:45:00;109;95;102;90;59;45;55;26;72;53;0;0;0;0
2020-11-13 08:00:00;81;65;83;66;61;60;35;12;36;40;0;0;0;0
2020-11-13 08:15:00;73;47;64;41;51;66;34;23;41;39;0;0;0;0
2020-11-13 08:30:00;67;42;77;35;51;59;34;13;37;51;0;0;0;0
2020-11-13 08:45:00;75;49;94;47;54;55;37;17;43;51;0;0;0;0
2020-11-13 09:00:00;44;39;71;35;38;43;29;23;29;41;0;0;0;0
2020-11-13 09:15:00;58;48;101;43;60;54;37;18;42;35;0;0;0;0
2020-11-13 09:30:00;62;36;105;43;62;65;41;16;40;41;0;0;0;0
2020-11-13 09:45:00;53;45;86;51;52;44;26;8;33;28;0;0;0;0
2020-11-13 10:00:00;53;42;101;44;57;47;32;15;34;38;0;0;0;0
2020-11-13 10:15:00;55;53;84;37;65;51;33;15;51;34;0;0;0;0
2020-11-13 10:30:00;55;41;101;40;61;51;31;18;38;44;0;0;0;0
2020-11-13 10:45:00;64;48;88;44;77;59;32;16;55;45;0;0;0;0
2020-11-13 11:00:00;58;39;84;33;71;57;36;14;45;41;0;0;0;0
2020-11-13 11:15:00;61;41;81;48;66;68;36;19;42;50;0;0;0;0
2020-11-13 11:30:00;44;49;100;62;77;57;31;13;44;50;0;0;0;0
2020-11-13 11:45:00;69;43;82;58;65;43;30;25;52;45;0;0;0;0
2020-11-13 12:00:00;65;44;89;48;62;58;27;13;70;59;0;0;0;0
2020-11-13 12:15:00;76;53;83;52;89;58;39;25;58;67;0;0;0;0
2020-11-13 12:30:00;77;56;87;52;79;61;41;21;67;64;0;0;0;0
2020-11-13 12:45:00;82;63;82;57;78;67;47;21;54;69;0;0;0;0
2020-11-13 13:00:00;83;52;87;43;81;60;46;24;89;69;0;0;0;0
2020-11-13 13:15:00;89;77;101;63;81;71;48;27;84;86;0;0;0;0
2020-11-13 13:30:00;117;86;102;57;59;71;44;23;43;49;0;0;0;0
2020-11-13 13:45:00;112;90;125;72;82;66;49;23;72;55;0;0;0;0
2020-11-13 14:00:00;96;67;100;55;64;55;35;18;73;64;0;0;0;0
