DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-10-15 00:00:00;2;4;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0
2020-10-15 00:15:00;0;6;0;0;0;1;5;7;1;0;1;0;0;0;0;0;0;0
2020-10-15 00:30:00;1;8;1;0;1;1;1;2;0;0;0;1;0;0;0;0;0;0
2020-10-15 00:45:00;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
2020-10-15 01:00:00;2;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-15 01:15:00;0;1;0;0;0;1;5;4;0;3;0;3;0;0;0;0;0;0
2020-10-15 01:30:00;1;2;0;0;0;0;1;3;0;0;0;1;0;0;0;0;0;0
2020-10-15 01:45:00;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0
2020-10-15 02:00:00;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-10-15 02:15:00;2;1;0;0;0;3;3;3;1;0;1;0;0;0;0;0;0;0
2020-10-15 02:30:00;1;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
2020-10-15 02:45:00;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0
2020-10-15 03:00:00;2;4;0;0;0;2;1;2;1;1;2;1;0;0;0;0;0;0
2020-10-15 03:15:00;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-10-15 03:30:00;0;0;1;1;2;2;1;1;1;0;1;1;0;0;0;0;0;0
2020-10-15 03:45:00;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-10-15 04:00:00;0;0;2;1;4;5;0;1;1;1;1;2;0;0;0;0;0;0
2020-10-15 04:15:00;0;0;1;0;1;0;0;1;2;0;2;0;0;0;0;0;0;0
2020-10-15 04:30:00;0;4;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0
2020-10-15 04:45:00;0;4;1;2;1;5;4;5;0;0;0;0;0;0;0;0;0;0
2020-10-15 05:00:00;1;4;0;0;0;2;5;4;1;2;1;1;0;0;0;0;0;0
2020-10-15 05:15:00;1;3;0;1;0;3;1;5;0;0;0;0;0;3;0;0;1;0
2020-10-15 05:30:00;19;23;6;8;5;5;6;6;3;3;5;9;0;0;0;0;0;0
2020-10-15 05:45:00;24;30;11;9;18;10;13;12;2;2;6;5;0;0;0;0;0;0
2020-10-15 06:00:00;29;30;10;7;12;9;23;21;5;3;7;13;0;0;0;0;0;0
2020-10-15 06:15:00;29;33;8;14;13;18;25;20;7;3;22;6;0;0;0;0;0;0
2020-10-15 06:30:00;41;43;8;6;14;12;22;22;7;1;7;11;0;0;0;3;0;0
2020-10-15 06:45:00;33;44;11;11;23;13;17;23;10;2;12;6;0;1;0;0;0;2
2020-10-15 07:00:00;42;60;26;13;30;16;20;22;20;5;26;16;0;0;0;0;0;0
2020-10-15 07:15:00;66;63;61;40;58;46;35;43;8;11;10;17;0;0;0;0;0;0
2020-10-15 07:30:00;90;76;68;40;66;51;52;55;7;5;11;28;1;0;1;3;2;0
2020-10-15 07:45:00;49;65;34;32;34;36;48;61;20;12;25;30;0;0;0;0;0;1
2020-10-15 08:00:00;33;53;26;16;32;30;34;31;16;3;28;14;0;0;0;1;0;0
2020-10-15 08:15:00;43;55;29;17;32;18;38;30;18;5;22;18;0;0;0;0;0;0
