DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-08-17 00:00:00;0;2;0;0;0;0
2020-08-17 00:15:00;2;0;0;0;0;0
2020-08-17 00:30:00;0;3;0;0;0;0
2020-08-17 00:45:00;1;0;0;0;0;0
2020-08-17 01:00:00;0;2;0;0;0;0
2020-08-17 01:15:00;2;1;0;0;0;0
2020-08-17 01:30:00;1;1;0;0;0;0
2020-08-17 01:45:00;0;0;0;0;0;0
2020-08-17 02:00:00;0;0;0;0;0;0
2020-08-17 02:15:00;1;1;0;0;0;0
2020-08-17 02:30:00;1;1;0;0;0;0
2020-08-17 02:45:00;1;0;0;0;0;0
2020-08-17 03:00:00;0;1;0;0;0;0
2020-08-17 03:15:00;1;1;0;0;0;0
2020-08-17 03:30:00;0;0;0;0;0;0
2020-08-17 03:45:00;2;2;0;0;0;0
2020-08-17 04:00:00;1;0;0;0;0;0
2020-08-17 04:15:00;0;2;0;0;0;0
2020-08-17 04:30:00;0;0;0;0;0;0
2020-08-17 04:45:00;1;1;0;0;0;0
2020-08-17 05:00:00;2;2;0;0;0;0
2020-08-17 05:15:00;3;3;0;0;0;0
2020-08-17 05:30:00;6;7;0;0;0;0
2020-08-17 05:45:00;7;6;0;0;0;0
2020-08-17 06:00:00;11;8;0;0;0;0
2020-08-17 06:15:00;9;11;0;0;0;0
2020-08-17 06:30:00;11;5;0;1;0;0
2020-08-17 06:45:00;14;10;0;1;0;0
2020-08-17 07:00:00;9;5;0;0;0;0
2020-08-17 07:15:00;12;7;0;0;0;0
2020-08-17 07:30:00;22;13;0;4;0;0
2020-08-17 07:45:00;12;18;1;0;0;0
2020-08-17 08:00:00;13;13;2;0;0;0
2020-08-17 08:15:00;10;13;0;0;0;0
2020-08-17 08:30:00;10;10;0;2;0;0
2020-08-17 08:45:00;5;12;0;0;0;0
2020-08-17 09:00:00;8;6;0;1;0;0
2020-08-17 09:15:00;5;10;0;0;0;0
2020-08-17 09:30:00;9;14;0;0;0;0
2020-08-17 09:45:00;8;13;1;0;0;0
2020-08-17 10:00:00;7;14;6;6;0;0
2020-08-17 10:15:00;9;11;0;0;0;0
2020-08-17 10:30:00;10;12;4;0;0;0
2020-08-17 10:45:00;8;14;1;0;0;0
2020-08-17 11:00:00;10;13;0;1;0;0
2020-08-17 11:15:00;12;23;0;0;0;0
2020-08-17 11:30:00;11;16;0;0;0;0
2020-08-17 11:45:00;13;7;0;0;0;0
2020-08-17 12:00:00;16;8;0;0;0;0
2020-08-17 12:15:00;23;14;0;0;0;0
2020-08-17 12:30:00;8;20;0;3;0;0
2020-08-17 12:45:00;14;16;0;0;0;0
2020-08-17 13:00:00;18;12;2;0;0;0
2020-08-17 13:15:00;17;19;0;0;0;0
2020-08-17 13:30:00;8;8;6;0;0;0
2020-08-17 13:45:00;16;14;1;1;0;0
2020-08-17 14:00:00;15;16;1;0;0;0
2020-08-17 14:15:00;15;13;0;1;0;0
2020-08-17 14:30:00;12;13;2;0;0;0
2020-08-17 14:45:00;14;18;0;2;0;0
2020-08-17 15:00:00;16;15;3;0;0;0
2020-08-17 15:15:00;19;10;1;0;0;0
2020-08-17 15:30:00;13;21;2;2;0;0
2020-08-17 15:45:00;19;17;3;0;0;0
2020-08-17 16:00:00;10;35;9;13;0;0
2020-08-17 16:15:00;15;27;2;2;0;0
2020-08-17 16:30:00;21;24;4;0;0;0
2020-08-17 16:45:00;28;15;2;1;0;0
2020-08-17 17:00:00;24;23;5;0;0;0
2020-08-17 17:15:00;13;17;4;2;0;0
2020-08-17 17:30:00;19;18;2;5;0;0
2020-08-17 17:45:00;17;13;0;3;0;0
2020-08-17 18:00:00;9;16;0;0;0;0
2020-08-17 18:15:00;17;22;3;2;0;0
2020-08-17 18:30:00;7;8;0;3;0;0
2020-08-17 18:45:00;11;15;0;1;0;0
2020-08-17 19:00:00;8;11;7;0;0;0
2020-08-17 19:15:00;12;9;2;0;0;0
2020-08-17 19:30:00;7;10;2;0;0;0
2020-08-17 19:45:00;8;6;1;1;0;0
2020-08-17 20:00:00;12;4;3;0;0;0
2020-08-17 20:15:00;9;5;2;2;0;0
2020-08-17 20:30:00;4;8;0;0;0;0
2020-08-17 20:45:00;6;5;0;1;0;0
2020-08-17 21:00:00;11;4;0;0;0;0
2020-08-17 21:15:00;5;0;0;0;0;0
2020-08-17 21:30:00;5;4;0;0;0;0
2020-08-17 21:45:00;2;7;0;0;0;0
2020-08-17 22:00:00;4;3;0;0;0;0
2020-08-17 22:15:00;1;0;0;1;0;0
2020-08-17 22:30:00;3;3;0;0;0;0
2020-08-17 22:45:00;2;2;0;0;0;0
2020-08-17 23:00:00;3;1;0;0;0;0
2020-08-17 23:15:00;0;2;0;0;0;0
2020-08-17 23:30:00;2;0;0;2;0;0
2020-08-17 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
