DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-04-02 00:00:00;4;4;1;0;8;4;1;8;5;0;0
2020-04-02 00:15:00;5;3;1;0;5;6;0;5;5;0;0
2020-04-02 00:30:00;5;6;1;0;10;3;0;9;3;0;0
2020-04-02 00:45:00;3;4;0;0;2;3;1;2;5;0;0
2020-04-02 01:00:00;4;4;0;0;3;1;0;3;2;0;0
2020-04-02 01:15:00;5;6;0;0;2;7;0;3;5;0;0
2020-04-02 01:30:00;9;5;0;0;4;2;1;4;2;0;0
2020-04-02 01:45:00;5;4;1;0;1;0;0;1;0;0;0
2020-04-02 02:00:00;5;5;0;0;2;1;0;2;2;0;0
2020-04-02 02:15:00;5;8;1;0;3;3;0;3;4;0;0
2020-04-02 02:30:00;6;6;1;0;3;2;0;3;2;0;0
2020-04-02 02:45:00;4;3;1;1;3;3;0;2;3;0;0
2020-04-02 03:00:00;4;2;0;0;3;2;0;2;2;0;0
2020-04-02 03:15:00;6;3;0;0;4;3;0;5;4;1;0
2020-04-02 03:30:00;2;3;0;0;7;3;0;8;2;0;0
2020-04-02 03:45:00;6;7;0;0;5;4;0;7;6;0;0
2020-04-02 04:00:00;5;3;0;1;4;4;0;3;4;0;0
2020-04-02 04:15:00;11;8;0;1;7;5;0;6;6;0;0
2020-04-02 04:30:00;9;12;0;0;7;4;0;7;7;0;0
2020-04-02 04:45:00;13;9;0;0;7;1;0;7;4;0;0
2020-04-02 05:00:00;17;16;1;0;15;7;1;15;12;0;0
2020-04-02 05:15:00;25;19;1;2;10;8;0;9;9;0;0
2020-04-02 05:30:00;43;48;6;1;40;16;0;34;30;0;0
2020-04-02 05:45:00;54;64;9;3;40;17;1;36;25;0;0
2020-04-02 06:00:00;38;53;14;4;40;26;2;37;29;1;0
2020-04-02 06:15:00;49;54;18;7;69;36;2;70;44;0;0
2020-04-02 06:30:00;69;73;17;7;74;48;2;73;55;0;11
2020-04-02 06:45:00;62;79;10;2;81;63;9;86;68;1;0
2020-04-02 07:00:00;57;71;9;3;85;76;5;81;81;3;0
2020-04-02 07:15:00;55;53;7;7;69;77;11;69;86;2;4
2020-04-02 07:30:00;56;61;6;5;97;85;5;89;97;1;0
2020-04-02 07:45:00;59;74;10;7;71;85;9;69;96;5;6
2020-04-02 08:00:00;43;64;6;6;66;64;4;61;75;2;0
2020-04-02 08:15:00;31;66;9;18;65;52;12;67;60;4;0
2020-04-02 08:30:00;20;72;9;14;62;57;8;64;55;4;2
2020-04-02 08:45:00;57;53;6;9;71;57;6;68;65;2;2
2020-04-02 09:00:00;67;64;6;8;67;40;8;62;50;1;4
2020-04-02 09:15:00;43;48;9;11;62;50;8;56;58;3;3
2020-04-02 09:30:00;51;49;6;8;54;48;9;58;53;4;2
2020-04-02 09:45:00;55;46;2;14;57;65;13;57;69;6;6
2020-04-02 10:00:00;74;60;6;6;56;55;5;60;59;8;4
2020-04-02 10:15:00;51;52;4;15;53;63;9;52;65;5;4
2020-04-02 10:30:00;46;77;16;6;58;56;5;52;62;4;0
2020-04-02 10:45:00;63;56;2;8;55;46;6;54;44;5;9
2020-04-02 11:00:00;53;58;6;9;63;40;5;60;48;6;6
2020-04-02 11:15:00;64;51;9;8;54;50;3;51;50;6;2
2020-04-02 11:30:00;49;72;7;6;55;52;3;52;59;4;10
2020-04-02 11:45:00;52;46;5;5;77;67;8;74;73;4;7
2020-04-02 12:00:00;65;77;11;3;67;61;4;62;79;2;0
2020-04-02 12:15:00;58;67;5;5;57;43;3;50;43;4;7
2020-04-02 12:30:00;64;66;4;4;55;54;1;54;56;5;8
2020-04-02 12:45:00;63;78;6;6;44;47;3;47;55;2;2
2020-04-02 13:00:00;62;68;10;11;52;51;4;53;49;2;0
2020-04-02 13:15:00;65;45;3;14;62;51;5;62;52;2;7
2020-04-02 13:30:00;54;64;6;6;55;48;6;53;58;4;10
2020-04-02 13:45:00;62;59;8;7;64;60;8;58;69;6;42
2020-04-02 14:00:00;66;84;13;7;63;65;4;61;66;3;6
2020-04-02 14:15:00;58;84;12;11;85;78;6;78;89;8;9
2020-04-02 14:30:00;69;93;8;4;66;58;5;59;62;8;5
2020-04-02 14:45:00;58;81;10;9;67;70;11;68;70;1;4
2020-04-02 15:00:00;65;71;6;6;45;51;5;49;52;9;35
2020-04-02 15:15:00;62;73;4;9;48;48;4;45;53;5;5
