DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-09-28 00:00:00;35;7;12;3;0;2;1;53;0;0;0;0;0
2019-09-28 00:15:00;43;11;15;7;0;0;0;59;0;0;0;0;0
2019-09-28 00:30:00;23;6;8;0;0;0;1;43;0;0;0;0;0
2019-09-28 00:45:00;23;10;12;7;2;2;3;47;0;0;0;0;0
2019-09-28 01:00:00;17;6;6;2;2;2;1;20;0;0;0;0;0
2019-09-28 01:15:00;20;12;16;9;0;0;0;30;0;0;0;0;0
2019-09-28 01:30:00;21;4;3;0;1;1;0;18;0;0;0;0;0
2019-09-28 01:45:00;23;7;10;5;1;1;0;29;0;0;0;0;0
2019-09-28 02:00:00;14;6;10;4;1;1;0;16;0;0;0;0;0
2019-09-28 02:15:00;15;12;12;10;3;4;5;27;0;0;0;0;0
2019-09-28 02:30:00;12;6;4;0;0;0;1;19;0;0;0;0;0
2019-09-28 02:45:00;19;5;6;5;0;0;1;14;0;0;0;0;0
2019-09-28 03:00:00;10;1;2;1;0;0;1;14;0;0;0;0;0
2019-09-28 03:15:00;15;7;7;1;0;0;0;18;0;0;0;0;0
2019-09-28 03:30:00;10;1;2;1;0;0;0;10;0;0;0;0;0
2019-09-28 03:45:00;5;3;4;1;0;0;0;8;0;0;0;0;0
2019-09-28 04:00:00;6;3;4;4;0;0;1;8;0;0;0;0;0
2019-09-28 04:15:00;12;5;4;1;1;1;0;14;0;0;0;0;0
2019-09-28 04:30:00;10;1;3;3;0;0;0;7;0;0;0;0;0
2019-09-28 04:45:00;12;3;3;4;2;2;1;7;0;0;0;0;0
2019-09-28 05:00:00;13;2;6;0;3;3;2;11;0;0;0;0;0
2019-09-28 05:15:00;23;10;16;6;2;2;0;25;0;0;0;0;0
2019-09-28 05:30:00;19;4;7;2;1;1;0;23;0;0;0;0;0
2019-09-28 05:45:00;29;3;8;1;1;1;3;46;0;0;0;0;0
2019-09-28 06:00:00;22;6;9;5;2;3;1;16;0;0;0;0;0
2019-09-28 06:15:00;46;6;11;2;2;2;1;23;0;0;0;0;0
2019-09-28 06:30:00;35;4;4;3;1;2;0;25;0;0;0;0;0
2019-09-28 06:45:00;44;13;19;6;4;4;2;48;0;0;0;0;0
2019-09-28 07:00:00;32;4;8;2;2;2;1;33;0;0;0;0;0
2019-09-28 07:15:00;51;9;13;6;5;6;8;53;0;0;0;0;0
2019-09-28 07:30:00;75;6;12;5;8;9;6;52;0;1;0;0;0
2019-09-28 07:45:00;65;15;22;12;4;5;9;58;0;2;0;0;0
2019-09-28 08:00:00;49;2;7;4;9;10;3;52;3;0;0;0;0
2019-09-28 08:15:00;86;10;14;7;9;8;7;65;0;0;0;0;0
2019-09-28 08:30:00;102;12;18;8;12;14;11;99;1;0;0;0;0
2019-09-28 08:45:00;143;23;27;12;8;9;13;128;0;1;0;0;0
2019-09-28 09:00:00;132;16;16;9;14;16;6;142;1;1;0;0;0
2019-09-28 09:15:00;132;13;18;10;14;14;6;124;0;0;0;0;0
2019-09-28 09:30:00;145;13;13;7;25;22;52;134;2;2;0;0;0
2019-09-28 09:45:00;154;22;26;17;19;23;13;191;1;1;0;0;0
2019-09-28 10:00:00;156;22;22;20;18;20;11;198;0;3;0;0;0
2019-09-28 10:15:00;157;15;24;13;22;21;12;197;0;2;0;0;0
2019-09-28 10:30:00;173;17;15;12;20;19;11;209;0;0;0;0;0
2019-09-28 10:45:00;173;15;24;10;10;20;6;208;1;0;0;0;0
2019-09-28 11:00:00;162;18;27;14;22;27;16;209;0;0;0;0;0
2019-09-28 11:15:00;183;21;26;15;19;21;17;206;4;0;0;0;0
2019-09-28 11:30:00;179;14;21;10;26;25;16;213;1;0;0;0;0
2019-09-28 11:45:00;158;20;25;13;26;29;21;226;1;0;0;0;0
2019-09-28 12:00:00;140;18;23;15;25;27;8;225;0;0;0;0;0
2019-09-28 12:15:00;189;18;30;20;24;26;10;208;1;0;0;0;0
2019-09-28 12:30:00;198;12;26;11;16;18;10;222;2;0;0;0;0
2019-09-28 12:45:00;206;18;25;19;21;20;19;213;3;0;0;0;0
2019-09-28 13:00:00;200;10;16;12;17;24;18;260;0;3;0;0;0
2019-09-28 13:15:00;227;13;19;12;21;21;11;212;2;5;0;0;0
2019-09-28 13:30:00;219;11;13;8;13;15;9;230;0;0;0;0;0
2019-09-28 13:45:00;206;10;15;7;19;23;18;221;0;3;0;0;0
2019-09-28 14:00:00;211;16;20;13;36;40;9;221;0;1;0;0;0
2019-09-28 14:15:00;204;15;20;14;20;20;14;228;1;1;0;0;0
2019-09-28 14:30:00;183;8;18;9;14;13;10;221;2;0;0;0;0
2019-09-28 14:45:00;215;16;25;18;20;20;20;215;1;0;0;0;0
2019-09-28 15:00:00;191;13;13;10;11;11;15;246;1;0;0;0;0
2019-09-28 15:15:00;197;3;12;1;10;9;11;239;4;0;0;0;0
2019-09-28 15:30:00;184;15;25;14;13;15;9;212;0;0;0;0;0
2019-09-28 15:45:00;215;14;20;14;14;17;13;207;0;0;0;0;0
2019-09-28 16:00:00;210;11;19;10;11;11;15;234;2;0;0;0;0
2019-09-28 16:15:00;190;13;15;12;12;13;12;222;0;0;0;0;0
2019-09-28 16:30:00;200;13;22;8;10;13;11;221;0;0;0;0;0
2019-09-28 16:45:00;205;15;21;11;15;15;11;222;0;0;0;0;0
2019-09-28 17:00:00;259;7;10;3;10;14;13;182;1;0;0;0;0
2019-09-28 17:15:00;206;8;12;10;13;13;12;220;0;0;0;0;0
2019-09-28 17:30:00;199;14;19;5;16;16;9;212;4;1;0;0;0
2019-09-28 17:45:00;214;11;17;7;9;9;14;216;0;1;0;0;0
2019-09-28 18:00:00;223;18;22;15;12;13;8;173;0;2;0;0;0
2019-09-28 18:15:00;182;6;17;6;7;6;14;204;1;1;0;0;0
2019-09-28 18:30:00;201;10;23;10;11;10;6;204;0;0;0;0;0
2019-09-28 18:45:00;234;15;16;6;10;10;10;199;1;1;0;0;0
2019-09-28 19:00:00;215;16;27;9;10;7;6;212;3;0;0;0;0
2019-09-28 19:15:00;188;10;27;6;4;5;9;170;0;0;0;0;0
2019-09-28 19:30:00;179;7;22;5;9;10;5;160;0;0;0;0;0
2019-09-28 19:45:00;182;14;25;10;4;5;7;122;0;0;0;0;0
2019-09-28 20:00:00;230;11;13;6;6;5;4;120;0;0;0;0;0
2019-09-28 20:15:00;144;11;11;7;5;4;6;93;0;0;0;0;0
2019-09-28 20:30:00;116;9;15;7;4;5;6;98;0;0;0;0;0
2019-09-28 20:45:00;89;7;17;8;1;3;5;100;0;0;0;0;0
2019-09-28 21:00:00;88;3;11;3;3;5;5;94;0;0;0;0;0
2019-09-28 21:15:00;72;7;17;7;0;5;1;74;0;0;0;0;0
2019-09-28 21:30:00;91;8;17;8;2;5;6;77;0;0;0;0;0
2019-09-28 21:45:00;99;9;20;11;7;6;5;79;0;0;0;0;0
2019-09-28 22:00:00;68;13;19;12;7;7;1;99;0;0;0;0;0
2019-09-28 22:15:00;77;7;17;4;3;5;2;76;0;0;0;0;0
2019-09-28 22:30:00;75;9;20;2;2;3;3;99;0;0;0;0;0
2019-09-28 22:45:00;77;7;13;6;1;1;1;77;0;0;0;0;0
2019-09-28 23:00:00;57;12;29;8;3;4;3;112;0;0;0;0;0
2019-09-28 23:15:00;79;11;11;4;3;4;1;75;0;0;0;0;0
2019-09-28 23:30:00;52;5;14;5;2;4;5;83;0;0;0;0;0
2019-09-28 23:45:00;56;11;23;9;3;4;4;90;0;0;0;0;0
