DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-08-18 00:00:00;0;0;1;1;0;1;0;0;0;0;0;0;0
2020-08-18 00:15:00;3;0;3;3;1;3;1;0;0;0;0;0;0
2020-08-18 00:30:00;0;0;2;1;0;3;0;0;0;0;0;0;0
2020-08-18 00:45:00;1;1;3;2;0;3;0;0;0;0;0;0;0
2020-08-18 01:00:00;1;0;3;3;1;1;1;0;0;0;0;0;0
2020-08-18 01:15:00;1;0;3;3;0;1;0;0;0;0;0;0;0
2020-08-18 01:30:00;0;0;3;3;0;0;0;0;0;0;0;0;0
2020-08-18 01:45:00;0;0;1;1;0;1;0;0;0;0;0;0;0
2020-08-18 02:00:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-18 02:15:00;0;0;1;1;1;2;1;1;0;0;0;0;0
2020-08-18 02:30:00;1;0;2;1;0;1;0;0;0;0;0;0;0
2020-08-18 02:45:00;2;0;3;2;1;0;1;0;0;0;0;0;0
2020-08-18 03:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-08-18 03:15:00;2;0;1;1;0;0;0;0;0;0;0;0;0
2020-08-18 03:30:00;3;0;2;2;1;1;1;0;0;0;0;0;0
2020-08-18 03:45:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-18 04:00:00;0;0;0;0;1;4;1;0;0;0;0;0;0
2020-08-18 04:15:00;3;0;0;0;1;1;1;0;0;0;0;0;0
2020-08-18 04:30:00;2;1;1;1;0;2;0;0;0;0;0;0;0
2020-08-18 04:45:00;1;0;2;2;1;1;1;0;0;0;0;0;0
2020-08-18 05:00:00;1;0;9;9;1;11;1;0;0;0;0;0;0
2020-08-18 05:15:00;0;0;14;14;1;8;1;0;0;0;0;0;0
2020-08-18 05:30:00;3;0;33;33;4;15;4;0;0;0;0;0;0
2020-08-18 05:45:00;4;0;29;29;3;17;3;1;0;0;0;0;0
2020-08-18 06:00:00;4;0;25;23;6;24;7;0;0;0;0;0;0
2020-08-18 06:15:00;14;0;43;44;5;22;4;0;0;0;0;0;0
2020-08-18 06:30:00;8;2;58;55;15;32;16;1;0;0;0;0;0
2020-08-18 06:45:00;11;4;34;31;25;43;26;6;0;0;0;0;0
2020-08-18 07:00:00;8;1;47;43;10;36;10;0;0;0;0;0;0
2020-08-18 07:15:00;9;2;55;53;15;41;14;0;0;0;0;0;0
2020-08-18 07:30:00;15;6;52;49;24;48;26;5;0;0;0;0;0
2020-08-18 07:45:00;14;6;61;55;17;59;17;0;0;0;0;0;0
2020-08-18 08:00:00;14;3;46;46;16;45;18;0;0;0;0;0;0
2020-08-18 08:15:00;13;7;46;38;16;35;15;3;0;0;0;0;0
2020-08-18 08:30:00;8;3;31;29;17;45;17;4;0;0;0;0;0
2020-08-18 08:45:00;5;3;34;32;8;42;7;5;0;0;0;0;0
2020-08-18 09:00:00;10;2;35;33;11;34;11;4;0;0;0;0;0
2020-08-18 09:15:00;7;4;37;31;17;29;18;0;0;0;0;0;0
2020-08-18 09:30:00;3;4;24;24;8;30;10;0;0;0;0;0;0
2020-08-18 09:45:00;15;5;37;33;9;35;14;9;0;0;0;0;0
2020-08-18 10:00:00;3;2;32;28;9;35;9;0;0;0;0;0;0
2020-08-18 10:15:00;9;5;30;24;7;35;16;0;0;0;0;0;0
2020-08-18 10:30:00;12;3;33;31;8;34;8;0;0;0;0;0;0
2020-08-18 10:45:00;8;4;25;23;11;28;11;0;0;0;0;0;0
2020-08-18 11:00:00;7;3;40;37;10;31;11;0;0;0;0;0;0
2020-08-18 11:15:00;8;3;50;48;4;29;4;0;0;0;0;0;0
2020-08-18 11:30:00;9;5;32;27;7;30;6;0;0;0;0;0;0
2020-08-18 11:45:00;5;3;35;32;12;46;12;0;0;0;0;0;0
2020-08-18 12:00:00;2;3;30;27;13;39;12;0;0;0;0;0;0
2020-08-18 12:15:00;6;0;35;32;10;23;14;0;0;0;0;0;0
2020-08-18 12:30:00;6;5;40;35;13;34;15;0;0;0;0;0;0
2020-08-18 12:45:00;8;3;49;43;9;39;9;0;0;0;0;0;0
2020-08-18 13:00:00;7;0;43;41;6;41;5;0;0;0;0;0;0
2020-08-18 13:15:00;4;3;43;42;12;38;13;0;0;0;0;0;0
2020-08-18 13:30:00;10;6;48;40;11;29;10;0;0;0;0;0;0
2020-08-18 13:45:00;8;8;46;42;9;30;9;0;0;0;0;0;0
2020-08-18 14:00:00;3;3;57;53;8;52;8;0;0;0;0;0;0
2020-08-18 14:15:00;7;4;42;39;11;54;12;0;0;0;0;0;0
2020-08-18 14:30:00;3;3;55;50;3;48;4;0;0;0;0;0;0
2020-08-18 14:45:00;3;3;49;42;7;35;6;0;0;0;0;0;0
2020-08-18 15:00:00;4;5;47;40;8;49;10;0;0;0;0;0;0
2020-08-18 15:15:00;1;1;75;71;9;34;13;0;0;0;0;0;0
2020-08-18 15:30:00;1;1;59;52;11;45;12;0;0;0;0;0;0
2020-08-18 15:45:00;5;5;64;58;8;41;8;0;0;0;0;0;0
2020-08-18 16:00:00;3;5;58;57;7;50;8;0;0;0;0;0;0
2020-08-18 16:15:00;6;2;58;54;13;39;15;0;0;0;0;0;0
2020-08-18 16:30:00;3;4;40;36;7;43;7;0;0;0;0;0;0
2020-08-18 16:45:00;4;0;58;57;7;41;7;0;0;0;0;0;0
2020-08-18 17:00:00;4;3;40;36;13;37;14;0;0;0;0;0;0
2020-08-18 17:15:00;1;2;30;28;8;39;9;0;0;0;0;0;0
2020-08-18 17:30:00;2;1;43;40;7;33;8;0;0;0;0;0;0
2020-08-18 17:45:00;4;3;32;31;7;25;7;0;0;0;0;0;0
2020-08-18 18:00:00;5;3;32;29;14;20;17;0;0;0;0;0;0
2020-08-18 18:15:00;3;3;29;23;7;25;5;0;0;0;0;0;0
2020-08-18 18:30:00;7;2;25;23;4;20;2;0;0;0;0;0;0
2020-08-18 18:45:00;4;2;14;11;6;24;5;0;0;0;0;0;0
2020-08-18 19:00:00;4;2;18;20;6;8;6;0;0;0;0;0;0
2020-08-18 19:15:00;4;6;24;20;5;14;4;0;0;0;0;0;0
2020-08-18 19:30:00;2;4;24;20;5;20;5;0;0;0;0;0;0
2020-08-18 19:45:00;2;1;12;12;2;12;2;0;0;0;0;0;0
2020-08-18 20:00:00;1;0;15;15;2;6;2;0;0;0;0;0;0
2020-08-18 20:15:00;1;2;19;16;2;14;2;0;0;0;0;0;0
2020-08-18 20:30:00;0;3;7;3;1;7;3;0;0;0;0;0;0
2020-08-18 20:45:00;1;3;15;11;2;8;3;0;0;0;0;0;0
2020-08-18 21:00:00;0;2;13;12;4;5;4;0;0;0;0;0;0
2020-08-18 21:15:00;0;0;15;15;2;16;1;0;0;0;0;0;0
2020-08-18 21:30:00;2;2;17;15;4;12;3;0;0;0;0;0;0
2020-08-18 21:45:00;1;2;7;5;3;25;4;0;0;0;0;0;0
2020-08-18 22:00:00;0;0;18;17;1;12;1;0;0;0;0;0;0
2020-08-18 22:15:00;0;1;10;9;1;7;1;0;0;0;0;0;0
2020-08-18 22:30:00;0;1;9;8;1;7;1;0;0;0;0;0;0
2020-08-18 22:45:00;0;2;8;6;0;6;1;0;0;0;0;0;0
2020-08-18 23:00:00;2;0;8;8;0;4;0;0;0;0;0;0;0
2020-08-18 23:15:00;0;1;3;2;1;4;1;0;0;0;0;0;0
2020-08-18 23:30:00;1;1;4;4;0;3;0;0;0;0;0;0;0
