DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-12-24 00:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-24 00:15:00;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-24 00:30:00;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 00:45:00;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 01:00:00;1;0;0;4;6;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 01:15:00;0;0;0;15;9;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 01:30:00;1;0;0;17;26;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 01:45:00;0;0;0;6;7;10;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:00:00;0;0;0;7;7;6;0;2;1;0;0;0;0;0;0;0;0;0
2020-12-24 02:15:00;0;0;0;13;21;19;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:30:00;1;0;2;12;12;21;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:45:00;0;3;2;7;12;7;2;1;1;0;0;0;0;0;0;0;0;0
2020-12-24 03:00:00;3;0;0;14;13;12;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 03:15:00;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-24 03:30:00;0;0;0;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 03:45:00;0;0;1;3;3;5;0;1;0;0;0;0;0;0;0;0;0;0
2020-12-24 04:00:00;2;2;3;4;8;4;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 04:15:00;3;1;0;6;2;2;2;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 04:30:00;1;4;3;2;6;4;1;3;1;0;0;0;0;0;0;0;0;0
2020-12-24 04:45:00;6;2;2;1;6;5;4;3;0;0;0;0;0;0;0;0;0;0
2020-12-24 05:00:00;7;1;1;4;4;0;1;0;2;0;0;0;0;0;0;0;0;0
2020-12-24 05:15:00;9;3;0;1;3;0;6;0;2;0;0;0;0;0;0;0;0;0
2020-12-24 05:30:00;14;3;0;3;4;0;5;2;0;0;0;0;0;0;0;0;0;0
2020-12-24 05:45:00;5;9;4;6;12;1;2;5;0;0;0;0;0;0;0;0;0;0
2020-12-24 06:00:00;12;11;8;4;9;6;11;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 06:15:00;15;11;15;5;12;5;11;5;4;0;0;0;0;0;0;0;0;0
2020-12-24 06:30:00;14;9;17;8;16;8;14;9;3;0;0;0;0;0;0;0;0;0
2020-12-24 06:45:00;15;12;11;2;17;4;14;15;2;0;0;0;0;0;0;0;0;0
2020-12-24 07:00:00;18;21;28;3;18;6;15;23;2;0;0;0;0;0;0;0;0;0
2020-12-24 07:15:00;35;31;27;0;282;9;25;16;3;0;0;0;0;0;0;0;0;0
2020-12-24 07:30:00;34;31;22;1;28;9;24;20;6;0;0;0;0;0;0;0;0;0
2020-12-24 07:45:00;37;31;24;3;25;8;18;17;6;0;0;0;0;0;0;0;0;0
