DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-11-04 00:00:00;15;7;7;2;0;0;2;41;0;0;0;0;0
2019-11-04 00:15:00;10;6;12;4;1;1;2;25;0;0;0;0;0
2019-11-04 00:30:00;10;5;9;1;0;0;0;22;0;0;0;0;0
2019-11-04 00:45:00;9;5;7;5;0;0;0;19;0;0;0;0;0
2019-11-04 01:00:00;10;4;6;3;2;2;0;17;0;0;0;0;0
2019-11-04 01:15:00;14;7;9;6;0;1;0;9;0;0;0;0;0
2019-11-04 01:30:00;10;2;2;1;0;0;0;7;0;0;0;0;0
2019-11-04 01:45:00;8;1;3;0;0;0;0;7;0;0;0;0;0
2019-11-04 02:00:00;11;7;9;8;0;0;0;5;0;0;0;0;0
2019-11-04 02:15:00;7;1;3;1;0;0;0;8;0;0;0;0;0
2019-11-04 02:30:00;5;3;5;3;0;0;0;14;0;0;0;0;0
2019-11-04 02:45:00;7;4;5;0;0;0;0;4;0;0;0;0;0
2019-11-04 03:00:00;5;2;2;0;0;0;0;2;0;0;0;0;0
2019-11-04 03:15:00;5;1;1;0;0;0;0;4;0;0;0;0;0
2019-11-04 03:30:00;4;2;5;3;0;0;0;5;0;0;0;0;0
2019-11-04 03:45:00;8;3;4;3;0;0;0;9;0;0;0;0;0
2019-11-04 04:00:00;12;4;5;2;0;0;1;8;0;0;0;0;0
2019-11-04 04:15:00;15;3;5;1;0;0;1;10;0;0;0;0;0
2019-11-04 04:30:00;22;3;3;1;1;1;1;9;0;0;0;0;0
2019-11-04 04:45:00;17;2;2;2;3;3;1;8;0;0;0;0;0
2019-11-04 05:00:00;18;8;9;6;4;4;2;23;0;0;0;0;0
2019-11-04 05:15:00;43;16;17;13;3;5;5;46;0;0;0;0;0
2019-11-04 05:30:00;72;11;13;7;5;4;14;92;0;0;0;0;0
2019-11-04 05:45:00;57;21;29;16;9;13;12;101;0;0;0;0;0
2019-11-04 06:00:00;89;11;25;11;6;9;11;102;0;0;0;0;0
2019-11-04 06:15:00;94;14;19;9;7;13;10;105;0;0;0;0;0
2019-11-04 06:30:00;130;11;21;11;7;10;18;209;1;0;0;0;0
